"","None_1","None_2","Basal_Normal","LumA_LumB","Basal"
"FKBP5",0.0363561503360367,0.022173477380667,0.00174943293445123,0.0398540703679567,0.0111233317404116
"PGC",0.00850510469262931,0.000708022233572478,0.0018293625512412,7.33730600651999e-05,0.00616557937564514
"TMEM14A",0.084707501758012,0.0537988230881596,0.0945662570203512,0.109219079506571,0.0210199209735087
"HSP90AB1",0.123001221762291,0.0780459161430707,0.00535204422129539,0.0153639805624616,0.0710562046499722
"ITPR3",0.144609289532461,0.0021350831906474,0.0205058732145113,0.0464697192463218,0.196744161685804
"DSP",0.065516113979867,0.061553920008224,0.0139662101221448,0.0404665440844121,0.01162857582329
"HNRNPH3",0.0548753433468432,0.174519932178866,0.183606895708217,0.0247369750587816,0.279339320858059
"ABL1",0.185105043708213,0.0906071272654977,0.125807071170193,0.205054301225147,0.16926777760026
"SH3GLB1",0.111806602528716,0.129193765287905,0.0660433903320781,0.0883353461977502,0.156995805387146
"SCD",0.0524362823784365,0.000240653779597592,0.0242988963685528,0.0338170092230024,0.0185460809754009
"ABLIM1",0.0787968356521855,0.0164153993213874,0.0692541700990475,0.0057728356443187,0.0805083922337465
"ERMP1",0.0297662180240157,0.109112101829683,0.0459812464810017,0.0790615602895116,0.0127576202216402
"RAB18",0.114898450184026,0.0781760621752362,0.0956022627450856,0.0398724607091679,0.02228886995564
"NRP1",0.0623115383112229,0.0856177098200436,0.0924619577062618,0.0711434406532907,0.0114853108069108
"PALMD",0.0465678157064029,0.181615652757492,0.0219793083344575,0.00164273297976643,0.0881604006565215
"TSPAN15",0.0469174981635873,0.0401921912158097,0.0649483113032872,0.0461419558223036,0.0298766984186947
"OCEL1",0.0243217666025855,0.0878475555634766,0.0968626094581395,0.0673288231628533,0.0163196072583919
"KCNK6",0.0687882435336986,0.0627690015315892,0.086273213758926,0.137006356846576,0.00615022406269741
"PSMD8",0.182597614840506,0.13064839310713,0.0866131577190816,0.00887531500455418,0.00634927534176656
"CIRBP",0.0560921471252936,0.165594019963233,0.198653801818757,0.181884193987305,0.0713242366847514
"ATP5F1D",0.101831972968642,0.0538187131198005,0.0867277069720294,0.0715071933449485,0.00823490161397832
"HNRNPM",0.17014783215,0.202465665684243,0.298169554064485,0.0455098989194066,0.185900867732024
"NDUFB7",0.00638622118482447,0.00270560092201931,0.229227012534774,0.122167939010809,0.0135040865460121
"TECR",0.0433592196096932,0.127743780444089,0.0405524170274732,0.0473466983962062,0.0737011002873174
"TIMM13",0.0748691200844709,0.161520555694155,0.0429206145683358,0.113862399807641,0.0142756680733875
"CDC34",0.150369297478886,0.0968963812615621,0.13231214138512,0.0041410855157088,0.167632289036365
"MISP",0.0608688192374361,0.0385220636485235,0.0109195841923482,0.104203155633195,0.032365316845044
"POLR2E",0.039838977401012,0.248004581515459,0.231573321020349,0.182647708124381,0.00472093609587947
"RASSF7",0.00405228534093204,0.0349904212169999,0.0136784954742671,0.0945690601879485,0.231197444861266
"GADD45B",0.0488414821348026,0.0932991619016158,0.0341013162323129,0.0568516170118094,0.0809422654506353
"MKNK2",0.279571304215913,0.0590848986198357,0.0415061821846301,0.00287552128583927,0.183695681465736
"RANBP1",0.137118871105235,0.0291787365147147,0.0841388135577055,0.00761679527420748,0.204127564040903
"CRKL",0.168824709176245,0.0954162485200244,0.220287492255014,0.0117340736226414,0.0927543865067162
"MMP11",0.0177647946863536,0.0286387269306335,0.0631211041319274,0.122454073246309,0.0493418296919575
"SUSD2",0.020741425439015,0.00100729164029533,0.00797029190279055,0.0100461522583801,0.00184150128922342
"SF3A1",0.197939019059176,0.116754035354251,0.120348255623462,0.14244398478604,0.136603462533179
"SEC14L2",0.00355081856288676,0.0543415038622927,0.00973144372460805,0.0911601390735934,0.0164202402440405
"SNRPD3",0.120653194669794,0.12210365981027,0.0627336984038937,0.00860327143061306,0.152519115656555
"PES1",0.0527022811425187,0.0672088148218776,0.0922787639761573,0.0570708999348606,0.189651801234299
"MAPK1",0.160795914459651,0.160267278989598,0.056405491322762,0.074821279283434,0.33547450475293
"SLC25A1",0.15294515548517,0.101110616265611,0.101841579082873,0.0408496122760745,0.11073865508164
"SEZ6L",0.0145554095803214,0.00530336947686455,0.00293346342858355,0.00853856017852471,0.00413567376313759
"LGALS1",0.0468847922353455,0.0182918418762103,0.0781288889044481,0.0360920984052725,0.0211300141110797
"PIK3IP1",0.0778739182690379,0.208907892467054,0.0377489688533438,0.0579785815931533,0.170903716196761
"PATZ1",0.221319747078626,0.211073835806424,0.0587975571729246,0.0909721409184661,0.0361401795062777
"EIF3L",0.0617778838309566,0.0712172712756741,0.0549889980174784,0.153831994197391,0.117119283702663
"SNU13",0.206488230232367,0.339949430360085,0.144913367517327,0.209866849779615,0.0593284291363107
"SOX10",0.00216348929404037,0.00767718185399452,0.0045578811757206,4.29044255400172e-06,0.0961934302660512
"SLC5A1",0.0512623405674808,0.049273234608664,0.0402865045055112,0.0131793022162487,0.00332622323584405
"KDELR3",0.139785930506409,0.0804869383370115,0.0544457338670798,0.0844925292711782,0.052856991611981
"DDX17",0.070856455853028,0.316996773640188,0.0410825841216442,0.0166571989258773,0.214077958990618
"TOMM22",0.118809835751224,0.00954916468615436,0.206646574822961,0.0155086795932575,0.293984900117787
"XBP1",0.0202983181936714,0.0607559812493462,0.0245734061357921,0.346442063853631,0.0416637515080102
"RTCB",0.296342902888409,0.0126239025035983,0.164756463253325,0.0865885338066632,0.102953300047307
"JOSD1",0.0621046743958524,0.149667294119883,0.164499484318092,0.0563701898392939,0.286754852810902
"POLDIP3",0.0391879995238517,0.0576865335135666,0.181688559169963,0.0864724257830642,0.203153107858067
"TIMP3",0.0166125820424051,0.0664928690350169,0.00776477644347025,0.123689260115686,0.0513938217561832
"SUN2",0.0743147438367283,0.0976861893492839,0.118701311934165,0.00157999308804202,0.0383775574686771
"CYB5R3",0.287095285599077,0.0338699829483898,0.140333233727084,0.162574421887257,0.229226175683726
"LMF2",0.162419529335955,0.216130535780089,0.132493609549972,0.0479190665175899,0.0215551034710707
"PACSIN2",0.0760168495538719,0.0453477283621596,0.0487817202867696,0.0589939064769583,0.151865803202545
"AP1B1",0.0635532744226552,0.119714558322245,0.107097520537484,0.0962962376507818,0.166284666276632
"BIK",0.114257750920281,0.0714676410539056,0.0613103487919041,0.196154263215068,0.00153131254542275
"HMOX1",0.0110595945151279,0.0165300436470962,0.00737262227690357,0.0134937920350683,0.00987908016375771
"TSPO",0.0595521955739592,0.0553119877572379,0.0267759522279832,0.0181172536166866,0.182881366228178
"RASD2",0.018231207304966,0.0245789772840811,0.00427973360880116,0.000241243254878115,0.0920636167238147
"TTLL12",0.0351538669841448,0.0287149116099783,0.00143628929823643,0.0452805992346814,0.0706753966135263
"PDGFB",0.124995851263612,0.0571338640383806,0.0387822016563934,0.0645933314717465,0.0360784850855759
"RPL3",0.138420687469761,0.193129794225091,0.0868316460884445,0.14067373721711,0.0311845528154674
"APOL1",0.074554010558047,0.0396319002929666,0.109848907176941,0.00994144399484793,0.0814270580531734
"MYH9",0.152698664421938,0.0438129295998755,0.0902124400714469,0.0533343284892417,0.145560509971042
"TXN2",0.153152975426716,0.0932145243853769,0.017242618218636,0.176617232679274,0.144441991951812
"EIF3D",0.0644596940892607,0.197986540206121,0.277929880217601,0.210536625761173,0.0547454938919176
"PVALB",0.00798513510975805,0.00232861201134148,0.008036819865976,0.0193823388187777,0.00512680557339755
"CSF2RB",0.0145832060999706,0.00841780622045103,0.0144863801857001,0.00199060016172658,0.0277857291704868
"ST13",0.230871446698348,0.0914254545106631,0.19732233402755,0.0950151094069015,0.224823881726226
"IL2RB",0.0114479332295244,0.00842758682416139,0.010544750802455,0.00141879258116084,0.0117036706949532
"RANGAP1",0.13857404494998,0.124251063941028,0.09901483731492,0.0271510858234731,0.327662215336083
"PHF5A",0.150097449864222,0.00655057615092743,0.0130633657730707,0.0380556338003584,0.348001810238105
"MLC1",0.000479217014741891,0.000732120021266613,1.25538030104331e-05,2.98879908138783e-06,0.0135746406540344
"FKBP3",0.107436484896883,0.073397450756717,0.111798929654255,0.0770561821005249,0.116350284772614
"PYGL",0.0221663524970282,0.0193962879188435,0.049479907912369,0.0576024483208493,0.0817698109276358
"CNIH1",0.109805315629201,0.0155828442733627,0.0533696524626738,0.225120970673764,0.166537481483805
"PLEK2",0.024646472457002,0.00256630488725384,0.00217609095326554,0.00689710278048401,0.00152903822775236
"PSMA3",0.116937508570347,0.070156906892329,0.0864351990660194,0.0872536891878695,0.0830018340022985
"AHSA1",0.107538750771688,0.0351107274812126,0.0518880353865276,0.0362023813466858,0.103492597070321
"SPTLC2",0.0259278439621023,0.0688741857924813,0.0225561020987947,0.144593908621894,0.0399503635239779
"LGMN",0.078162849960287,0.068889289364574,0.0532896432143643,0.00653764364108042,0.0879805569395198
"SNW1",0.0720660872474316,0.123970501626349,0.110433992918679,0.138978684872596,0.0822235274394328
"CHGA",0.00107984637997091,0.00268449095830949,0.00188662007589325,0.00116100718690585,0.00107696066325363
"ITPK1",0.109563155039645,0.220253015355338,0.190678541778777,0.0809368026490565,0.0727283576675764
"DHRS7",0.207669284605232,0.174826012498068,0.0939886015183312,0.103146220035465,0.00849410063006609
"ERH",0.175713018649566,0.199059362569936,0.207089480020108,0.127591297580935,0.0403003476812704
"HIF1A",0.0863756099006647,0.0526283395784185,0.08157703363356,0.00366852822472587,0.100569949874054
"SUSD6",0.0285832913957545,0.0661775388217821,0.168434483159388,0.108665034627914,0.0958032480292703
"SRSF5",0.0822272650381207,0.112160441224677,0.11084147409787,0.0171846900151575,0.209011485277955
"EIF5",0.00117044512115763,0.0730635007038531,0.211483713982027,0.191702064246303,0.17287033767827
"TELO2",0.109276701247723,0.0289873125667785,0.0894010795353908,0.0135509211919121,0.0472716272279526
"PSMB5",0.111050816146848,0.00486936184195453,0.0749750247246917,0.036896152858075,0.0337177258740139
"ACIN1",0.0399494892066959,0.110593268031888,0.190329087029608,0.263385480873868,0.181860195373368
"APEX1",0.172210458725344,0.119519263554784,0.0251193497832197,0.0262571708274644,0.128591020087306
"EFS",0.0142244493057321,0.057141607938214,0.021081935012177,0.0192300792225111,0.0819274509141321
"DHRS2",0.0257916243619741,0.00690760901115852,0.00365512520263541,0.0110049337149979,0.00724366935539871
"PCK2",0.00300748441655726,0.111590306344433,0.0688745396836775,0.00974657365374041,0.0238858952931874
"NFKBIA",0.015379414109631,0.00267680317763339,0.150200914516021,0.0269695816316097,0.156846253550109
"PSME2",0.0539265638939301,0.108033889968896,0.0187265546094228,0.0889736529742712,0.13005915217253
"GMPR2",0.128163268717784,0.164248522500286,0.0965529348986059,0.13048464166837,0.113413905111752
"PNN",0.0275383074076567,0.02718766261437,0.277994921684108,0.246711835249964,0.0937069583564231
"PLTP",0.0202617619308261,0.0113852450261039,0.049085596264838,0.0057816673481071,0.05130460673491
"GSS",0.0161579394312302,0.0638616268659263,0.0264831574957179,0.04831690683275,0.0163348895037996
"MMP9",0.00188107301724276,0.00756355929140016,0.00428081035896241,8.0425361257005e-05,0.00856409618732143
"TRPC4AP",0.0230603544915131,0.039760355527236,0.0150761594352719,0.0769571753480986,0.0497996946643773
"PYGB",0.00827018220203718,0.129823222442394,0.0338700266013279,0.0116793427352131,0.168563759725026
"ABHD12",0.085614286710967,0.118017081602471,0.0342786059776098,0.113365338948823,0.018261464132655
"ZMYND8",0.0506254374448319,0.1035525221519,0.0938929000560375,0.0844960962242079,0.0808685142115582
"IFT52",0.103359186259528,0.0504392503674626,0.0256635114578275,0.0568834514551136,0.0764032156755757
"MYBL2",0.0212060721760433,0.0352834102065456,0.0552870637622644,0.00878686377761202,0.077290207114737
"NDRG3",0.0467833900439628,0.134747018360257,0.0979728580675277,0.024522103758863,0.154786665896903
"RIMS4",0.0162979172278931,0.00262396480698577,0.0108388729296652,0.034227740744317,0.00503030587210122
"ADNP",0.196931552441419,0.401668948272319,0.0625369666570085,0.0143697984736457,0.00643686118792286
"PFDN4",0.0235614951425084,0.0713430352352088,0.00317317324520311,0.0209971762950075,0.0928129063173092
"RAE1",0.125417233084992,0.0110607903908605,0.0161505563120239,0.063681270600224,0.0526040834808017
"TPD52L2",0.0812650519133383,0.0964812490204826,0.00221143689480737,0.0337244192588379,0.135290792780646
"DNAJC5",0.0530427999598158,0.0600119135091117,0.0610460055308664,0.0169020258349853,0.0803715703517486
"NELFCD",0.00860547360089707,0.0534351213408955,0.103668345434884,0.0182419579047076,0.0888910825749859
"CTSZ",0.0258095846673853,0.15513776809752,0.0557462717179951,0.0250593676539223,0.0827059366413733
"PRPF6",0.0316327577633177,0.0134092864706253,0.107538682081731,0.106295372416947,0.116558487894075
"PRELID3B",0.151059251952686,0.0152000177812721,0.0507435008920762,0.085361632447643,0.0314381704059037
"PSMA7",0.107975431896424,0.0116045478195268,0.0826996380748441,0.0538136427311571,0.150331938881761
"GID8",0.137371774011514,0.0631395212695655,0.00689856964639676,0.0679523468869078,0.12399094811583
"ARFGAP1",0.0090764393045863,0.0414165849392312,0.0878226621343061,0.0157471605866363,0.111550827237037
"EEF1A2",0.00685753917359278,0.0111531991684572,0.00999915507066388,0.0806670280825095,0.00517018752104208
"PTK6",0.0658482736939866,0.0387864236324141,0.123118989775481,0.00392816485475143,0.0550252771862998
"ADISSP",0.0576307741585219,0.0613551032265579,0.0950224560242649,0.0285639831501814,0.225409176164905
"CDC25B",0.0242376463561618,0.0370827401419149,0.0475348912011296,0.0104478262156058,0.143068517699046
"TRIB3",0.0432734872823873,0.0407807430912637,0.143486587366232,0.0921011373975187,0.183908196036652
"HM13",0.123432113534237,0.123427611350363,0.0186847437295025,0.0947444249409728,0.110862799554605
"SNPH",0.045494946047843,0.00167743645718289,0.0120993504232556,0.00711188421450673,0.0015335348856032
"SEC23B",0.104390319706271,0.0660478466005279,0.0243663562193615,0.424603722966783,0.0922510506499323
"MYL9",0.118542079952275,0.0925501634184796,0.0551482184709616,0.0591007520654529,0.0711803727187559
"TM9SF4",0.0440936605542402,0.038975786774997,0.238121353435828,0.136860178319525,0.211861882519807
"CRNKL1",0.0409653862339132,0.0184532690195485,0.0146685015723607,0.151211584858297,0.0543766576238476
"POFUT1",0.0201325643641936,0.1195573657093,0.210547383557885,0.205000050824694,0.0221357362012736
"KIF3B",0.0943974424424753,0.148889264172862,0.126648296113828,0.205159248670712,0.143712151266932
"NOP56",0.0636404396273346,0.12956990809604,0.0378598817569037,0.0933734239926215,0.200889222137197
"MANBAL",0.00246390057854958,0.0311433837586792,0.0362694331634088,0.0410571843290576,0.0302383743650436
"IDH3B",0.177838131981325,0.0551449967539401,0.211227377367081,0.0566012862962015,0.266631452022603
"MAPRE1",0.19888052857874,0.0213244143745984,0.119933043417927,0.117595278053829,0.111585996815125
"SNTA1",0.0748463833374579,0.114886933422302,0.107460214237286,0.0402792714931372,0.12112921675332
"TTI1",0.030352260570332,0.0144366756850653,0.0318097042349549,0.00862566391862641,0.0223882597018472
"E2F1",0.0277640115090097,0.00662459020324956,0.0505847370304339,0.00393319991913198,0.207745455644039
"RPRD1B",0.0072726661336889,0.0307316883098666,0.0219753680261563,0.0321614881348298,0.0302681775963364
"CHMP4B",0.119030069105826,0.196523632664489,0.0317042687759041,0.24763340717169,0.14972633772103
"CST3",0.0539581940652399,0.0391324936237432,0.00723295075651955,0.0545971597098367,0.0412323588842628
"CST4",0.00273338805419186,0.0172941811698311,0.0116554110280698,0.00995974827400838,0.00642750850391946
"WFDC2",0.0296071107744239,0.0412204229918118,0.0225547019100505,0.0108073970194984,0.0297131815902329
"AHCY",0.0914532373302069,0.0549204608628405,0.130659266066967,0.0228028094469766,0.156993446803664
"FAM83D",0.00456264272154903,0.0157431376240793,0.0891608524543746,0.0069673780851305,0.109425021846144
"DNTTIP1",0.0257102430845715,0.105711811450093,0.117396854357186,0.0495971371514745,0.0689194282268896
"MAP1LC3A",0.0444465819270595,0.074411285974151,0.065062195491908,0.0519211225192387,0.0278666311810659
"PIGU",0.0972551920344903,0.0245013734168185,0.0319463353786079,0.0358259699586002,0.0180729442381754
"TNNC2",0.00552317793221815,0.00134041147087413,0.0015823363982906,0.00204382497923565,0.00222700454451466
"APMAP",0.055000394655712,0.0878661406416903,0.107351061238136,0.130392801910395,0.0566465691865905
"USP14",0.0732695293677579,0.0013460702907248,0.0425310668522478,0.0789857689634155,0.0675201752791834
"MYOM1",0.0136653000256954,0.0149336902415777,0.00583884385058637,0.00483033684628602,0.00745733277975642
"MYL12A",0.209368158891695,0.0864149338160079,0.00717458203363487,0.0157806630350961,0.231046841494886
"RBBP8",0.0264759749071076,0.0822055856032867,0.0439312247196341,0.0638526761241608,0.0234829086326856
"MXRA5",0.0648536554900566,0.157002741045994,0.0947667136602321,0.0302563086959059,0.16858942113132
"PSMD10",0.210873669950784,0.0988438965498999,0.0424586098407682,0.0682142219699695,0.116554944490454
"PGRMC1",0.0316292340705849,0.113466469531629,0.0523319707576984,0.0622860636461687,0.131668563147801
"PRPS2",0.0145765104055324,0.0156119220641597,0.0370703067703562,0.0761324832913981,0.146478249230098
"CHRDL1",0.0295194480533307,0.0106164299323203,0.0840877718180509,0.0235503958911439,0.0486662657129182
"SRPX",0.0265674667830681,0.0695716486766982,0.0761729647349519,0.0032055028513902,0.00415290846538294
"STAG2",0.275821890036028,0.142008587672714,0.128927992168046,0.037940398545923,0.162208083944314
"PLP2",0.0773319189703015,0.0907181727159036,0.327878522289443,0.11728190175393,0.0453956887973133
"PLS3",0.0462614291454062,0.0784826978926515,0.00157703028934152,0.00722123301866344,0.16603388573845
"SMARCA1",0.118343640197558,0.0967918347216544,0.0209795615014958,0.0366490862480568,0.0904221700448742
"RBBP7",0.0117602713190842,0.0660752141195106,0.0168667822429689,0.00684229553035308,0.00454929553877781
"PIM2",0.0615384357290166,0.0251670842394567,0.0308963908363217,0.0126185390926664,0.102046253208565
"SLC35A2",0.110271143776303,0.0432437735625536,0.11183235934267,0.0673870641549667,0.0187452844259138
"PQBP1",0.0367997557706065,0.00726361276230758,0.0942294120231708,0.0150651740315656,0.170360930409497
"PCSK1N",0.00594563000680076,0.00565895958771392,0.00146236848251544,3.05214919329096e-05,0.0960362643548084
"EMD",0.259761575235607,0.110843316246207,0.0920225309263829,0.126404642041462,0.215789146465664
"PGK1",0.0375009348962424,0.111091543212482,0.0321257109196921,0.0696407311162904,0.150733406201068
"MAGT1",0.0632461898498721,0.0720219837926915,0.119921005436199,0.00528636949390099,0.0726407354539433
"SMS",0.147480326976887,0.0707276003831719,0.00515879611932148,0.124677013853804,0.113066310289534
"UBL4A",0.259980387725201,0.133517448846504,0.163989650348942,0.0418213745276581,0.0409217583513793
"CDK16",0.0106837915741059,0.0973287378502981,0.041695795377048,0.0317968913201909,0.12941335037611
"USP11",0.0226877823778926,0.0374286960474432,0.190758696297766,0.0146041385675899,0.197096411111047
"HTATSF1",0.037357148190367,0.17545429510327,0.083223992844978,0.116584652978167,0.129728453785553
"VGLL1",0.000242351280283406,0.000922026385796216,0.000509772730038409,3.02528912020959e-08,0.0627218285381628
"TIMP1",0.0447074636348079,0.0220459145150142,0.0258052300396659,0.0363007036374995,0.0408329309079239
"MAGED2",0.0811521666879972,0.0365774573933393,0.0689561195159766,0.277811747711352,0.0142619686917839
"RBM3",0.0197236764781342,0.255721028894635,0.235453472162826,0.197001030254242,0.185588699414248
"PBDC1",0.20423354931522,0.181721722899291,0.136051126394064,0.0690210501909489,0.078135446333672
"GLA",0.018853978264236,0.0264855965485976,0.0177378769376336,0.0401961327219523,0.00520516488617623
"ARMCX3",0.0322006341828975,0.0465374869378975,0.0373323332592385,0.0563966324872717,0.0787566309787706
"BEX4",0.123043148924672,0.119085013629982,0.0958000283814513,0.0636992929418962,0.0758715649971968
"TNFSF13B",0.00392220902093873,0.0106734525667468,0.0115590634153512,0.0015052676843341,0.0255808486708561
"KLF5",0.00553024812490908,0.00620670070057118,0.00623750392147441,0.000139734089474178,0.0441845166250544
"ACP5",0.0087312784157491,0.0259893535151772,0.00166555563488876,0.0127430858529754,0.0194598393857307
"DNAJC3",0.0381065739823015,0.106528566615229,0.078895551239074,0.00456376752858198,0.0642009460227094
"PARP4",0.224246351123713,0.0116163038974779,0.0283483107341212,0.0144212888420708,0.127771560080901
"RGCC",0.00286693525319075,0.0394513614281883,0.0832879840213943,0.0204358249994813,0.0838764425102062
"MEDAG",0.00976682608049358,0.00038527786877786,0.0336004745313911,0.0114937496818739,0.0117863793157174
"TSC22D1",0.128676513078099,0.149155058765988,0.104693551199815,0.218939981077804,0.0516765288403302
"OLFM4",0.00494711705996394,0.000330936114045627,0.00518929487603836,0.00032804419436242,0.0069989119608407
"MSLN",0.000402975383389266,0.00114207269008203,0.000643573266916684,2.92385246935826e-06,0.0273211603117731
"CORO1A",0.0132594846174298,0.0647882989445957,0.0250300604515338,0.00756310700964086,0.065822376451836
"MAPK3",0.083573829115962,0.242038641105173,0.168965852281395,0.149576768908237,0.0281237553712219
"GDPD3",0.00595135152727583,0.00840040532362554,0.015948290823182,0.0289665377833754,0.00557805082259748
"ELMO3",0.0832285808031099,0.107956025632199,0.049645799792924,0.129971718686187,0.00533938252740549
"NUTF2",0.102297789298509,0.00430500655455615,0.00715620305159582,0.00812378661032228,0.430853373831297
"LONP2",0.0889644614918212,0.0172173045726679,0.0522893493565971,0.0885156615431096,0.0192013418687385
"POLR2C",0.0965476970343883,0.0229952939636333,0.105755279368032,0.0590990212287253,0.084130229764073
"MMP15",0.00222722881915714,0.029411509346922,0.0321925326239995,0.00849308597095335,0.0497226351092571
"NME3",0.00321327737834801,0.020591035123432,0.073093497192787,0.0960231419231588,0.0326074865847046
"ESRP2",0.0658981973579106,0.0483430765470809,0.0590553347963537,0.0742048602881162,0.0601677542892268
"HCFC1R1",0.0876072673504845,0.130083478164812,0.0102009370177998,0.0994782724719066,0.0812591123172049
"COTL1",0.0888861861556673,0.0465066517935668,0.0748840327845593,0.00292905997977737,0.0790544662551574
"USP10",0.138772040047282,0.147266142167396,0.103695298411773,0.0957728143727606,0.212746746788942
"CRISPLD2",0.0487788974835563,0.0303293372574075,0.0570129403237918,0.0480496366653159,0.0456824378339514
"NME4",0.0657295581026758,0.123282794549557,0.035949447302096,0.103392121637207,0.111225556859864
"ANTKMT",0.0639410080693626,0.109849995659926,0.0428192853754502,7.07030626675478e-05,0.0248497071093877
"SLC7A5",0.000386605060090918,0.00293535908865361,0.00114509896030627,0.000229385744006274,0.0864541350144193
"METRN",0.0456388626763326,0.0572056466602583,0.00753865371458889,0.0406989387245286,0.0373982418798667
"STUB1",0.101126720385539,0.0967344757818086,0.0736800796081678,0.119843882407497,0.071855356184019
"GSPT1",0.0445786659329869,0.188849483891284,0.122495050714001,0.37758972953223,0.100713617227285
"PRSS33",0.00050212067419312,0.000369030862200034,0.000202466666949286,2.97926696007455e-07,0.0169797355903108
"ELOB",0.0841199745806529,0.0805687750709974,0.048104662474745,0.0522590738281714,0.100460607449279
"GGA2",0.0645148312099304,0.045023723920721,0.125746123648483,0.0630393768561781,0.0614383744960856
"HMOX2",0.159880869838284,0.066394460535781,0.178218676276216,0.131183998939731,0.0554295767624626
"QPRT",0.0436081166437467,0.0231599925549425,0.0762331135568061,0.0535231989391406,0.044522714739904
"PYCARD",0.0419554889898424,0.109363799700995,0.11910416245698,0.05689012503659,0.0258254218517979
"CDIPT",0.0458293682652915,0.276862370157978,0.0348961309769652,0.255384057786277,0.185640695207358
"BCKDK",0.0307378058575273,0.0329029581843141,0.143809867212313,0.141628964444083,0.1309776900242
"TMC5",0.0359461982411535,0.0887265289351631,0.0624492735212323,0.000923563672691924,0.0122220762054146
"RNF40",0.0963437191868054,0.040135671104642,0.154533281188214,0.220060543469601,0.0673641360371852
"AAGAB",0.117488867233593,0.0309960915444409,0.0708289080041308,0.106902544226473,0.0166884981067265
"CSK",0.00297966107959234,0.12306409026602,0.0500617858948351,0.121252328532245,0.303589812055697
"RAB11A",0.020083910048025,0.0668004742592973,0.0541822234021858,0.0746961084571588,0.0392710375662353
"CD276",0.137981215410979,0.125049689939087,0.0280892415140885,0.0727129197027272,0.258846632621577
"FAH",0.055541131144728,0.0854927607109011,0.0852210813461633,0.183130784161522,0.0247345575887063
"TMEM87A",0.0760846219403477,0.10909418928713,0.137577609955535,0.100008168570425,0.0364700465315095
"ZNF106",0.326233359607585,0.0804490735115473,0.0681726963281251,0.00626698697912814,0.11627001580331
"SCG3",0.00177070018030914,0.00953550237536596,4.00333418000698e-05,0.00778889894152944,0.00122954072206781
"EIF3J",0.11881674662092,0.102725446147835,0.074614103564245,0.123053769745648,0.128698032196638
"RHOV",0.0566083805435457,0.0361637895078321,0.0488955358349779,0.0163240038225633,0.0286404882399626
"SGK3",0.0274973086353104,0.0270354020478583,0.0146305187845464,0.0236296658204905,0.0196516757039642
"PDGFRL",0.00459463215531962,0.146304482724571,0.0759162220952335,0.161720313139194,0.00452699630826262
"CA2",0.00905663712160957,0.00155506367842174,0.00301561620854117,0.00608040364019724,0.00289123102553227
"RIPK2",0.038410639820141,0.0226944012351007,0.0985553176854894,0.0177257288234327,0.175785648110611
"NBN",0.0334891500658593,0.0343491503436679,0.205151813979957,0.0536515644006998,0.215639519349526
"TRPA1",0.0013325035490896,0.00297093018079681,0.00205277089547304,0.00953634724353462,0.00246803591505931
"CPQ",0.0564491806260198,0.0828282934003003,0.0868500837827185,0.0395699988067119,0.111918217172113
"DECR1",0.219133775306101,0.0324907381176812,0.0580539637798633,0.016789491288917,0.168989757289986
"BPNT2",0.125791285515376,0.0443357097724916,0.0295211156316469,0.0265127655668689,0.108449955358997
"SFRP1",0.00509066343208583,0.00255579649919201,0.0126235140741191,0.000143098534645729,0.0958090272019933
"LAPTM4B",0.0167151949971531,0.0138989618658145,0.0334417303515748,0.00177179451157026,0.00319160213083613
"IKBKB",0.0701975377138813,0.00890088773282276,0.039576322127572,0.0589135630596286,0.0580284420678078
"PLAT",0.0019923030489923,0.0137328092780269,0.0114444518240169,0.01255843601671,0.00417874784477094
"RAB2A",0.0712986429834928,0.0698306471933591,0.12913500759731,0.0451008003198529,0.150089890226326
"ESRP1",0.105282286715551,0.0993713563354636,0.0753754112300844,0.0632343711045658,0.212984318691865
"CCN4",0.00266198958023518,0.0653903464540605,0.0322053621614554,0.0389989451692256,0.00467680684133172
"NDRG1",0.0223658023635744,0.00874842591119501,0.0174796317974194,0.000495345337710042,0.100335964573508
"ARMC1",0.138319296013925,0.180914976447608,0.0305879219153252,0.124448267427991,0.159368169076737
"TRPS1",0.0798684862129832,0.0966029159758928,0.0228736086381363,0.156155551580346,0.0440563262453327
"NCALD",0.000351620708103563,0.0324728281569856,0.00189149948762273,0.00042875713162907,0.0174100366767841
"UBR5",0.225139113834708,0.0208318468903038,0.0873653532039029,0.186379600654828,0.00715772224913218
"GSDMD",0.134766892386078,0.0979615809681009,0.0706698143118625,0.139748393922853,0.128313828210499
"GFUS",0.0746544857747835,0.133636958550643,0.0832058788094427,0.0960228878315055,0.1685055517549
"SQLE",0.189208967418682,0.0450954375190037,0.0186366107750732,0.0166989589682569,0.0476211700244097
"SLC39A14",0.029943919310235,0.050478964948396,0.0579544887588332,0.0180497335508096,0.0655828849970773
"GSR",0.0573708110120392,0.0335391599954922,0.0386544834547411,0.0853842628135302,0.0152017052830604
"PPP2CB",0.0392273055482082,0.0943004108302102,0.0242110814490858,0.102969202132461,0.0816995739114982
"TUSC3",0.0650255200868395,0.00757949629837973,0.00614817691242238,0.0257373746985831,0.079134431289827
"MCM4",0.0155511353274711,0.0157674567241104,0.0226504603769824,0.00665775159661225,0.118859407643895
"FGL1",0.0010728579675614,0.00133252898772781,0.000219036672190211,0.00335187240079992,0.000853260699459086
