"","None_1","None_2","Basal_Normal","LumA_LumB","Basal"
"B4GALT5",0.0989616015171639,0.0838296123406605,0.0513933157377124,0.0329260903539539,0.0223000869941411
"TSR2",0.100226939111213,0.0524920176389057,0.10204539963348,0.1243887582867,0.0613757227245086
"TMED4",0.270173138926839,0.0824699092660664,0.0991136744763439,0.0135627440190805,0.308963158044142
"PPP1R15B",0.0468617473972969,0.0133101578539616,0.0997660774315424,0.106212373659689,0.0868971571785748
"COPG2",0.167701970791849,0.183641360334643,0.0530595604514881,0.0298760545543343,0.0524247608456864
"GPAT4",0.0214835525370194,0.0282761968349381,0.0229108010820322,0.0257872520158842,0.0114292685964671
"TAGLN2",0.109387094067867,0.123967230060888,0.0693890367229013,0.00722409486596415,0.169125124605867
"DUSP23",0.107427020948086,0.105900487766326,0.0397554864552275,0.0704316852726631,0.116236091437696
"NBL1",0.0414882337945384,0.0708722385795042,0.0334527337329216,0.0430471377323978,0.0324522981237651
"USF1",0.105724461341552,0.132220178903217,0.199805474786997,0.0185336427430341,0.0995207792553716
"B4GALT3",0.138168087344217,0.0618920961844881,0.132543569818491,0.0469846677751901,0.000267331022888213
"NDUFS2",0.109891912167135,0.0340324020675809,0.149507440663411,0.083785377072905,0.0613146595877679
"FCER1G",0.118320351040117,0.0695915314981957,0.109138106462345,0.0158236127788944,0.0950445470719969
"APOA2",0.000352975876869969,0.00101016763058003,0.00275195433207744,0.00530838675538971,0.00422917680647256
"MPZ",0.000323104904100063,0.00376693984569821,0.00526591419685325,0.000180476021572655,0.00302320496729439
"ALG8",0.0276690884679304,0.0747852507317527,0.00335014566574642,0.000961634329074406,0.00653073077815956
"FBXW5",0.234679994321847,0.000689703701738007,0.14409930100009,0.00466888010297891,0.243767786704676
"MRPL10",0.0575399029217971,0.0474084963418873,0.0503819507698227,0.00538529678927672,0.0156592603629913
"IFNGR2",0.0756520987557106,0.122437727975046,0.250520793026683,0.104946634348777,0.110571682592248
"SON",0.381841234229475,0.0631832061487492,0.305859096041587,0.0137547872549681,0.253717325969951
"LAD1",0.0302695666183057,0.0242936656327186,0.042156472415956,0.00359860643868379,0.129276374943539
"STC1",0.00617642542389794,0.0618166304379152,6.29136380869898e-05,0.011124635417172,0.0158225512147405
"TNNI1",0.00678684019211391,0.000259116626220767,0.0045908015625674,0.00155476437593509,0.00187436114844988
"CSRP1",0.0716060343061479,0.0435970380536913,0.120847493512144,0.0371665920586813,0.137431589767353
"C1QC",0.00516440695235029,0.0215168334872601,0.0678713286383982,0.0102940574674826,0.101035997393395
"ATP5MC1",0.0687707582785395,0.00969798497115522,0.0525351658441048,0.0131982245898113,0.016575005755338
"RCAN1",0.0162482333018822,0.00672914427315405,0.0356573893327417,0.00213253723494573,0.0777506249014052
"UBE2Z",0.0964132142255693,0.020127319973577,0.0397823495291282,0.0514725859449296,0.0174162709504293
"CLIC6",0.0211856029196174,0.00914049550384046,0.00138523863676231,0.0842872972923051,0.00887517729816416
"RUNX1",0.110582035158134,0.122426825411582,0.0045640392615284,0.171626638673501,0.114769381051318
"CBR1",0.0475583486537199,0.131273325820033,0.0183890765143534,0.0486907279331739,0.124038301764721
"PTMS",0.0753731051747396,0.0645282385327105,0.0451784118248017,0.0861587840834161,0.139979838318287
"ADIPOR1",0.0223283410449779,0.0196969315242512,0.0818598233806197,0.160344096799717,0.0845505983977503
"CYB5R1",0.0174440763849673,0.106516099082343,0.089567874584393,0.118638127846862,0.0631652209182623
"PSMD4",0.00843084510805395,0.0537492372308914,0.124371583711675,0.0713025949203486,0.172441130609096
"ATP13A2",0.0300632631900339,0.127724725135087,0.136775624688446,0.0835142657028996,0.112725705522584
"PSMB4",0.0359979975681073,0.0327112397899584,0.122457662566177,0.043634861148847,0.165853874982196
"BTG2",0.0515446683650098,0.0300864326383008,0.000602091479308305,0.0842327581669242,0.0274606699626653
"HK2",0.0280923815671593,0.0736052987637436,0.0170593008191103,0.0383826848168053,0.0775629652185353
"C1R",0.0425436472137172,0.0912697413046991,0.12078565860863,0.0315988662380428,0.0974756285991509
"ALDH4A1",0.0467438617092348,0.0507038366261608,0.0743773131071622,0.0855611207144059,0.00899050710752117
"AMFR",0.0218243684637526,0.0265255984869005,0.0864242657355138,0.243396007819398,0.052020453023923
"GPBP1L1",0.0950831779252607,0.179084443778758,0.0314283208654722,0.0144371921944988,0.211740389728234
"TMEM69",0.120330295710972,0.0205514925409561,0.0038222303625811,0.256366206627031,0.290550197616293
"SPON2",0.0063991907416942,0.0319720791650319,0.0192862043070216,0.0126261747023849,0.0452216990094335
"TPPP3",0.0308688615343082,0.0012460193043839,0.0309059114784954,0.079276742647706,0.0247487219190184
"PIP",0.00466678161477954,0.00236000614482038,0.00530812564468953,0.016090940174981,0.00228274293193873
"ZYX",0.0328555511385283,0.0781747693326124,0.284875260123773,0.00499429909920222,0.190440507434302
"CCDC117",0.0315514671056779,0.00845351627554011,0.0215910919217701,0.0406848365874581,0.024853991022913
"ARHGAP35",0.174947419463195,0.197497110173906,0.140844403979484,0.0899840241117782,0.112362867704304
"CALM3",0.0164445181458638,0.0306385862065316,0.136370714389649,0.145255436256069,0.247308492537286
"BSDC1",0.126430542028591,0.237586104754101,0.186804619125004,0.0989540132403351,0.209827276952568
"SSU72",0.0476517002437477,0.181604450035864,0.172291223717883,0.0359889067455872,0.0632067805472609
"NR2F6",0.0583484202501941,0.0891341191546419,0.0712066729977061,0.140521375725679,0.136701986305587
"ABCG1",0.0822405818600478,0.035089666565073,0.0873589691493473,0.175852086661046,0.0420641790941754
"TFF3",0.0691134427350812,0.0163982444314341,0.00807382066717258,0.0308534604294248,0.000710851944188424
"TFF1",0.0157777845569898,0.0277299806464606,0.0121679138938137,0.0380288206294393,0.00573465018313239
"TMPRSS3",0.0529210245068823,0.0889190414303918,0.021353586326506,0.00596658832295701,0.034086705710043
"PDXK",0.0467626442601673,0.10037292683151,0.0604278404396924,0.0204745297328286,0.126411408877168
"G6PD",0.00842991847054511,0.049669540639521,0.0505727200500097,0.00359389885850914,0.0839249941691746
"CSTB",0.0173340267483985,0.0139830855903021,0.0159150091816039,0.00298355799912032,0.0382316425193835
"ITGB2",0.0244934016485368,0.0682334189731198,0.169667592256275,0.0109310689744011,0.071520020795863
"SLX9",0.0412327035372295,0.00680837739388483,0.0258823472755048,0.00326548948653583,0.224032081477691
"S100B",0.00031283078793303,0.000217660767896466,0.00180707887805968,2.1791061603916e-06,0.0507366681423519
"CACFD1",0.110740122324194,0.166680596402469,0.107276876428646,0.241934002885655,0.0752137388112612
"SHKBP1",0.123282827389517,0.0275665998406677,0.0388179987424897,0.0630304679172594,0.101527077590926
"ZER1",0.271890480624938,0.242162308492921,0.179709919423678,0.131030671280941,0.0173794385534773
"ZDHHC12",0.0913687908612694,0.125770546269098,0.0410726779748158,0.151285891274565,0.265469302478376
"TAOK1",0.055548473825936,0.037724404600989,0.00689289827005507,0.0680127652726476,0.00276297309358059
"TLCD1",0.0731639402066203,0.0179215534763321,0.0479006742109986,0.0110757740074542,0.0877035410379359
"ZBTB7B",0.0630038297031265,0.164085795471903,0.0600316203468008,0.178096432569877,0.0175209917231783
"FLAD1",0.0417871008075628,0.0440246884036898,0.135700205974785,0.0187165874482757,0.192682346884086
"SHC1",0.0832327669148144,0.0452455105254942,0.157508861424485,0.230353052459278,0.233877314498649
"ADAR",0.097834902733141,0.140852854885916,0.12972682821588,0.175810321631274,0.0672319486803868
"UBE2Q1",0.138286923515863,0.0732676219206989,0.0869327203200228,0.0841551853840482,0.185133338509493
"CRTC2",0.0398121239292134,0.0953909932208944,0.0416810134938872,0.075437482112033,0.310597139757207
"RUSC1",0.154604479743893,0.0164089884381814,0.0116475626122246,0.0843151878004726,0.112665809811304
"ENTREP3",0.174606050183647,0.121020353786151,0.0568734655457076,0.0215878182428934,0.110388190101982
"LMNA",0.168365814178534,0.00104721144037647,0.178576157259338,0.0647926823616989,0.166527043936979
"UBQLN4",0.015753601814366,0.218336109359058,0.118897587682052,0.0833903329906051,0.263702622215812
"MYL3",0.0159991530184945,0.000565391042482661,0.00812384542242003,0.0173239594558882,0.00725585061558599
"AZGP1",0.00572918742679308,0.050266180631587,0.0298962585051205,0.0552920992191055,0.00569731524076026
"FGFR4",0.0469226986388255,0.00121444672831683,0.0173513834887744,0.00482844054944372,0.0407188203144098
"NACC1",0.145637827530493,0.141582139988489,0.0998500421159654,0.0591119378102118,0.184294317087686
"IER2",0.0453160293428358,0.0443128881521812,0.0519411371099209,0.00467729452995944,0.00309459407708491
"LY6E",0.00884685140872229,0.153875758722448,0.0553546162148264,0.0233245655785642,0.0331503394525201
"VPS28",0.10679869320468,0.0645089173408092,0.0970240901075806,0.10835785584878,0.081507752614851
"SQSTM1",0.0599435717538116,0.127536979846757,0.0508188183669605,0.0268650530394049,0.00345348705405966
"MGAT4B",0.0513056020251782,0.053876969206489,0.101847344616499,0.0194100182843243,0.0945536773141541
"RPL8",0.0871079345566497,0.0940437202198893,0.0649400272475304,0.0509579359920174,0.164495300928455
"PGLYRP2",0.000177009871816663,0.000204673938740462,0.0108358264692393,0.0469923007426266,0.0039397307075486
"SCGB3A1",0.00764756528430105,0.00539280242136304,0.00179070624691097,0.00304097638495606,0.00527397480263058
"DVL3",0.0769373654584559,0.0917998981768594,0.0374581350608036,0.0347752440557135,0.335863506564916
"AP2M1",0.177970487975359,0.120826656890956,0.00923959156864405,0.0893982124562461,0.230181236392207
"DMKN",0.000691290217975689,0.00311116227887156,0.00131539936919827,0.000462568105959966,0.0309067203807757
"COX7A1",0.0611267749108036,0.0119776775974271,0.00587292550622293,0.00832699256985824,0.00643984790885821
"PGAP3",0.0374593628630129,0.0077660852366018,0.0290365583129863,0.0308783933060579,0.0071885164848384
"DCD",0.00461457570665579,0.0021664467839344,0.00197789220568098,0.00436524689384966,0.00185336463511637
"ITGA5",0.0297460819006864,0.146470129730444,0.0876417717061754,0.0243293839376455,0.0281188024132729
"ZNF385A",0.0971114628902505,0.0638950920109579,0.0824757284720216,0.295697926612702,0.0190335417577466
"JOSD2",0.0494280507727069,0.0503126293806153,0.0243328636143843,0.0940713269499814,0.137162919680116
"AQP5",0.00401468709923515,0.00357927196240247,0.00049766251415421,1.11745571044966e-05,0.0373961887080882
"RACGAP1",0.0570035766466004,0.0591119033965317,0.110910516870075,0.0624367744930676,0.0389396311422757
"CXCL16",0.0329869877848836,0.0327823715724396,0.104568968558525,0.0173027351448622,0.186572497256437
"RPL26",0.055352491241433,0.0329217815073528,0.162047872570296,0.0917917917240031,0.0361882547722652
"POLR3K",0.0903398004544847,0.0411005128195437,0.10881690857864,0.209131800078925,0.140948211665715
"SNRNP25",0.0225338119268862,0.156849650331422,0.100032627242686,0.207676081700187,0.0729075866830412
"FLYWCH2",0.0576630832084767,0.0318842736682637,0.0777016747991372,0.241168333912511,0.0770962168560583
"ZG16B",0.0286510253291937,0.0551093635216801,0.0223710564254948,0.0172505408762966,0.0191057800162166
"UBXN1",0.14327740394292,0.162775825871088,0.0352416787023731,0.121183663893419,0.26397976433741
"STX5",0.175027805606069,0.117934419569777,0.215634557938685,0.0819655349058763,0.152969970102522
"RPL29",0.118486034722183,0.250288124794903,0.0353434092907883,0.147459127137467,0.113347742863211
"SYVN1",0.040036419579175,0.0186336262168852,0.0735977103867878,0.0204690035835002,0.0710872776196584
"LRP5",0.0311503023739391,0.0498685782005565,0.0424003783042574,0.0241027976344423,0.0389391438516835
"PDZK1IP1",0.0395099794308538,0.00623079803112615,0.0069310643247769,0.00192581293333453,0.088375939369212
"CMPK1",0.0488220438610411,0.186808533094318,0.153357415642294,0.0742378701657611,0.119552152260969
"MAGOH",0.126186984103634,0.101474335551856,0.163857131531035,0.0118493438062027,0.0410569809821291
"PLPP3",0.108130146105355,0.0827818287825412,0.0224872396795174,0.0324873792373055,0.0985479758820744
"SELENON",0.0297082416495319,0.227011402402911,0.259424494164986,0.104412623641038,0.136173881005874
"JAK1",0.170345462066466,0.0495725805589558,0.230536691440036,0.169542187224504,0.131338205551497
"RBP7",0.0998165949682059,0.0215384041714328,0.0760399969118546,0.0106723637598655,0.136261726867571
"FBLIM1",0.0306153396256294,0.166905737623271,0.0165011058359899,0.0223331052228014,0.184817501167921
"AKR7A3",0.0129746247118443,0.00658995854927458,0.0405922461076372,0.0481515301825868,0.014569014576427
"DHRS3",0.0175786030506915,0.145799051735349,0.112158552218054,0.03889566691738,0.0745118889364361
"LAPTM5",0.0395757658362275,0.0655228485771908,0.086937633658204,0.0401727825707071,0.144283469147029
"SDC3",0.0743516839214293,0.140743528612295,0.0388134153576085,0.0455376022162149,0.19233504279349
"PEF1",0.367742769441943,0.116717400793885,0.100272576279258,0.19926923391961,0.117165329977556
"RBBP4",0.0489606499712024,0.180394399365882,0.0316860810774947,0.192420183535368,0.106869702997216
"NHSL3",0.189594136679325,0.258841744505371,0.0419103852848948,0.00659283382491703,0.0660560933626465
"CAMK2N1",0.0349460976823939,0.00335343343713445,0.083661639956496,0.140108305345801,0.0259178107448531
"ALPL",0.0252871567083512,0.00284986119521382,0.0246292294451289,0.00110045140872916,0.0052064225097519
"MXRA8",0.00206105318072519,0.0720159658058962,0.0222787933838391,0.0312465252835005,0.0221001131556589
"DIRAS3",0.00683172072700985,0.000970563453566971,0.000585117236036121,0.0152826056702478,0.00269530540411798
"USP1",0.0436476044890821,0.0128576038941672,0.0493962122315158,0.00018670792596284,0.166744951275958
"FUBP1",0.201732995578046,0.095621378302562,0.0625877449409989,0.176395102453001,0.22538503311118
"EEIG2",0.0270681713483152,0.0612665252926426,0.0454129448275652,0.0662452643026654,0.0124599595039061
"GBP2",0.0465346820084663,0.0375220180910599,0.0146207012723249,0.0342308403133705,0.0398147737966848
"GBP4",0.020333339119946,0.028904970424977,0.0147154195120435,0.00386902699262282,0.00102850573171539
"BRINP3",0.00691383358148899,0.00731021062749232,0.00194859761772426,0.0278601041452325,0.00108728261872662
"AGL",0.0189557655941251,0.015235638483289,0.032154258531515,0.0352951519315057,0.0432832127466038
"VCAM1",0.0122442962340168,0.0102180325242956,0.00152395617539833,0.000781755373142149,0.0107212454207771
"ZNF281",0.118498183574471,0.0147153339602323,0.0133631181197326,0.209216523444179,0.133848126614417
"ARPC5",0.0979132808865609,0.189162108706034,0.154800343229668,0.0458364907028329,0.260434759012215
"IGSF8",0.125009961997066,0.036023686259772,0.0764716298692735,0.0563605157999203,0.108057789722074
"DDR2",0.0328285935159138,0.127797935946999,0.0472501290177103,0.0493744550591591,0.0149127137538286
"PEA15",0.00458821350433744,0.0523618719757095,0.119633596085005,0.0562973952548147,0.0761517307098987
"PEX19",0.0896232058866558,0.169625352861776,0.144726425123065,0.275644653037808,0.0816576672016146
"NCSTN",0.040080265396257,0.173268181628182,0.203878060580189,0.0466056872494143,0.143127455248972
"VANGL2",0.0399734149510928,0.0896943398344644,0.0469608755540329,0.0165872336044123,0.130219258559203
"OLFML2B",0.0556368032194072,0.0545585867309315,0.0385940687789198,0.00260704913016344,0.0162229283714773
"FCRLB",0.0095928467666627,0.00623095267476639,0.00721556730822448,0.00699662457056072,0.00580037493411941
"FCGR3B",0.00170587709527805,0.00288808859398066,0.00337930283092424,0.00265085739982782,0.000267508032943798
"ATF3",0.0145034885331503,0.0225448794572532,0.00972623391799907,0.0158109560061485,0.00435035391030606
"IER5",0.120482874509894,0.0128163763841019,0.0759652084551875,0.00892230427383722,0.0556682997645803
"BPNT1",0.097645758777145,0.0996008840834861,0.200142659255077,0.168681570734618,0.00632601860750058
"C1orf115",0.025238567085466,0.0701419309668814,0.0274682616874384,0.0785141122818112,0.0346384080141028
"BROX",0.131619707077568,0.0752258023503804,0.0413455776183956,0.14804706009842,0.0923679008427287
"TFB2M",0.216171411541776,0.208525971049485,0.0259304278672666,0.0478528565378181,0.212370450448706
"MAPKAPK2",0.0282646486233377,0.153825063898078,0.141661733816171,0.127007000172704,0.00276432267861553
"IL20",0.0364469075877619,0.000191625033439233,0.0388434268401675,0.00464109294109553,0.0160084790911341
"PIGR",0.0297192318972732,0.00258168528273774,0.00751884780139607,0.00375942042281115,0.00204172729478314
"CAPN2",0.0862000558876668,0.0750752696693132,0.069372838335958,0.0503713887168152,0.000595789434968637
"MRPL55",0.0668018600707562,0.0881266832062281,0.0952049012440843,0.0057104404928136,0.0643859597257318
"WDR26",0.324940825682332,0.0112469463446762,0.139268361608076,0.158540308254443,0.0564566517648469
"CAPN13",0.0442334325308744,0.00276226693740051,0.05751217646823,0.171290940192781,0.0317998422713435
"KCNF1",0.00537779250274471,0.000241210553173385,0.00612291908239096,0.0387200796977238,0.00314297276235122
"SLC66A3",0.00755402586988482,0.0388058829312995,0.07559738432018,0.0183281269253717,0.00304600777866338
"KCNJ3",0.000225899601013559,0.0132603231719654,0.0147854283704973,0.0675635912955994,0.00520899973705929
"FRZB",0.00406172132605499,0.00474967600600075,0.00122332289453093,0.00117677738823937,0.0271368244409107
"ACTG2",0.000671583746330002,0.000456342448555519,0.000624809770494799,1.37944542035822e-06,0.0522719475260668
"CCDC74A",0.0137362891344506,0.00156465622434015,0.0196544088272174,0.049934275692293,0.00636287850579577
"H3-3A",0.189785239231658,0.025860765296463,0.156517635286141,0.1348405564736,0.151112524659148
"EN1",0.000553509227970906,0.00175254553265723,0.000479409125488388,8.95688025848724e-07,0.102235514649757
"SGCB",0.115427167866141,0.133690814208533,0.124011501505618,0.0839266938808268,0.0374107003185657
"INHBB",0.0417665989924243,0.00512102950485362,0.0170625157918993,0.0327525751469547,0.00918299458788002
"XIRP2",0.00266114840788443,0.00129699508680448,0.00233799256483154,0.00296008279636545,0.00241973482339716
"PDLIM5",0.0737414760697119,0.00585707957822776,0.00986221934019173,0.0765649498331174,0.0467867145500713
"CTSS",0.143895452051033,0.00558499769785911,0.0271925238470064,0.00910782588871249,0.0867732427612683
"BNIPL",0.0184527704771103,0.0585601794347328,0.0862523052509044,0.13876006480495,0.037009112868595
"VPS72",0.0547148425195226,0.0894112393506519,0.0524644015472787,0.0638057642579698,0.237433550540504
"S100A11",0.000605407550614645,0.0666997219994945,0.0313073613766649,0.000722015514725847,0.254452605454063
"SPRR3",0.00071966074844839,0.000364754659163115,0.00100053519012772,0.000351766554728224,0.00995426907137812
"SPRR2D",0.00204970554698356,0.000720685008064846,0.000829037522779407,1.98726263101049e-05,0.0132830580561591
"S100A9",0.00682127841251773,0.00451411653649718,0.00576275103120703,2.40213829772539e-06,0.0281671205285382
"DCAF16",0.123580327630358,0.0725366323066717,0.0394205699133417,0.122982656929955,0.105740887328503
"CGGBP1",0.0957943316906757,0.00798990461675816,0.00233184031622296,0.247155294175454,0.160343590879851
"PMVK",0.261470104397165,0.0332547635443094,0.0412440615526787,0.0500667070650334,0.168319561481062
"PBXIP1",0.0562442395962205,0.162485466293252,0.120699762676902,0.112480406278203,0.0599281501606713
"CLDN1",0.00956685790212098,0.00766757313011381,0.00343070514669616,0.000130501732357429,0.0459817479980966
"PYGO2",0.211773357797955,0.0333869917773518,0.0882284299052922,0.0868281670012502,0.156738741493282
"HIPK1",0.0203613687367731,0.00706859002970604,0.0235091432300564,0.0707660525479589,0.0463323251162195
"COL6A3",0.00481803810801596,0.0983871569329866,0.0903573428354554,0.00570837981579711,0.117334521984122
"LINC01116",0.0422830327595319,0.00251473170720641,0.058950259552638,0.0229126653590194,0.0056229804792071
"NAXE",0.0827163005215182,0.177119443877981,0.0362371575727318,0.0843538764744443,0.131186404097011
"ATP1A1",0.0914710274523662,0.0941799771725886,0.0209689115864016,0.0372881470720371,0.0111744510817221
"FSTL1",0.0561660504034579,0.0976223312164602,0.21553422847786,0.00552150473164877,0.170528121772542
"LMOD1",0.0438368952183317,0.0895422722797639,0.0043397333629929,0.0143235839732567,0.00347381537552397
"ELF3",0.107741308836622,0.113811926890377,0.0933870672885007,0.0544353975962228,0.153630268262697
"IGFBP7",0.11354272445164,0.0545147714808938,0.177878021789798,0.0968065698362557,0.182804156120212
"ARPC2",0.170105396496705,0.178057414823112,0.0330232848422704,0.066404993971373,0.368658483014388
"CCT3",0.209360113894312,0.131298398335873,0.141995009389915,0.0808624651346953,0.135238620546662
"TMEM79",0.00350643190219791,0.0334738855220736,0.0444497983141741,0.00152272222543181,0.0892512465835895
"SSR2",0.132792722869434,0.0627756194981276,0.156488344042755,0.102037246210843,0.129765838769496
"ADORA1",0.00390216508758986,0.0105858124993377,0.0126812875340534,0.0211888232935374,0.0932481537025476
"TGFBR2",0.0421665644064625,0.0173471794750637,0.0439417968206042,0.00725341880854066,0.00250573516959848
"HDAC11",0.0798930283420957,0.0303915916308276,0.0216663521186918,0.15174653560422,0.00515120650187623
"FBLN2",0.0500242850477916,0.0627740637786269,0.0206069090013725,0.0131102314130822,0.0676917444196663
"STT3B",0.103411368628285,0.0661422581113608,0.163107559842796,0.0439696541322506,0.0774324858503099
"SERPINI1",0.0212978142551398,0.0139926055786343,0.0261214744424884,0.00723283081433104,0.00610234476028488
"IFI16",0.0125339586849539,0.0401056515466022,0.146734949675126,0.00914645551185207,0.0699306623722739
"RPL22L1",0.015395461401617,0.0368267797528279,0.0212753651655694,0.0100216203553909,0.124773027520382
"CDS1",0.211754230912065,0.0222926782779762,0.065013029310381,0.206976211281968,0.0590788321660664
"ALB",0.00619879057722198,0.000194053367736903,0.00288687930841092,0.00451762005662869,0.00355166382125446
"THOC7",0.176582897532685,0.233509011973168,0.338160103886563,0.153204783490227,0.0514642687518166
"GMPS",0.181457561643273,0.204847720282455,0.0646530944570648,0.063982597936533,0.0423974629464483
"TIPARP",0.0996832663909595,0.0992649304700783,0.0068374687577936,0.143177347753918,0.00694040105015962
"PTX3",0.00130987964666008,0.00242041485412995,0.000429023862941096,1.32808580392671e-05,0.0279496641681676
"RPL9",0.19626954682762,0.0597947152089994,0.0905747694431462,0.127993914648413,0.14934334143165
"SMIM14",0.066776205131551,0.0036086951321023,0.074007904561352,0.269120416696979,0.0131319423171101
"RBM47",0.295255241223277,0.0456086049326457,0.150064152748577,0.169169283414536,0.0607192382976332
"PCOLCE2",0.000911214168304397,0.0107714036902466,0.0608255742794416,0.00187961949604944,0.0737803039429679
"CPA3",0.0474836079667159,0.00973006749955114,0.0186577045400574,0.0330202492907773,0.00620232025612398
"CDCP1",0.0196274869263633,0.103412326696023,0.0708669544475903,0.00258976675296091,0.149226665324383
"CLEC3B",0.0357803189857898,0.0667441651848317,0.057562449439783,0.0834441324066606,0.0164369174042134
"DTX3L",0.115915005663938,0.065834551994748,0.179633061599084,0.164494821011412,0.0817323820768788
"MEAF6",0.0701924301166322,0.0817962942914219,0.0506342473581084,0.0743192074572288,0.033945824090128
"DNALI1",0.0020596301817277,0.0304795158426093,0.0325799336909277,0.325803419046444,0.0430153659842985
"POLR2H",0.0438694193231738,0.178573270104328,0.0985821225174529,0.128748449448066,0.235711648532358
"RPN1",0.0286269438717099,0.0177922530293286,0.097008588086549,0.0417588435593363,0.203708365130338
"RPL39L",0.0267970065737682,0.0443538182220635,0.0513028188384955,0.000754589260466419,0.1776283564437
"TKT",0.0266002282276499,0.010037040010165,0.0369272995820875,0.0480919802714547,0.228938656677676
"PRKCD",0.100933334642714,0.111412399487841,0.0891556454081229,0.0378213532663479,0.111275697619924
"GNL3",0.161515085362588,0.158099427870288,0.0159012730537594,0.0920881458735072,0.189301739240352
"SLBP",0.0969987005408836,0.0506983026341496,0.0857541010816403,0.10392593182724,0.168599680607383
"MELTF",0.000574369758631181,0.00114667014848561,0.000141135099882736,3.04903320350207e-05,0.0652709937606905
"S100P",0.0231418020193312,0.00141880810241848,0.0123604976902239,0.0115464415687448,0.0137549282706391
"AIMP1",0.00844287144892679,0.0184434643762742,0.0172312299087087,0.0171105389626485,0.0130904001577151
"H2AZ1",0.248047744601713,0.0781917583220658,0.0761887619102074,0.0769018843145799,0.0680189679011566
"PGRMC2",0.0753026932137669,0.0834077375649246,0.0944547340390525,0.161126359433646,0.0444563594959638
"CAMP",0.00212089298534158,0.000137228378003621,0.0090561576390322,0.00335591940346257,0.00486155028366287
"PLXNB1",0.07255315622447,0.0851424507600598,0.143967227709851,0.151959669699268,0.111390359214286
"SHISA5",0.109744166491708,0.0328586912872837,0.198986336581767,0.219199663764561,0.159366222282817
"SPRY1",0.0427863967287622,0.0158207004638451,0.0386000269688585,0.119867412744044,0.08962996419507
"APEH",0.264089424768697,0.186567585697256,0.113992129016763,0.0364484568027155,0.287553749853879
"WDR82",0.178186868239418,0.00225683389579939,0.110473572034077,0.050860968716175,0.31429119671023
"ARLN",0.305538051402626,0.0111670172836248,0.0492249606225408,0.233665697186788,0.0383132573094532
"HMGB2",0.14471876640109,0.050018562764891,0.0134564129052743,0.0584559978418551,0.196193432992854
"ANXA5",0.13833942376068,0.0788402042615647,0.386180138434032,0.0592855636661913,0.0406406204360304
"HPGD",0.00658800602324259,0.00973171520060864,0.00343115109916518,0.0220467624077418,0.00264710834368068
"GASK1B",0.0224823820935115,0.0379548638808245,0.00369480180648282,0.0480966569012426,0.0114146086964577
"NPY1R",0.0102124950491502,0.0312682907202032,0.00100690327110146,0.0215118449166469,0.0065946290781806
"ITGA2",0.0607413289771743,0.0149675269392314,0.0391460169567687,0.106076647591727,0.00970474890894819
"EDIL3",0.00107010160581223,0.022763202819779,0.016198526933099,0.0439936904576781,0.00721364769171728
"F2RL2",0.0890722475810931,0.213952315634518,0.0353493918937657,0.0032591107923565,0.00143822428403765
"CMBL",0.0349305262350834,0.0924762932703392,0.12178409877397,0.0540417165664518,0.0678276524963006
"NDUFS4",0.114740717330475,0.144587248889666,0.118437967448056,0.200130090381097,0.0964939563078322
"CDC20B",0.0041982109301764,0.00762461929828219,0.000196989759552008,0.028116121215452,0.00132983440030861
"RHOBTB3",0.0413456141296851,0.0382685938966449,0.0225629674161689,0.106576282201187,0.00526984600604279
"GPX8",0.11099796206217,0.107174530966728,0.0740121677361649,0.191899418622231,0.0106567908145255
"ERAP2",0.140778604656931,0.0231266318759329,0.042440018934065,0.0605983536811754,0.0534061848998959
"CMYA5",0.0628819960663046,0.0115558114616283,0.0149273313982702,0.0189251389354367,0.0514459607242536
"CARTPT",0.000197596359372101,0.0083732373701693,0.00124173657052774,0.00689961724846922,0.000180423034377579
"NSA2",0.0410871599648174,0.225146986320971,0.0913865763440112,0.23256860190224,0.100092167291285
"SEPTIN8",0.222082304511537,0.149911265141528,0.0247766468100768,0.253758033180571,0.0111586011133395
"SHROOM1",0.00366942737160493,0.0472953485726397,0.007199308545044,0.047110991231307,0.00291070060375093
"GDF9",0.0010300513220722,0.00376889370125777,0.000734884050005273,0.0140487367757932,0.00160070102475075
"UQCRQ",0.0886437864505338,0.0602266575024111,0.114749325242949,0.164761004823054,0.0239397571214837
"FABP7",0.0074795176288235,0.000276442052214087,0.00129428055302628,0.000379158927521452,0.0042342763176979
"CITED2",0.0605077187949571,0.0443752517334627,0.0599819111627475,0.101373977852844,0.0353737203673479
"PI16",0.0289740011377012,0.0294375310779056,0.0102970821574645,0.00282009016610486,0.00379565781671829
"TRA2A",0.0836948064136863,0.0345891841909202,0.0550336131491886,0.0755941619393568,0.150526711070791
"GALNT10",0.0624506666164984,0.0460135303138222,0.0872043395062853,0.242101050097291,0.0089744285440957
"RPS14",0.238947784355001,0.160332079992867,0.105747338666655,0.0758696637629672,0.193804751077893
"PTTG1",0.0236304936605505,0.021119157729385,0.108717170133049,0.00642528279545819,0.145410686865385
"KCNK5",0.00264043746174413,0.0152263559722951,0.00476979843867186,7.02012576988545e-06,0.0401295781697763
"STEAP1",0.0742540163912287,0.0850539999408856,0.00390521257050348,0.0895988427551882,0.0737770558630028
"FABP5",0.000435960952619836,0.0033491190621597,0.00620902033561602,0.000156606563148877,0.0542469159669142
