"","LV1","LV2","LV3","LV4"
"ZBTB33",0.0279953610492435,0.0269688346392893,0.0278627885542136,0.0258208689576297
"ZBTB4",0.0285599297596514,0.0279521209520999,0.0285268408817731,0.0262800224834414
"ZBTB7A",0.0274863490942057,0.0271250090031425,0.0276072816151522,0.0251988451021737
"ZBTB7B",0.0233875293714024,0.0229324449919977,0.0233675510786264,0.0213853468428107
"ZNF32",0.0171716871530416,0.0164346151464223,0.017177696890132,0.0158454402285886
"ZNF683",0.0116302326140272,0.011782342595233,0.0116346941904062,0.0108662546873298
"FGR",0.217248287429639,0.445647660839127,0.374102673620111,0.237511342278226
"SLC4A1",0.178360467262015,0.128978119796278,0.0208887663021008,0.205073573306231
"CIAPIN1",0.471680210036733,0.273954291098689,0.675600953447307,0.301960187491858
"WDR54",0.412984215767441,0.367337422798679,0.561889340947185,0.155588165309197
"KMT2E",0.372580273995788,0.399632970314906,0.386705421926486,0.473132210935356
"ITGA2B",0.161392313992062,0.0944237942933788,0.195711743620995,0.221065860862841
"GDE1",0.129142164524547,0.232755234321057,0.47757085966098,0.384799865489523
"SPATA20",0.392469310163117,0.386705928939911,0.171062802566311,0.695894819496427
"IFRD1",0.106559573609714,0.414185637021122,0.198715027294353,0.421974155007125
"PAF1",0.68595172313236,0.462713384013856,0.402645997378651,0.323778544053078
"CEACAM21",0.245595855252548,0.282423252034966,0.677401255193075,0.838820571298563
"PTBP1",0.0896418757498468,0.391955719295053,0.668338231450314,0.637929346786153
"ALAS1",0.203280711183347,0.0976343721955136,0.443666281327645,0.654099094631809
"PLEKHO1",0.307853584610103,0.410130589831315,0.273586678834335,0.252248402942195
"RABEP1",0.490048168746367,0.400161889871364,0.0962450583175157,0.584905094712214
"AKR7A2",0.59878948499552,0.550434941591385,0.427467032470398,0.375398659837237
"TBXAS1",0.233617171261258,0.123332524090663,0.524796324157931,0.43026140455882
"PARP12",0.107264052175691,0.124301213021332,0.0539641508621655,0.151942496801507
"ACAA1",0.120868452309436,0.459396380089956,0.339578237218161,0.325082903045413
"LTK",0.353455309825791,0.115191297041952,0.202849710421588,0.392606915897181
"EIF4B",0.209850245575295,0.946204652346245,0.246910381507748,0.34517768891148
"SMARCD1",0.370433525951641,0.51676719759098,0.529987591124023,0.743480199540678
"CD84",0.184054015343021,0.316358770801831,0.280172140738958,0.410537515184201
"THUMPD1",0.392169683900832,0.809273749486278,0.172932536967528,0.163498358501595
"NUCB2",0.447516873260912,0.320281304079704,0.355859195480755,0.100780258002323
"CPSF1",0.575460783635133,0.537466403617448,0.029552173318843,0.480203623918096
"UBE2D1",0.220230920727247,0.283750078696929,0.366434900757252,0.199617036082735
"MARK2",0.530700753879509,0.327680499547242,0.167435995309482,0.569889765071098
"FCGR2B",0.318132147199954,0.297704954468922,0.0871754751551941,0.165927985719514
"ACADVL",0.176735206258431,0.30381533904838,0.452014725580944,0.492136238861278
"STK10",0.233505981739834,0.438066005237976,0.508390438793898,0.442993365148918
"IGF2BP2",0.147753459092897,0.0953567314857601,0.0212000191717962,0.246810698675888
"SEC31B",0.271788838238194,0.677137973950582,0.163832450874381,0.479822730243176
"MBNL3",0.0823178778318246,0.203993407799152,0.11335412024611,0.13791989563078
"XAB2",0.340300629525681,0.480418762479317,0.259798175382171,0.680478343905668
"GNB1",0.822833579295242,0.742105481681531,0.082571859102732,0.472949575380831
"P2RY10",0.21213844993403,0.380085956027477,0.385244313302769,0.519305186448526
"ITM2A",0.300389704681607,0.205198186939388,0.222733276635056,0.373714445628313
"ITCH",0.714076051650274,0.345040416077175,0.0448137783679104,0.777391818585025
"MKNK1",0.475976960302936,0.223447648674653,0.147480462315838,0.0631904955137885
"XPO1",0.488115690729439,0.280978562156602,0.173003000196043,0.420108387610807
"YTHDC1",0.270261824791443,0.0757666245878331,0.488106726921119,0.467203247415572
"NOA1",1.01639261600456,0.688025623852812,0.158861320379799,0.0127747287638287
"APLP2",0.354603259162843,0.344933914315487,0.480598717074593,0.245464787218008
"CD82",0.283896781726446,0.3810541242206,0.320864400573495,0.0839392692269195
"PIGS",0.501305673027631,0.295418014155794,0.940452345790603,0.0202098438145511
"DDX18",0.404334836630666,0.395523991447843,0.337502123963571,0.436366622454342
"PEBP1",0.610023156559189,0.660195778826833,0.352493776885166,0.0828533243822733
"ZNF302",0.575681546081881,0.109012397355009,0.226083576342523,0.540058469229144
"CDIP1",0.423326815938128,0.0794597783964474,0.849290281693402,0.482067947951189
"GMIP",0.569255923837075,0.0205756502232873,0.47843025479693,0.274939259699031
"LAG3",0.203144167578781,0.0858051969108003,0.352482814701963,0.090826940543073
"MLF2",0.523295928910924,0.542104999173397,0.130479361898326,0.365446369281974
"RCOR1",0.408264435923493,0.121963586462405,0.41895916882207,0.200255718622892
"LTBP4",0.163567427956029,0.34141102131641,0.11604203628396,0.584832188474415
"WAC",0.333830477677772,0.419473228559137,0.501248369295552,0.49308748804715
"SMIM24",0.355123704044657,0.0390248349503054,0.0155116548433956,0.281180824177788
"SRPK1",0.0974759377265915,0.247332896784447,0.202399616171962,0.0292561274869819
"JAK2",0.0384758574018797,0.626531377599841,0.162248276123037,0.00958756964736572
"ABLIM1",0.244871151429432,0.0718112718597384,0.278478003452736,0.512722077228217
"NDUFB7",0.0110666508224623,0.252082692215543,0.406360576155624,0.491903839820273
"OSM",0.112692330655171,0.251999239350611,0.394318184851448,0.00210087272561051
"TFIP11",0.560194219718035,0.645178934914374,0.0662511986477886,0.518531061896285
"MTMR3",0.45283545638028,0.126936530500579,0.269963061424687,0.382360096912825
"APOL1",0.134083921393363,0.0265929613013304,0.0865172655153069,0.128609924261463
"TXN2",0.359505686097399,0.505915358613207,0.713921238254314,0.0551853157752962
"EIF3D",0.311911975798045,0.534945672050628,0.26064955694444,0.635279849616067
"PLEK2",0.38201149509838,0.282289329605587,0.129024919873104,0.100504947524048
"DICER1",0.255324021762061,0.65075527791479,0.0631289427067618,0.219650262564418
"TCL1A",0.202904228807318,0.132276559472257,0.309386981082287,0.379405859238986
"TELO2",0.0169272594090795,0.5283290157229,0.306932894813059,0.610159184768584
"DCAF11",0.0963126684773036,0.354158359875196,0.725255458953745,0.491869822959216
"RAB5IF",0.438764108104514,0.362885701282571,0.262114580945605,0.36565310825826
"PSMA7",0.893055859353426,0.200271332542005,0.195904394720666,0.118149242961506
"HCK",0.439505068313098,0.471863473371053,0.150212760018972,0.237483866527626
"TM9SF4",0.470982435984224,0.305144729886213,0.334068067747033,0.728120917021452
"PSMD10",0.31106552060577,0.0476881117157185,0.552643575656447,0.607670232566829
"PQBP1",0.267994069751439,0.10242363968446,0.946694306257686,0.0334279487459402
"PCSK1N",0.184107226958289,0.303110084393408,0.127540053145409,0.0868898327305117
"GLA",0.493574849558884,0.114410159573879,0.311589548677963,0.3169493819218
"PARP4",0.416862599715312,0.445710121161584,0.350981043575764,0.394772205553535
"CORO1A",0.973479748603852,0.580474766842467,0.238599031666852,0.169592191366433
"ARL2BP",0.466809915073032,0.63727223661965,0.682653551105867,0.104408105028746
"PSMD7",0.475537294370702,0.708632982630229,0.142791593556229,0.367381297921049
"NPRL3",0.0739343737651983,0.208233039331066,0.212916352366115,0.44508310711036
"COTL1",0.533855176572552,0.559518316525529,0.453178641962972,0.0553488428692918
"STUB1",0.0186276415021991,0.321024351637805,0.2585640407765,0.908171523305292
"MEFV",0.263827327785827,0.263625855604649,0.052883147831384,0.256823298242118
"PRSS33",0.216616283119654,0.143648805577957,0.00327382528829711,0.299350151575914
"RBL2",0.526618266971628,0.0787931670146054,0.400799673391899,0.432356475590928
"BCKDK",0.258717997989923,0.525927303786503,0.35969040341915,0.590706707132022
"RNF40",0.39560159040665,0.532913244287677,0.395607876702469,0.482560882546531
"LACTB",0.160665841998275,0.267926004846382,0.0117561904177005,0.280229887857302
"CSK",0.125997298619282,1.25404392963252,0.142462143976962,0.403999970586179
"BLOC1S6",0.532199576157418,0.134219004976851,0.3082627009843,0.430870979501119
"CPQ",0.611555349642097,0.631717156993566,0.0653419446268951,0.207197867505606
"DECR1",0.380870872734658,0.456358576538096,0.761757764463107,0.196318080253363
"IKBKB",0.470656807539583,0.0355607357696754,0.490794698723625,0.90274722840192
"EIF3E",0.359473775556384,0.181782777316429,0.696247553428587,0.126056536196423
"EEF1D",0.216812781226306,0.548966276138066,0.555618614653575,0.0938787054838465
"ASAH1",0.575632057644987,0.635102192412842,0.095819910800366,0.135449866651232
"BNIP3L",0.170663167434887,0.0221924574387819,0.110859316410708,0.00281173222981214
"FCGRT",0.523340703885576,0.0409568435584214,0.568448424408431,0.440759417365502
"SF3A2",0.499310264865689,0.0250103800935551,0.514107907860894,0.618811529854914
"SGTA",0.193467660899827,0.703836722654287,0.376319881568548,0.483634445502167
"LILRB1",0.0837523699095652,0.110828817776907,0.0977627830875535,0.437960875598169
"C19orf53",0.120027977573708,0.267791681954655,0.825205784536164,0.383135984738547
"GPI",0.754679601432537,0.0359375822821841,0.322292726684264,0.290594139072946
"TBCB",0.184483567175835,0.525786396555882,0.649451475549812,0.0834244570625744
"POLR2I",0.394953560699494,0.395625242593416,0.39882654533231,0.0843510143616792
"PRKD2",0.039324461265234,0.131996578210204,0.334747942681404,0.450545886807856
"CEACAM4",0.678529593413377,0.494441094491488,0.367428749777468,0.077023234438123
"TYK2",0.784399220529135,0.293025642989515,0.353989719366884,0.633029113019
"CDC37",0.462015246342085,0.156039443489726,0.39266160991927,0.566452272823082
"NAPA",0.3128565406834,0.00511991962836283,0.350799391647077,0.0948244247689054
"DNASE2",0.0845362617057566,0.451877737772707,0.177906226035595,0.490736962088933
"PRPF31",0.814079012726603,0.667968403000773,0.0405619204563505,0.416331636720348
"DDX49",0.0759541490896383,1.44180191909983,0.277018751913735,0.118322906291426
"ETHE1",0.289562734440577,0.477459418208725,0.605321445705211,0.202649996445032
"MTPN",0.409383050232408,0.591065948513149,0.623388601641455,0.0523016042003905
"DNAJB6",0.274237955987477,0.520299291007092,0.159826694160288,0.409646344247271
"CHCHD2",1.12905539057886,0.0681974103136069,0.231790704253136,0.205540285648504
"BUD31",0.202333248040305,0.456443799919145,0.182967934137324,0.411851128158149
"TAF6",0.570486512493462,0.0228770938620659,0.848344771525043,0.580962284178111
"BLVRA",0.334934675625834,0.0178454250919675,0.352532012995478,0.0173308318732072
"NMRK1",0.457217020624647,0.36273611237498,0.165461237517995,0.403959275559744
"TGFBR1",0.341194063817141,0.0618394738993778,0.544213307061349,0.389355556941486
"SUSD1",0.0526422254109677,0.650910050572854,0.455768029801379,0.0724777884799222
"RAPGEF1",0.315310077000292,0.50909269404825,0.619691329591604,0.301002959181573
"NPDC1",0.318363026735721,0.385105713625,0.28907608554542,0.187755338019918
"PTGDS",0.464850903696867,0.470780041901075,0.041998254832106,0.0806239994344067
"ABCA2",0.388111881561589,0.371108044710499,0.0322092856063388,0.507642895819661
"UBE2R2",0.323187926652168,0.428886916601644,0.274687636293971,0.179073555514144
"EXOSC3",0.359679890565375,0.353799751308534,0.270767547439146,0.446404639058609
"PDLIM1",0.0734537916341126,0.42988511806321,0.0297991414860802,0.72649298191335
"EIF3A",0.533032028319916,0.004649970090039,0.402103814563652,0.565451324094051
"LIPA",0.257818760790571,0.0581418654714475,0.399568449325207,0.526695919416994
"SFXN3",0.174324328964042,0.676281312562147,0.331017506688955,0.567555909954938
"FBXW4",0.4192936922423,0.561891453623177,0.0670361672248797,0.895764954039176
"TNKS2",0.437432331617425,0.127854484627423,0.814944209194921,0.0120694251973474
"P2RX1",0.473420298010641,0.407321135550506,0.314674761468344,0.537288005247121
"FTSJ3",0.33471437573434,0.420380344917479,0.665950391560455,0.168996754039484
"SMARCD2",0.580227041210909,0.502577704749539,0.380113990376583,0.493054027915561
"DDX5",0.0822870948240576,0.474273918975112,0.206118279050944,0.719775127109795
"CYTH1",0.621039622406087,0.422276711465767,0.0711073021759307,0.738401441691483
"CCL2",0.0523864933176814,0.0533239095573923,0.0065306499171516,0.00112322059769132
"ABI3",0.176057988590114,0.400699201799891,0.186496497355863,0.395704963547359
"HDAC5",0.467497528647335,0.14484534091736,0.694154921925096,0.320285319812115
"GAR1",0.519504486345516,0.517228811275714,0.336228893416632,0.387117419346333
"FRG1",0.236613456574123,0.508178694034511,0.367273613207495,0.427607523321765
"DHX15",0.31834685769383,0.0789050587945867,0.708663540383385,0.557084908014948
"FNBP4",0.0150460520212733,0.132241987330588,0.869289546479644,0.553321455752684
"DNAJC4",0.377407140076515,0.393280142863993,0.638923257102335,0.229219437505215
"EHD1",0.38191870331512,0.51693563624031,0.43424902934568,0.234494345142038
"UNC93B1",0.0386042223339415,0.09968040229137,0.154515941445396,0.189999173335047
"MS4A6A",0.0381238379930711,0.278326301144592,0.47867109860359,0.450659437514609
"TMEM109",0.304569887327801,0.451829825252638,0.0334356821072843,0.965315661287383
"RNF141",0.0244474571497019,0.476357035671463,0.403864356488118,0.248685249659864
"BIRC2",0.484774878848318,0.418572885685905,0.343255513678016,0.0912900584873149
"UBE4A",0.533619645968994,0.383984653320271,0.606336377970124,0.0246979152711451
"C11orf21",0.13344140967527,0.37290910733161,0.387545654247243,0.287024963144779
"RPS13",0.492995576721056,0.371440945815912,0.474403904365633,0.110642769286853
"NDUFS8",0.373612188535635,0.160344039235652,0.368294593388332,0.457943649774638
"TCIRG1",0.149887756126036,0.442507152139391,0.420472147502425,0.533903528934968
"MLEC",0.164373458289645,0.600438970134792,0.583053917940665,0.723686593363956
"BIN2",0.504425191590024,0.0939646046653527,1.02751081242284,0.0734874474203281
"PTGES3",0.492964597186186,0.20761790309065,0.342573707610125,0.836255548169012
"RSRC2",0.513897165308505,0.52062275814585,0.512742637628339,0.187951682429342
"LTA4H",0.131831101105043,0.151394769041756,0.211906127589042,0.201181352353985
"ARPC3",0.596210671316067,0.243581686874002,0.190340555932939,0.566035727032843
"SH2B3",0.198555917584918,0.402460617769461,0.604071386675471,0.619681677647999
"CREBL2",0.161185080906324,0.650242310895682,0.331652911290434,0.401003364544116
"CDKN1B",0.752247420571311,0.388322839450637,0.339468489435834,0.350808127192504
"LTBR",0.0166747061306393,0.392420899660261,0.461448476521085,0.407212315149701
"RAB5B",0.0996215678222115,0.918548190910124,0.184658049255804,0.567540521358598
"ING4",0.00135320921359799,0.558301499012491,0.724234186899306,0.168000891471753
"SPSB2",0.245540611042595,0.15699399028052,0.242416242398082,0.161074559641224
"C12orf57",0.327317955927428,0.420969468506035,0.240096071240164,0.0450862562090405
"PTPN6",0.0810618185930276,0.484039753633717,0.397884534756159,0.593278026252542
"GOLT1B",0.550514513208034,0.305648127878071,0.0498934565170478,0.475542116304908
"SRSF9",0.344401870266875,0.401095775764801,0.413816638634813,0.449449555123595
"KLRB1",0.028773808705184,0.146401932825837,0.22880481514981,0.171439523750102
"TMEM14C",0.112762217673502,0.174916157357682,0.341883550015773,0.419934180085365
"SERINC1",0.184329406032907,0.249265947672481,0.302506269180421,0.326358611658549
"MCM3",0.68532800915005,0.325228447383174,0.467699149736185,0.173845134742682
"FBXO9",0.141734665962533,0.150710153122621,0.106760626304043,0.107833949083217
"PHF1",0.103187329975595,0.366480079085765,0.743038881645351,0.770597073828582
"FBRSL1",0.573046856899559,0.211625750440777,0.551529607791411,0.479394709872524
"PDCL3",0.382658172107342,0.758228186383454,0.12047035170255,0.350422873229652
"FBXO6",0.106818090523255,0.0592341398819234,0.0237947809550884,0.0985281928387502
"EBNA1BP2",0.147810378201897,0.361769608351852,1.01139647416079,0.0819312515803508
"ATP6V0B",0.11028377881152,0.392357233513975,0.62609994129071,0.233736515966333
"DPH5",0.36172742419343,0.575904407348491,0.0750291755849861,0.429615738397874
"RPS6KA1",0.90378457522733,0.466953519067364,0.335044033051102,0.069364283690635
"SPCS2",0.635544246261254,0.114726431184934,0.267758429149329,0.552948704938753
"MED28",0.356636731116163,0.382321294138828,0.543995880511032,0.324012641065886
