"","LumA_1","Normal","Basal","LumB","LumA_2"
"BLVRB",1.56106341479444,0.0559463304489856,0.694868356751671,0.0489564403416764,0.0795502349361459
"SLC9A1",2.25821519511061,0.20987121147631,0.563399904472689,1.01776228511815,0.957463409152049
"RGS1",0.328495882124648,0.163203208267092,0.701530687141297,0.232752340481729,0.656406674617603
"YPEL3",1.65260388623932,0.402285857283012,0.513804318181643,0.00376819205746315,0.0762314720638135
"NUDC",2.1698506898332,0.484574104221976,2.25378642428741,0.120929181078982,0.0519945685368003
"ICAM1",3.42426660200281e-05,0.158715325247669,0.733705310726453,0.343258589975804,0.00209895614321278
"LYZ",9.00481004348106e-05,0.0281856214692821,0.179011506263036,0.218707005247257,0.0129026031246886
"SPG21",0.209488626262426,0.120638635849515,1.29533994432529,0.848741702044955,0.559117301567105
"CHRD",0.926878557937643,0.00312797073338985,0.00837802700347047,0.0020170735798788,0.0351729354267917
"RAB11FIP3",2.75699147557278,0.019824776789037,0.499529905989376,0.364354570037906,0.261144331459716
"GNPTG",3.23319646170551,0.495078357134067,0.971572271180125,0.0183624541335336,0.18961370371922
"CERS4",2.50504951904989,0.0100558147149313,0.277966062648338,0.203970169168234,0.155090945324665
"EFNB1",0.0414891756088805,0.722128347966654,0.929345213475695,0.0566051188276278,0.167571855157798
"AARS1",0.0256194805745242,0.0364062202308131,1.95783419634378,1.36536416308888,0.309020158209673
"GLG1",0.033075477814202,0.680310700026906,0.707591125884242,1.20876698839702,0.167756944576926
"NAT14",1.47647895155429,0.0175978969983629,1.16637336784143,2.07465849586825e-05,0.00412412520091814
"OSBPL8",0.231861838452101,0.144171554597741,0.00147514305548509,0.950058086184204,0.179735177505319
"LAMB1",0.0493996767181133,0.242493167199722,0.258710719529471,0.383710770751822,0.252309498741757
"SLC26A3",0.112651028243355,0.122095109676327,7.7998054843223e-07,6.91353344337254e-06,0.0272344712887305
"DLD",0.550597185236024,0.529538657022043,0.695653912683909,2.00194061885757,0.104668547663357
"CMTM6",0.775800939786467,0.142437687819479,0.391318026147542,1.75347773903984,0.851356385336061
"ITGA6",1.04986163080635e-05,0.394416182102526,0.180717713074186,0.585494945014389,0.00103511612550111
"FH",0.678740604719962,0.0598751304191738,1.99432106465594,1.60630390518154,0.151136775672126
"CDV3",0.189347425488411,0.0327889263564856,0.570299078272084,0.657273085502599,0.695697267434774
"ALKBH5",0.994321844419371,0.217969990616902,0.819181195573956,0.627645034679082,0.586579347520011
"ESR1",2.14264251062591,7.22728757887694e-09,2.55551176188162e-07,0.509432955788293,0.0798938799053286
"TMEM101",0.791874161214133,0.0624790224204384,0.0537621689928341,0.0203036091943968,0.0427448827213656
"CCDC80",0.00122182825550647,0.866715737209573,2.83553798336935e-06,0.0102538652692448,0.836508035350011
"PSME1",2.34793059450798,0.0750389268437621,1.33385965348428,0.407292532886168,0.453259283020768
"MYH7",0.0147557155266102,0.0359971008519615,0.00610416010768625,0.0185262808601649,0.00499233661462731
"SLC7A8",2.20504902016349,4.43344770211304e-05,0.000171182363144422,0.311567242353304,0.547061285360347
"SLC22A17",0.414338897736204,0.0749411323237386,0.0549207212003848,0.000963167962769772,0.0314724725375625
"HECTD1",0.136669575524548,0.0672885639508331,0.0186102929034163,0.860353506038305,0.374881528983052
"HNRNPC",2.46128410369834,0.0980158270784745,1.6479817407145,2.57251440238468,0.691414483012094
"SUPT16H",0.815164363706657,0.0345439475474034,0.646594877028876,2.3367919233354,0.451776302039747
"TINF2",1.93775482873835,0.357543612863574,0.886285485951344,1.09941761952136,1.15918000848012
"PHGDH",2.91524465553417e-11,0.0423442328603918,0.323909909356389,0.00130582169626917,8.90425651714223e-09
"COL9A3",8.71607256284323e-16,0.0142914089282227,0.289370806047387,1.05480928580493e-06,3.41951374559145e-14
"EZR",1.51902851511963,0.00198920221085304,0.801154813085139,0.960123421827786,0.38360824676613
"MYL6",1.32556156186796,0.417480966612069,1.62352719515375,0.0173445174904457,0.560707270065419
"DPYSL2",0.00303704427457298,1.36513905841767,0.164492214917823,0.953347704859617,0.132783765610593
"COMT",0.882908013044524,0.282364099947845,1.12733363695912,0.0241610442206225,0.15756109145483
"GABRP",2.20349370232759e-25,0.266892424052666,0.828355243457429,2.57616083518428e-06,2.43488720956312e-16
"CDC6",0.00450813773632319,2.67589208152995e-07,0.339514700785758,0.349127222599242,0.0033382052746271
"CBX5",0.315398894908405,0.0218575260151724,0.163000099999975,2.19473364795518,0.352995920632949
"FMO2",7.90918343207223e-13,0.700890274780554,1.77056252268385e-10,3.04733787142376e-05,6.17308775342013e-05
"SUCO",0.271045588142008,3.45254712608965e-05,0.182727483185588,1.4918358667206,0.334033625815829
"MAP3K1",0.658971023495072,0.0201961491178869,0.000801009086294233,0.568787432820806,1.20828639660765
"ARCN1",0.473630242670495,0.128234289820405,0.428969174731701,2.47204562948429,0.673257845543644
"PSMD5",0.812126433524228,0.0306223917556807,0.210854553436333,1.85619832377234,0.463236710387195
"CRAT",1.05041670574182,0.014536385575622,0.127777159352732,0.175164347699126,0.157154818106095
"SORBS1",2.12956031705275e-09,0.833892096137143,2.71598479656627e-15,9.36208355806711e-06,0.00429200996186368
"BAMBI",0.226536109562885,0.00208980369334598,0.47844581033259,0.167556063740744,0.100084071575944
"NUBP2",2.29852374428727,0.038182920680518,1.45922355580556,0.00097492752491623,0.037897342705835
"TPSD1",0.0896238026888847,0.0188203365537569,0.0207961549364752,0.0121244295403085,0.00265954567130729
"TREM2",0.740986867055831,0.13143840505066,0.532251927883674,0.015758799832024,0.415086035037008
"CRISP3",0.000809160814286386,2.21139778975676e-05,0.108745361464198,0.0677007334788631,0.0179584201030761
"FKBP5",0.0849253206634063,0.218651464097216,0.0695252072358117,0.285284040086648,0.0882140320012748
"PGC",0.0214357639364716,0.0207046725703624,0.0579361417821705,1.65221373279887e-05,0.0224975039698111
"TMEM14A",0.640993159185722,0.0153454058076917,0.807440352117015,0.933772617967489,0.04552932848589
"HSP90AB1",0.235848551463946,0.0202552747568098,0.735178238342813,0.869728222929042,0.0660785269693103
"ITPR3",0.0793621700977803,0.00464154405840069,0.832414166262225,1.69810767318716,0.0273287364624955
"DSP",0.168311640104142,0.0225182984931032,0.152903366988763,0.862329107517276,0.00358275239321481
"HNRNPH3",0.320449862261105,0.523985518679808,1.63298286576406,1.27601088417741,0.95864765575736
"ABL1",1.19271197140818,0.637979915356502,0.637916651218354,1.55747687808897,1.04930071684144
"SH3GLB1",0.0893857157287278,0.96462154523029,0.22467152352787,1.74494273928348,0.504756037635509
"SCD",0.00793737656126568,0.129699608312641,0.060661599478407,0.204724355055423,0.384819734569485
"ABLIM1",0.0056530208349379,0.716734758055516,0.0293107735121977,0.662903754486269,0.30781863462307
"ERMP1",0.545891253100318,0.00105901203288931,0.0470407653849207,1.00065307543483,0.138214207757874
"RAB18",0.63046847669803,0.0169312122187956,0.105303328153342,1.13510825822168,0.288744458162054
"NRP1",0.0377428692306171,0.797028125355252,0.00539296576264309,0.798539850452656,0.440474419565464
"PALMD",4.2960262369269e-07,1.32805213213836,4.34681922416424e-10,3.67043551285889e-05,0.0248454340484121
"TSPAN15",0.994519359455003,0.00947388572649148,0.258254808801068,0.0362720612017128,0.312735232550094
"OCEL1",1.62234459753908,0.0953181132148306,0.411051674802062,0.0159631237507012,0.0892923963364241
"KCNK6",1.98674306612993,0.00610844965086938,0.315855080873089,0.246508620155852,0.0588642635063721
"PSMD8",0.79015619416883,0.168457630502031,1.30405672281904,0.540550683676343,0.0552645356859766
"CIRBP",3.85180597662874,1.03503371106265,0.0794354509371611,0.00868745519593727,0.244719715915928
"ATP5F1D",1.24029131102067,0.232620519943369,1.09452708959794,1.46774005866305e-06,5.78244577264458e-05
"HNRNPM",1.79791825400801,0.411891778433677,2.49434227317796,0.909795307993016,0.633031358106491
"NDUFB7",1.13287224378152,0.264661957776485,1.55397251178028,0.000619905377836176,0.0151484500557068
"TECR",1.12394773936369,0.197123370288219,0.847159731380657,0.0910474757474116,0.151075604446592
"TIMM13",1.50830758292412,0.135231079283252,1.54215252227453,0.000410366759765897,0.000960239327727923
"CDC34",1.26733822758268,0.358950739803042,2.46446891350723,0.000428976479656764,0.0378684946661344
"MISP",1.62789456356159,1.07987997124756e-06,0.140405139665861,0.0320752122175207,0.0367446828590073
"POLR2E",2.63780124230562,0.880501551691206,1.77110689263278,0.0993951048554245,0.0286137885064304
"RASSF7",1.81963993545214,0.0247771330054588,1.2034670361887,2.57232061493357e-05,0.00405925416327557
"GADD45B",0.929118560819875,0.489601705218044,0.650633527980266,0.00599709853534554,0.236526212995287
"MKNK2",2.32204974307308,0.397756905402239,0.583867101075021,0.01143486497782,0.66100430328579
"RANBP1",0.0558896637772213,0.126973600744011,2.57213773514274,0.44929373530622,0.067125758817228
"CRKL",0.432454821799092,0.193247512993622,0.754541549487147,1.59987257940279,0.693109521580659
"MMP11",0.576337029869818,3.61970372820173e-06,0.68568545617851,0.222566779021524,0.396064212340487
"SUSD2",0.0813148486565229,0.000485128019775767,0.123604295979877,0.0486737075220895,0.057499434705996
"SF3A1",0.908446239663388,0.720487728255024,0.688808585325077,1.82673889779522,0.55776794801313
"SEC14L2",1.1552974774911,0.179154474627404,0.00150671955912776,0.00649839782410152,0.0772624861809765
"SNRPD3",0.336019542274574,0.278428990969783,0.74600266793085,1.33845660410561,0.310825858908682
"PES1",0.536621983282306,0.25943600362029,2.15606816223064,0.169992656527232,0.216339211310694
"MAPK1",0.297122998049654,0.388193240672828,0.483557074629181,2.89601774288391,0.777894586471219
"SLC25A1",1.25197171908444,0.375195136078301,1.83023691392151,0.0405945698927778,0.307760331930831
"SEZ6L",0.294131160152095,1.67756978638305e-09,7.94542761307589e-05,0.0219254347817881,0.000491394292855039
"LGALS1",0.231882315102657,0.32446477578434,0.757720180947621,0.0263697012639002,0.127410012572324
"PIK3IP1",1.33226997776471,1.03432680635399,0.228667982432127,0.0790798282163037,1.0654559506792
"PATZ1",2.59656740038142,0.0903976395667434,0.373019888419699,0.84922317872946,0.330752075979681
"EIF3L",0.170334748957107,1.1404139870689,0.028447915951442,1.19081615120204,0.518278354135875
"SNU13",1.90014040480759,0.766388497544864,3.04171071596227,0.843507038287966,0.215749204599299
"SOX10",8.91006074028497e-19,0.541153923059234,0.6323307576884,4.20692660831329e-05,4.81723116071852e-13
"SLC5A1",0.00165705509673345,0.499141755353849,0.0753028906209225,0.493937993582885,0.000539922014860223
"KDELR3",0.111684002867437,0.0615627944482089,1.17888164441217,1.15084252054096,0.0724060336156638
"DDX17",0.980025243438412,0.769274554637103,0.112819257181526,1.18065342027893,1.18060071063199
"TOMM22",0.317331449051039,0.177770337014089,2.6164377612111,0.569699895071553,0.70504945707832
"XBP1",2.4762668123477,2.40233361250622e-05,0.00068707694883233,0.413936770417925,0.631107844384377
"RTCB",0.831489026106726,0.304757389904069,1.46548959349036,1.1166064838235,0.65491542899398
"JOSD1",0.0257428206610761,0.815474611927664,1.83770641601598,2.03756876108386,0.136580377902847
"POLDIP3",0.327205502677915,0.599024800708184,1.28368468861217,1.32005368081593,0.333189912236603
"TIMP3",0.0454904372413684,0.177795559399961,0.0066324273886528,0.304961038748227,1.04178645986668
"SUN2",0.13113172916695,0.837105731273504,0.871024375843884,0.423734305666674,0.0903323654526082
"CYB5R3",0.403885215358365,1.25560688907474,1.31967359169875,0.481284435481643,0.583790334730971
"LMF2",1.58357518649756,0.585614028029498,1.96733788907736,0.084317464677976,0.0362218257541141
"PACSIN2",0.41259605403712,0.41655986360087,0.764011676516277,0.732496608495709,0.280384702383925
"AP1B1",0.671182788880817,0.20808059735371,1.63476867107324,0.690561334675696,0.527789019956751
"BIK",2.19130270534972,0.00287981237754127,0.927003782389285,0.148904279594811,0.00840604851782915
"HMOX1",0.0530914092311687,0.0404133397919079,0.184361168967284,0.0547937107707855,0.083318440743789
"TSPO",0.297703323173116,0.368582491312449,1.93000031332643,0.000107527748333537,0.00221999949526798
"RASD2",2.71535771017541e-10,0.0558814029624802,1.06305252594543,0.0467864493412546,4.25435463770115e-08
"TTLL12",0.468771093370964,0.00540935365675373,0.441085291591356,0.353148710501513,0.0473623891834442
"PDGFB",0.587084167638936,0.117760728274035,0.490640477308931,0.617019993166129,0.296286040066132
"RPL3",2.04701290362071,1.20545286743253,0.917866197517736,0.113584761392907,0.098267908508306
"APOL1",0.111125896285873,0.0502715977215459,1.1606606815128,0.111777655143543,0.6110933952805
"MYH9",0.251692528662115,0.523827125585411,0.980087108203578,1.034327254277,0.36715613717748
"TXN2",1.63334557920149,0.637018381960168,1.4542045799108,0.285002865255307,0.259490968246188
"EIF3D",1.00304865132982,1.27396744240403,1.80595439414412,1.14287821270997,0.303268642310624
"PVALB",0.277998750718588,1.57018946532073e-12,0.00205406217569174,0.0552597149828233,0.00317209262943583
"CSF2RB",7.96782379906394e-05,0.108754727970615,0.230176772097653,0.148480716033799,0.013329043615053
"ST13",0.683340784580579,0.77677649353674,0.87200614237558,2.02179156474584,1.06462877314933
"IL2RB",0.0200057156432226,0.00239492144650244,0.141683219972156,0.0455059889010954,0.109002800817184
"RANGAP1",1.04902058484238,0.182646069156204,3.1602671058686,0.3867539487785,0.299646193286502
"PHF5A",0.104210744666079,0.293300137659178,2.14145155358614,1.03460716758576,0.205927688846401
"MLC1",6.11659610085331e-14,0.00362372345991861,0.140486862954379,0.00271656920495545,3.47847895539671e-15
"FKBP3",1.14876855369086,0.00770144304506619,0.797627992090372,0.706445991631258,0.551314219711027
"PYGL",0.193244926174525,0.318845726013447,0.0825406959509031,0.378508357508338,0.538188409249012
"CNIH1",0.560048676814655,0.0747499136946038,0.347364508745277,1.52008967027378,1.02396677515052
"PLEK2",0.0568463373606449,0.0239366508782942,0.141117767352465,0.0655711762406464,0.00379887923673202
"PSMA3",0.508153570389281,0.0186004661249162,1.17212400590987,0.797710493278446,0.417553565726615
"AHSA1",0.393341850940018,0.0446102019561892,1.18243495009034,0.412215820168671,0.26587294840902
"SPTLC2",0.585291879938615,0.00267893927326507,0.0148153741751315,0.750307701241119,0.594876334008867
"LGMN",0.02219484688612,0.409269231621065,0.910115246523034,0.326032529828937,0.34430964044174
"SNW1",1.1450339561706,0.219353477373163,0.586606443771301,1.06499691619954,0.502270281717826
"CHGA",0.0596176120686573,0.0010770514462309,0.0211238722574548,0.00137058825874289,0.0022637357898313
"ITPK1",2.61546868520479,0.301414332107701,0.73772931885561,0.298611903287958,0.82909563663651
"DHRS7",1.98120985196528,0.162650291644846,0.199551924170777,1.17475550324763,0.326297822348276
"ERH",1.87760231911456,0.0376464577892535,1.70702795375395,1.19181046769465,0.248445709075395
"HIF1A",0.00303936588240633,0.0730462122067778,0.514317642669751,1.29655522403496,0.130571037296606
"SUSD6",0.716862590543333,0.108300260017586,0.206551747661947,0.735247586229727,1.11573302463124
"SRSF5",1.97220442703143,1.08429550312304,0.115795915557102,0.0162257390710629,0.68998138095733
"EIF5",0.0941010256012915,0.101004871578685,0.545102367240943,1.70748504500723,1.45834522347646
"TELO2",1.36091575190886,0.0930797440976586,0.754214857029213,0.000172409984305131,0.00711863892478792
"PSMB5",0.401846024622622,0.0123688921495811,1.04422179432194,0.212325157207527,0.167996701096051
"ACIN1",2.04620483881528,0.382075443969896,1.12757867842799,0.873357141147577,0.955323430986344
"APEX1",0.958517824032119,0.19210788848017,1.20738420604542,0.438832600558999,0.431779100495625
"EFS",0.0966598208344443,0.287474496771186,0.750544714216808,0.216767775377694,0.0708740689652499
"DHRS2",0.208799367711056,6.12433551517232e-06,0.0941851653405903,0.00715870436061943,0.0837884876310337
"PCK2",0.651216874822552,0.00188503460744993,0.521366243816465,0.0622363537952376,0.307241535590448
"NFKBIA",0.24772235369327,0.315824050562735,0.976012824059936,0.0638518342286382,0.766483262045081
"PSME2",0.836459048998927,0.00738690535278726,1.59631780497047,0.107604619081648,0.276681582891765
"GMPR2",2.02257714476454,0.20795691422575,0.439868392019855,0.611593898032065,0.951032410418219
"PNN",0.790625834868553,0.429661270326242,1.07159998468615,1.61705388052458,0.581043480884992
"PLTP",0.000239098627733907,0.512072324046734,0.522429988533364,0.0365496044659895,0.012042617302595
"GSS",0.583946617242502,0.0306791096259685,0.358834620774894,0.15496817781118,0.112924756633602
"MMP9",3.91497294146688e-06,0.0292749022838805,0.157989145914908,2.15409839055457e-07,3.22781361804505e-06
"TRPC4AP",0.38616602589301,0.0563216025460217,0.377341127539081,0.423419072881176,0.170948810154411
"PYGB",0.0875425136805792,0.559708333364717,1.13196928457514,0.574615866934692,0.139121027439746
"ABHD12",1.46367214335902,0.0117094278592996,0.799847739049643,0.339360724724418,0.0607242796354829
"ZMYND8",0.97922119726195,6.0055619174192e-05,0.144282840141166,1.05568622097558,0.465155920455738
"IFT52",0.497122214721279,0.0944188671943651,0.518866398584631,0.722018389403901,0.371543734817886
"MYBL2",4.87038980760627e-08,3.44914053764434e-07,1.36633353619865,0.192339230305148,4.91741346574977e-07
"NDRG3",0.546776359233642,0.0140773864970929,0.748796987186838,0.958919095286375,0.681121626380617
"RIMS4",0.366567444902348,1.11909041322293e-10,0.00220824567214694,0.158421317452096,0.00532356963793985
"ADNP",1.03213693748411,0.035684868610659,0.233102111820623,2.79059542347724,0.0937988040569804
"PFDN4",0.0914146129765883,0.0467399364498712,0.82013906461619,0.298240034298576,0.185468375129503
"RAE1",0.459671179254362,0.000255013601811618,0.633094389072616,0.607411541723294,0.0911800710814178
"TPD52L2",0.464909868645711,0.177932674051306,1.06587887036812,0.558720026735097,0.151633237859923
"DNAJC5",0.48661825760103,0.0240646860262508,0.610859564861208,0.41566356384758,0.2986756818169
"NELFCD",0.137209570776019,0.00756385546401874,0.923788068716008,0.416201236329436,0.354452500040458
"CTSZ",0.187568744484394,0.221236092254598,1.25351143262077,0.173038108665694,0.483514012669
"PRPF6",1.05670019091961,0.0300688320809018,1.00850277192925,0.143708789542222,0.474474111778044
"PRELID3B",0.260246906877164,0.000936580648820807,0.485029329025215,1.2927000585974,0.0571408062580937
"PSMA7",0.273542903621056,0.0213850117191907,1.88913141236955,0.347953321045944,0.291922040827242
"GID8",0.619305778835544,0.0157702056125201,0.783350398375757,0.988491222888553,0.207487934173326
"ARFGAP1",0.813574947342352,0.0180500040268603,0.993103427030395,0.00642594272967693,0.179295518024932
"EEF1A2",0.373759862909949,2.55138233912566e-05,0.0660102783134178,0.0625793551138543,0.0245596348412957
"PTK6",1.17953330522297,4.63772661761829e-05,0.518272996757454,0.035192717227564,0.2719253862182
"ADISSP",0.49283460070325,0.399678995732465,2.47800750274109,0.0134959677538788,0.108822199909422
"CDC25B",0.000226023561776679,0.0132503543117245,1.46734757740787,0.419991976203882,0.00582591348096958
"TRIB3",1.10325243670886,2.24077031971933e-05,1.29492201544633,0.619333398858919,0.419795401611475
"HM13",1.04292589511293,0.012604649408832,1.41838101209252,0.544805287540986,0.217826846690848
"SNPH",0.238385439382722,0.000110707447056223,0.0726250648411714,0.129326652235193,0.0359255178344082
"SEC23B",1.4915498352087,0.00516546969422612,0.396190726678354,2.50486455920376,0.298998674522329
"MYL9",0.303631716715909,1.08870724644019,0.527628722268817,0.052221097013228,0.141882468251969
"TM9SF4",0.83825615173511,0.0104963535274449,1.14382340825154,1.67121675076913,0.688390099117719
"CRNKL1",0.781405391973397,0.000176696112065727,0.035404904598815,0.834359180505185,0.183981022380426
"POFUT1",1.1608871370854,0.110732017800227,0.298219859437767,1.84675156245333,0.334521724916014
"KIF3B",1.48176948807857,0.0031907546567671,0.172198571167837,2.16017733788474,0.776499971197872
"NOP56",0.511033245481404,0.055852396966587,2.04755662980601,0.758103560098978,0.256745791819987
"MANBAL",0.316773696710889,0.0327665316224335,0.331086265545055,0.0804648636889088,0.22871380636776
"IDH3B",1.65081590830357,0.403528497953006,2.55649828308631,0.132626372746332,0.755770125432859
"MAPRE1",0.325151393603106,0.0220499857278986,1.10560799043678,1.85244670780645,0.29630033810058
"SNTA1",0.918615825424485,0.467166580075898,0.695284589477692,0.0409799778340537,0.233261257738427
"TTI1",0.0996629796968266,0.00107857510258763,0.224317375715901,0.370838981528806,0.0680035877380945
"E2F1",0.0221211214717447,8.38199364164135e-06,1.9805016573449,0.221075851134249,0.00390925345051821
"RPRD1B",0.144765280057135,0.00272896445977135,0.13507426758625,0.376767636526696,0.144032681584061
"CHMP4B",2.58377101050516,0.22227117014155,1.76853493344166,0.436644845125328,0.353821436036146
"CST3",1.15137811526246,0.234059147184143,0.16292756732491,0.000128166547780976,0.0126777135871882
"CST4",0.353084733080246,0.0056165938570958,0.0233059677378111,0.000146934780405358,0.00185701860912525
"WFDC2",0.742152001324701,0.0548225849372172,0.272859385846694,5.08030903086677e-05,0.00155664281066151
"AHCY",0.454256597223463,0.0348310866744247,1.41977590503398,0.384535162383386,0.345750473858451
"FAM83D",8.30671697039007e-09,4.91385502998011e-08,1.1308309288998,0.575579586171436,7.81228328198401e-07
"DNTTIP1",0.546694385878937,0.154547150602794,1.41542096601438,0.272016874202198,0.219727484809016
"MAP1LC3A",0.628036630781336,0.200200358463904,0.491400234052348,0.00230782838721117,0.00891966132801484
"PIGU",0.475467435857377,0.0067241679187949,0.549393724420503,0.346111190295707,0.0709151449400423
"TNNC2",0.00385353646439207,0.0379510090961669,0.000656602296290785,0.00593076400354128,0.011969679527499
"APMAP",1.15154261928058,0.0627790797276672,0.657961128394513,0.562773643973713,0.651530411207927
"USP14",0.459990713547874,3.1258453440292e-05,0.11323635650864,1.03663351065074,0.0892132691156131
"MYOM1",1.41552448282234e-05,0.0981943589264854,7.15982804602477e-10,0.000220628866054232,0.0126106722731809
"MYL12A",0.305504353907979,0.488904491288461,1.61282574624014,0.751509553366041,0.479060220842297
"RBBP8",0.627135583344081,0.17787790121916,0.0426219381113616,0.708231146792936,0.161173951825403
"MXRA5",0.0906546395591207,0.00265329717425495,0.272392158137893,1.03826694431492,1.46177526027639
"PSMD10",0.640838639055726,0.0284534749043816,0.986889981079688,1.45634402984566,0.314363114036857
"PGRMC1",0.15619845958982,0.272666163994095,1.05926205500256,1.04687556852092,0.252257695531677
"PRPS2",0.027750664550552,0.0314839439008339,0.76163240479574,1.02773191883896,0.0894245250859735
"CHRDL1",3.07387586950343e-17,0.736954447656181,1.97817052743532e-23,3.68553736483674e-11,1.17960681416696e-05
"SRPX",0.000118176997819156,1.40460267938478,4.13324341275312e-06,0.00358163135139801,0.0415018845915294
"STAG2",0.419497973648404,0.413749759273666,0.151797837312913,2.64453462774429,0.905784448837365
"PLP2",0.499096858526155,0.297352334336145,2.13904549892826,1.23882065282549,0.2696366869825
"PLS3",0.000260933012476741,0.698691350451702,0.330081418011828,1.0386346245151,0.0147298768709268
"SMARCA1",0.574085777165249,0.262349856762876,0.0377411533323286,0.908573222607874,0.531440555195003
"RBBP7",0.251211804347411,0.000624856705792658,0.165465521706513,0.259104542168938,0.0406659083188755
"PIM2",0.0152844278413169,0.158967389243242,1.05250987942967,0.173178387332004,0.142283086485911
"SLC35A2",0.5332249609883,0.00308195256026623,1.04450218569023,0.77921355744001,0.0405430659201435
"PQBP1",0.634708590818524,0.241569288843735,1.41229724290958,0.00437482266470706,0.15946765510428
"PCSK1N",6.51253437405995e-11,2.18039382534875e-05,0.952247781417724,2.42840513935651e-11,4.0635559822591e-14
"EMD",1.79070826476957,0.435329559316347,2.67890800072178,0.377808479095485,0.42249322733662
"PGK1",0.0313598534884851,0.00159321522095636,1.17871921899139,1.3008613773752,0.0832602134572878
"MAGT1",0.0879616282110859,0.0380719935248961,0.396432380195856,1.09732319403059,0.423362781691411
"SMS",0.430614919680898,0.00494404378488804,1.40868237942692,1.14115097102329,0.0694876404044678
"UBL4A",1.13645437425344,0.253523603451432,2.21079904991526,0.695294865356048,0.169049493628701
"CDK16",0.0640167063117367,0.0800219223186653,1.40604725657589,0.436660239696182,0.140222615741362
"USP11",0.478201024302656,0.310982741874518,1.19239073779173,0.249208826750102,0.92268398337856
"HTATSF1",0.286629391710301,0.162190410610497,1.35044956095151,1.48538643887379,0.302744253502478
"VGLL1",3.72149552990513e-27,0.0210240172564129,0.644289830018714,5.72308066530211e-07,8.04291683898023e-19
"TIMP1",0.527848097469547,0.137284071664229,0.498660735654927,0.0113658300402441,0.0776592467746282
"MAGED2",3.00736322213381,0.000357443556485871,0.0309202463612074,0.348579179290714,0.148925784165863
"RBM3",1.41201804539752,0.486854359583787,1.61008275620166,0.731029136643411,1.75712871609388
"PBDC1",0.906324772184573,0.292499404101433,1.98110525244997,0.857052145830191,0.472392170762401
"GLA",0.552491569837516,0.0691100740951069,0.0389443353908562,0.0973487957622537,0.0743430673433245
"ARMCX3",0.414418353516716,0.0760110901160303,0.128929536866677,0.519588169548732,0.461410976485803
"BEX4",1.54941334860339,0.491764916906038,0.459523802035357,0.338991456609908,0.490755330966862
"TNFSF13B",6.40047745050028e-07,0.0187787637304969,0.192526643360263,0.168176561317545,0.00121988447236432
"KLF5",5.70129836713113e-10,0.17461350154986,0.234923357143573,0.109496419381789,2.42379651857115e-06
"ACP5",0.223705528861357,0.0506945535054522,0.23223989526375,0.00329333004996926,0.0277264863058689
"DNAJC3",0.0932759273349792,0.0404649462407026,0.159148811713371,0.995830967642978,0.455206884935393
"PARP4",0.0619025316903724,0.288440692181736,0.2251315724953,1.33635527322601,0.539153877113515
"RGCC",0.0051067479826093,0.933560607501437,0.470176070281991,0.102541932529769,0.22908766104938
"MEDAG",4.21185351867866e-06,0.457898263718615,1.03397372590527e-06,0.00610949721339171,0.0822301602866851
"TSC22D1",1.0827338035512,1.20424387408463,0.197446363969154,0.820207364080001,1.01876284759338
"OLFM4",0.00089767952704783,0.0172570591827054,0.105102366558648,0.0028891755328976,0.0220290717235998
"MSLN",1.34223789914152e-14,0.00877713479537931,0.299780106149245,7.35054940505194e-05,1.93718657034531e-11
"CORO1A",0.140010657277106,0.193999769048176,0.876807357116264,0.000297306945374789,0.0583318724666647
"MAPK3",2.5440451942457,0.481526805013639,0.803198573131078,0.547663232150106,0.442187510309005
"GDPD3",0.344497230709237,6.75777347692953e-05,0.0602843083081703,0.0589107261966478,0.0267328269358328
"ELMO3",1.86098498098471,0.119583212080802,0.912885933950069,0.0209559612347345,0.00744054063760024
"NUTF2",0.0956603737875039,0.0916893236883235,2.90743923139617,0.312527168255278,0.455197858916464
"LONP2",0.469576878237437,0.00734922829053035,0.0125105205647585,0.706576606176779,0.459887631531028
"POLR2C",0.210325123674387,0.152642811890359,0.931735414176817,0.67139947638905,0.464402450662313
"MMP15",0.0312993913092109,0.0211417571399266,0.5634829888403,0.0642713602320136,0.166706387084188
"NME3",1.45807752105205,0.00810558669501527,0.386251925507534,8.06796673109038e-06,0.0021110772655885
"ESRP2",0.803252913135435,0.000758912100288456,0.563199300881753,0.501264491297523,0.223906836882212
"HCFC1R1",1.77621424314713,0.259810877860999,0.879667213522589,0.0170641217709513,0.0934344663983575
"COTL1",5.76941738488548e-05,0.309600927450952,1.84488800193258,0.0230229696701694,0.000404686425270071
"USP10",0.234227549489256,0.136946576034534,1.23639813401737,2.47385747926775,0.335752242718993
"CRISPLD2",0.119871705743503,0.128027229704944,0.163778667927845,0.249725852524555,0.672337290042629
"NME4",1.82199693609054,0.027623069437937,1.16388607428566,0.0437984684215892,0.162028968634915
"ANTKMT",1.01912938715587,0.00375608073654297,0.4706742212168,9.76213502967877e-10,9.39711989235732e-05
"SLC7A5",6.70141886453782e-12,2.45511388613329e-05,0.683820570830657,0.055086928314521,1.17998623233258e-08
"METRN",1.21506556393981,0.000288988871426637,0.293033780250389,1.12596946149996e-05,0.000780692651429861
"STUB1",1.87897389470985,0.196668450930809,0.855520835984889,0.00242625728059059,0.0262972378036892
"GSPT1",1.72112254875182,0.00406988786408063,0.275804844114036,2.74471041637833,0.598596978860759
