"","LumA_1","Normal","Basal","LumB","LumA_2"
"FLOT2",0.460323863890884,0.159264859111622,0.944741675502882,0.192338810561571,0.392419459819533
"ERAL1",1.04268264168918,0.0124590386069084,1.23424020322196,0.682632502534632,0.285413675776579
"PCED1A",3.14505759926351,0.543856516334309,1.1240978388178,0.0172677624405865,0.120098894918977
"SNAP25",0.284557676634951,8.00387558602543e-09,1.08196616898697e-05,0.0609133596529225,0.00117284480135684
"PCNA",0.143222323306393,0.000335623746419099,1.55687842676646,1.18127770143733,0.0421824722575834
"NXT1",0.351684299942188,0.175489474058357,1.19490269021378,0.101293810567335,0.049020136738477
"RIN2",0.335992202682607,0.150007074520923,0.113092029286054,1.194819095021,0.971525894708918
"PTPRA",1.41381244091321,0.206658034514931,0.79568871422565,0.881091580900774,1.57336762251793
"DAP3",0.967447194837503,0.0254436515883206,1.49954874378036,1.20340913770748,0.111666501524343
"NES",2.09950106721957e-05,0.237537752530623,0.347678533014344,0.00761545800769927,0.000334868693263816
"CRP",0.00211391620740646,0.0365045156296328,0.000305075832342493,0.00990274215307941,0.0152552343870058
"RAB25",2.22448546595152,0.0787740156324971,1.90654823594914,0.546250076992117,0.00109502458061701
"APCS",0.00899393213834949,0.038375316015894,0.00112200296241064,0.0052021600649039,0.0102858376496848
"ACY3",0.000109794486904164,0.0271177308046271,0.0412037188112884,0.0308342841848639,0.00468797120754435
"ALDH3B2",0.395627691922103,0.00190895065923001,0.10916337667184,0.15443328087996,0.139692712792575
"TESMIN",0.948851618468971,7.19041226227161e-06,0.129096438201944,0.26559833296156,0.07505024610421
"NASP",0.00380609710718981,0.319715764495285,2.17397776105038,0.76576033452719,0.00204195348623229
"CTNNBL1",0.300195368004811,0.0454228166383502,0.413684142911276,0.195205253970516,0.0673072493154475
"RBM38",0.000213657083541806,0.162532463036201,1.34455039217126,0.0317882451538789,0.00380111235634716
"VSTM2L",0.142364238138265,0.00183406959522294,0.389628415815293,0.00924930450240413,0.0478097859444499
"OSER1",0.295824584993741,0.00459784974110516,0.421614751566639,0.511299941692346,0.347653034918522
"SERINC3",0.706056154018852,0.0890184777743892,0.0847887318076408,1.41196861006235,0.94826099783156
"PATJ",0.814368696227162,0.037301637838302,0.00226464666771685,0.935419621868482,0.332453959794439
"KANK4",6.25975275487274e-10,0.0876509777967048,0.195123914625911,0.124562167404482,2.54948887831473e-06
"DCTN4",1.58580646865285,0.0132129936538028,0.0331767620411669,1.74652394373472,1.46098572003732
"POMP",0.350544520994407,0.0348875227828292,1.65075569660485,0.452692362957502,0.711205104809973
"ALOX5AP",0.327828366393043,0.210576358086379,0.837267757755862,0.421255228436635,0.573738424606116
"HMGB1P5",0.244292145420442,0.244935538539582,1.70875467421714,0.670823549143206,0.322578202187597
"MYH10",0.0178474544645746,0.64355764677394,0.137580938706729,1.61555479345923,0.588031057353929
"CHI3L1",1.78625035295381e-13,0.0849271343256939,0.394877520780592,0.000153377764471839,4.57992895586206e-09
"CHIT1",0.0362979559117312,0.0439602362194235,0.0687176326950983,0.00132383145635794,0.00836555970762006
"LGR6",1.60306448581678e-06,0.203607105233225,0.189573210197214,0.0812349276584187,4.35282263672266e-06
"DCLK1",0.439027995841615,0.0133404927851764,3.58510231359903e-05,0.0647736844312043,0.296402800976563
"POSTN",0.0634955170660196,1.58892223901065e-05,0.135972240399489,0.38826277347569,0.838794773138386
"TPT1",1.10953449312603,0.938768482117356,0.764547175872395,0.146813054739621,0.801385064123345
"BEX2",0.638534018086802,0.601905234728345,1.17626798558104,0.193742672631994,0.0422434892550488
"TCEAL4",1.32447878240151,0.00558199893992516,0.0295767136505146,0.185145721828279,0.281005532677252
"BEX1",0.319498179628054,1.22763543907467e-07,0.00471817618081257,0.00807119729033026,0.0107068845543893
"SLC39A11",0.888573518890756,0.000500596827448421,0.312442843041421,0.53285075798133,0.369604850934296
"HSPBP1",1.58692813363666,0.137740454060902,1.97205307573143,0.00170548201150915,0.0477734557652345
"CSNK1G2",1.30233410524313,0.413119618575482,1.61670948207914,0.0296099938159825,0.0593946428990011
"CNDP2",1.41479519657732,0.104707818307371,1.00922436556363,1.04693367120118,0.416887850015948
"MACROD1",1.02950780855036,0.124499216380104,0.892316634968546,4.2557534393924e-05,0.00513060353505708
"LGALS12",1.02997592657962e-16,0.521741249383114,2.61877979809618e-22,3.4608626024185e-11,6.72228912915648e-06
"RTN3",0.224332832022572,0.0823397696728324,0.466072867705535,0.68395534579035,0.4292049145375
"PLAAT4",1.24861940035863,0.000837585441014915,0.472577807185254,0.0121084744683625,0.299870865509717
"PLAAT2",0.439492408368161,5.39813472158455e-05,0.276840421658424,0.00223853455950984,0.147499079900704
"MYH11",6.624663462365e-06,0.46510640574776,1.48993372378866e-12,9.09569334058182e-06,0.0124304896949094
"CEP20",1.3063760080574,0.0769836912528911,0.57682420416007,1.85592829519642,0.640044481535271
"GSTT2B",0.141666127280383,0.0764067366423809,0.0751014351683439,0.000829936936868665,0.00427494948342323
"GIMAP4",0.0210549165746929,0.512608086320105,0.580931359977971,0.0939417257382366,0.642582856942301
"MKRN1",1.33755098820891,0.214076533893254,0.848477617422945,1.53985979836878,0.357357347156374
"NTS",0.100699425735765,0.00189568921397789,0.00148413719612473,0.00272198901279667,0.00377946489254934
"BTG1",0.56263295242959,0.698834394355122,0.59465944584888,0.760501892172364,0.317114268337558
"TMEM254",1.07290406890598,0.00275955483952033,0.354366129354495,0.673897922142634,0.363593585120546
"LRRCC1",0.0658119601479562,0.000547369440599475,0.308464717965061,0.684436298332291,0.0154647716132642
"LYVE1",4.70125788719604e-19,0.506189299518669,4.87955612472496e-26,1.4082233727453e-12,3.37816058638738e-07
"HSD17B4",1.23496856408554,0.219729834732365,0.00719258636997184,0.936699991912177,0.474054794766526
"SARAF",0.757968536593227,0.14082507711545,0.0151653057944029,0.386725723655857,0.176989523655603
"ERG28",1.49062528411975,0.212487367166105,1.87184582853689,0.991006578422686,0.721715470655914
"EIF2S1",0.355092056344719,0.112063858873201,0.36705871789555,1.29681020170369,0.0757435401445636
"LOXL2",0.0580560204482412,0.133892064046029,0.719952756422817,0.466863011044061,0.338464470455871
"PEBP4",0.293700936565559,0.0693755926239922,0.000210613085039115,6.16959958314818e-06,0.000967437556904947
"ADAMDEC1",2.77159717059438e-09,0.00150702704136254,0.486275874058445,0.221427897755276,0.000165910585371929
"MRO",0.0104815574559737,0.0426901859207294,0.0138688537687673,0.0169622691435535,0.0149416939651677
"CCNB1",0.0310572153252423,2.00478241932031e-06,1.76417816866668,1.04315169473266,0.00182306994620587
"BHLHE40",2.09670200657887,0.0189971228847581,0.0125699439944559,0.615965316056924,0.77416063580865
"ARL8B",1.07570007107968,0.0162316640796927,0.603373299360763,2.31900462720992,0.966879341328665
"EDEM1",1.17427453417755,0.106616833689188,0.0191764987554881,1.79155467071786,0.0672613841696229
"EMC7",1.75658703359453,0.358823467129039,0.751012261396141,0.810839112525838,0.0887420111228572
"GSTM1",0.211436521784581,0.0502259867787348,0.0220299094244613,0.0388089279399625,0.118589859211925
"GSTM5",0.00271952202923789,0.0593344643742501,0.00680124050539089,0.0033097356978925,0.0529438114240083
"GSTM3",0.915580602172193,0.00124126299575364,0.00355869276506509,0.055361144296756,0.283846451744015
"VAV3",0.958069893692429,1.13852947986539e-05,0.00466588344377237,0.408981566547029,0.383694522779676
"HMGCS2",0.146825718299618,0.0537056850021566,0.0164893470126979,0.0197841903312949,0.0971382444163339
"SORT1",0.161491411770195,0.26259598823811,0.299807169512539,1.28863585653224,0.16598740309307
"PTGFRN",0.267871884581919,0.140861893766764,0.546066876592919,1.20836687789013,0.709135907461045
"NOTCH2",0.0424652535197784,0.195071855672635,0.020247077736617,0.782371279454437,0.061921230409359
"VTCN1",0.11589775862429,0.127685575761503,0.113532431799084,0.174653396453931,0.0282114145309651
"ARF3",1.74501924011488,0.00196889593001623,0.587067285369644,1.06326765562487,0.847994137892228
"TMEM106C",1.14260785843259,0.00237191059280032,0.838515477447223,1.2087437391176,0.0354651198476658
"SLC38A2",0.125919078901473,0.113870218121004,0.143787870004185,1.279877465984,0.801306064606541
"YWHAQ",0.0715667476403461,0.241593495038903,1.29936005626307,1.93592744442988,0.0265648490219943
"RSAD2",0.00184237905301479,5.40887543477331e-05,0.374152986259091,0.345803416677585,0.021061612119397
"CMPK2",0.00777153586656975,0.000573658899555487,0.455061774393777,0.402556316070482,0.0138313181422573
"LDHA",0.197402253045941,0.00953239694621356,1.25528548059033,1.67951654326614,0.211712454600514
"SAA2",0.000130777036028387,0.199668285212505,0.00408034489821178,0.0060778354937637,0.0231241503862209
"IL6ST",0.372066610075401,0.00280074495658709,5.11106746820527e-06,0.167151357648613,0.371642417555224
"FST",0.119536874987748,0.0403827345649725,0.0185060253341247,0.0457827311112752,0.0876317804567408
"TIMM17A",0.904338592601853,0.00159311788457997,2.02071266944203,1.82083040810326,0.145962726363199
"NARS1",0.0853760109816072,0.00943553603349922,0.876083553970652,1.79118468773255,0.576595234943754
"GRP",0.711761487739308,0.249228637680866,0.0408355091493329,0.0314379975221641,0.214632856179411
"ECHDC3",0.175816775624744,0.570737297290763,0.453458172452815,0.17014472411986,0.053181139344794
"EMP1",0.00382802790807126,1.04193233445493,0.0340346742810195,0.0947555528872466,0.408069448588646
"RERG",0.622158708809241,0.00549148738433909,0.00111549694950508,0.2512314990006,0.086472997859755
"LRP4",0.0425774972168025,0.0182298674807486,0.00595467059894125,0.0190159645194483,0.0292715796123793
"ACP2",1.13091576941563,0.0181034293005408,1.64684384188881,0.477974073759398,1.04472004115402
"RTL8C",0.416034125682451,0.738797666497197,2.48903718477521,0.138626777531771,0.747766316221665
"STK26",0.00329153236548214,0.000280475066512947,0.439396902809879,0.708197443069478,0.00490881127697773
"PUM1",0.693971494269236,0.652110486611651,0.148635643615483,3.05903301872866,0.937427651277203
"PHC2",0.813642678697523,0.83324746762626,2.23908981930143,0.698705521766044,0.468098346512052
"CDCA8",2.55963058880541e-07,1.75884222808588e-05,2.09885983810321,0.547355599384505,2.27697815144459e-06
"DSC2",4.09664995092182e-11,0.0916718727940155,0.447474524225517,0.218024353263282,1.16982792506565e-07
"DSG3",4.82659878074248e-20,0.0788091906267885,0.354556117649402,0.0255517564013362,2.66835071025515e-14
"ELP2",1.00830090614748,1.6320187995405e-05,0.000129830745605266,0.364064531531332,0.167875036026801
"DSG1",4.58793873382798e-15,0.0216446028130648,0.133723237837455,0.0196188704046465,1.68003103666556e-12
"DSC3",1.29878736212041e-15,0.161885754893954,0.305952010088671,0.0530452453227024,1.19652087330395e-10
"SLC43A3",2.92579263244582e-07,0.13286605595406,0.428591587482842,0.0361325631612869,2.94019654949946e-05
"TIMM10",1.01753968536516,0.106606323014419,1.81544678371381,0.136605759231311,0.222590576705918
"APLNR",0.301036349421678,0.390604830345942,0.313366318241279,0.183690397451737,0.574887283328541
"FADS2",0.00694578540609435,3.16174488533603e-07,0.355931587794363,0.396801962332469,0.00412212080800916
"TCN1",0.147580473476183,0.0392407244780929,0.0468839218687425,0.00139657794175407,0.00173003852815669
"PDGFRA",0.00306591051483461,0.261369690241393,0.000423979930806903,0.225238943362702,0.0375951791809135
"COL4A2",0.0258763418760752,0.477891468153299,0.846063783525951,0.398651201326565,0.207697696804388
"UBAC2",0.723148923597334,0.252712635599271,1.78992990438224,0.496749175067168,0.603713765421644
"ARGLU1",0.811317934853862,1.14789548813572,0.570787342298513,0.725387558746407,0.329148522753313
"ARHGAP32",0.464178625931666,3.66887530918298e-05,0.00186908693531606,0.491793928995186,0.27896916644409
"STT3A",0.245203506305289,0.106737609386472,0.844475399413049,1.52797541784467,0.286111389226451
"ETS1",0.00428494783979556,0.838069483560583,0.47568002845527,0.947947665258,0.277265079067446
"OSTF1",0.731018839507269,0.404680931450577,1.77892864873045,1.31111328755355,0.813017488305132
"UBQLN1",0.394901343537724,0.0276189721687188,0.424405801358741,2.47143016708715,0.460579731451435
"ANXA1",7.91313461739263e-08,1.53774874646731,0.00180736371031891,0.186592562536853,0.00655665216545931
"CTSL",0.00451933229996072,0.091828235587879,0.77529026553153,0.328266240593695,0.295282318422839
"GOLM1",0.739581632249659,0.000477435043584216,0.0634972056336515,0.479742612564591,0.184488145573895
"PSAT1",3.77715860915487e-22,0.00747274824800164,0.86047978612174,0.0332164352074966,1.24244187694688e-14
"TBX3",1.32726019783156,0.0117464786359164,0.00287051072272614,0.199401943899003,0.578962950646498
"OASL",0.0173795808355579,1.68507199577483e-05,0.660475723040348,0.131408088539435,0.00773313295539733
"TRAFD1",1.99327523803333,0.145824958394733,0.796129742113085,1.6479529702427,0.184710954960267
"TMEM60",1.09477160103425,0.244772302726686,1.4836606626235,0.459691713125631,0.720511326997325
"CD36",1.56730081112694e-14,0.8300365606006,4.35087420476542e-22,1.21326292227688e-09,0.000179236734303817
"CSN2",0.00176758149578617,0.0244540086234178,0.0138273297760792,0.0437634367113791,0.00748429069703124
"UGT2B28",0.00102878697058012,0.0895922798664174,8.83476444310593e-06,0.00595468420622899,0.07972531975872
"HILPDA",0.20375729645291,0.0306178017517237,0.768882350485698,0.503925876350549,0.0566227599675591
"TES",0.00286076296896307,0.456920189202609,0.745045816508547,0.817009511074323,0.077135551575568
"SYNCRIP",0.00555979881542743,0.26500617806938,0.755421343293408,1.97883769683486,0.00808787090848021
"CGA",0.0796583131810366,9.32230749629211e-05,0.0761006717282996,0.0393025061180454,0.00185060713685839
"NAT10",0.244427112535314,0.0197252161733255,1.03374209927187,1.11168247326846,0.105054535744349
"EHF",0.0078917160288245,0.362754796344484,0.163162911434748,0.825620445757618,0.0262450928833532
"ELF5",3.29217031869023e-19,0.165889391077341,0.35370668500709,0.00134285270727696,2.11243865864336e-12
"CAPRIN1",0.892061565070741,0.0179373293068734,0.311685332849727,2.64284771708096,0.232852953683012
"ATP5MC2",3.38980938605763,0.388520460935609,1.74673583513162,0.209072159494672,0.900403713265086
"CD63",1.59669774028241,0.252630231527834,1.54135010912188,0.0354454265817345,1.05414273901454
"ITGA7",6.16664497344499e-10,0.94123689822504,1.28625223479238e-14,1.43174552680419e-08,0.000192948792646398
"CDK4",0.154232449536054,0.067067544945313,0.610471000181598,0.382804622311082,0.0151562722694573
"PPP1R1A",6.28510380708836e-14,0.819387795105657,5.21276511957726e-14,4.40610830103103e-09,2.20557552999617e-06
"KRT7",0.00684948805449631,0.489137080074754,2.0082938608064,0.0438675085645064,0.0356030914885185
"HNRNPA1",1.45777731843039,0.662628841263001,1.48939272001329,1.0561600598763,0.368731476264128
"OS9",0.59590227398405,0.134329827051833,0.500033569675748,0.288277280764812,0.31224513016336
"MAP7",0.508514989196639,0.000882252391459322,0.448505528299634,0.873796209310324,0.379407552543847
"CD164",0.211851973437162,0.0270883934977388,0.0883966182878738,0.341783074862404,0.317089470058505
"PKIB",1.39010493449967,2.12714606595594e-05,0.000549419957255592,0.199782810535237,0.0272665390649062
"CCT7",1.59265705656594,0.347296687878016,3.11781549902696,1.65272236380175,0.162376958518215
"GNS",0.227048481274316,0.131628123227144,0.0956092910911623,0.918048014891358,0.863724088790979
"CPM",0.00016458312068521,0.66115176254345,0.00186437016210846,0.378794231324354,0.0457002453883632
"MDM2",0.193230010694029,0.000116117799906765,0.0133725385381482,0.27433285272736,0.089675318032209
"MPHOSPH6",0.0153102690865198,0.0867006952042495,0.798810596607564,0.328842503692228,0.232009571734554
"AGT",0.115504963235862,0.0241954351246181,0.161872190694984,0.0507518946791678,0.00111876778875421
"KCNK1",0.329098150358713,0.000255314129144424,0.702604378061662,0.896617224657295,0.173538123896049
"CAPN9",0.328797009142363,9.0136481577824e-07,0.0323730467608129,0.0480397953522493,0.13100972137428
"GLUL",1.31444506938779,0.000359783425761788,0.00760930948311187,0.382733139798253,0.767439137402993
"DHX9",0.631727037080448,0.0325662966219397,1.15392720705095,3.14452175033244,0.642250830965589
"NIBAN1",0.426771707786332,0.331020901653243,0.000191148760599546,0.235652399438006,0.505074072175468
"LAMC1",0.0352838852292338,1.22474793668071,0.0291604046223336,1.71978705577378,0.357267807165247
"ITM2C",6.22489115983594e-06,0.45878816785912,1.2043125378423,0.0490904965784604,8.84653852798936e-05
"SLC19A3",4.10951163367262e-17,0.564929631123775,9.59027044120586e-24,2.04232721400367e-11,5.05584746841165e-06
"SERPINE2",1.04494301531739e-06,0.171567822643905,0.761384331782437,0.242496750617333,6.75362885102782e-06
"DNAJB2",1.93868978726595,0.214677740628488,2.23773349032141,0.0511020428820605,0.663438538562069
"TMBIM1",0.00248678581333324,0.922925586530584,0.734130251203491,0.526623665673076,0.592055439174837
"CYP27A1",0.214853248349371,0.315142180634544,1.03936090660762,0.125346884028381,0.139298670479505
"CAB39",0.00924861848120259,0.256966712678614,0.488891629089447,2.17488500857955,1.47401730339142
"COX5B",1.03638406992552,0.24307735159196,2.13241229859915,0.0179026439644767,0.147712237500491
"TMEM127",2.01180157588032,0.0696724789527112,0.829664532772979,1.85802852927152,1.59794681301532
"CKAP4",0.449546968154469,0.0550456694238063,1.68559080547604,1.05028006890345,0.195109091623613
"PWP1",1.225793747701,0.524021467915578,0.605333358435769,2.6187569311342,0.116593935481639
"FLNB",1.81354407229406,0.0113397527551296,0.024141272351394,1.37596087024995,0.417813935302114
"CNMD",0.00375847269833102,0.0206832413776997,0.10196879444545,9.68932714990466e-05,0.00025157664577388
"RPL13AP25",0.514249295801102,0.186963520749878,0.536067773079253,3.90840964848611e-07,0.0003228132810214
"ITM2B",0.614837540014202,0.838267274324,0.266897574150807,0.283602961690843,1.88722833197896
"SPRY2",2.12552043609425e-06,1.48225063672082,2.89916116755828e-07,0.00224685809151315,0.0295921884290461
"LCP1",0.0128759310487938,0.258266257429266,0.978569207578292,0.776591159449755,0.211506799694411
"SCRN1",0.144130532180749,0.00337820585768122,0.202848380170488,0.905252338519177,0.195377600013246
"TNS3",0.42380152801006,0.418186287263461,0.0578195940656972,1.37240662570807,0.495163667598425
"GPNMB",0.000713454638937437,0.222735866946204,0.360963041484939,0.33977128155381,0.210011655446605
"RAC1",0.804496164265641,0.267516426450677,1.90668609829072,1.10796898724704,1.31139103545637
"KDELR2",0.525603679271471,0.0526861797977323,1.42914036290748,1.46202191527802,0.344260258935971
"BZW2",0.716634612897986,0.00165061645506477,1.21107312162444,1.24038550382584,0.265648624422699
"TTYH3",0.0531409548992078,0.135793012236882,1.43020349358688,0.536454656047182,0.0263309283528674
"ABHD17C",0.588811942024161,0.000368554526126457,0.68118416464382,0.282297092483364,0.372503672969569
"CALCOCO2",0.136497690720946,0.0046636874048491,0.152575609446929,0.315753085992013,0.473370691802647
"RSAD1",0.700937288247116,0.0559383972333365,0.429668257575009,0.0913400195803536,0.271786079401079
"VEZF1",0.748230906220626,0.0646404016263508,0.0127368453952991,1.36691005880677,0.551004491631556
"CHAD",0.724883755817571,8.85769491285505e-05,0.000142179940652339,0.0216706271441699,0.102907742182147
"TACO1",0.495411251294255,0.00357107350808715,0.931825628894417,0.213411906212426,0.265437689730291
"TEX2",0.488349078989595,0.0789053163384758,0.0908664591747352,0.911911017174844,0.0206269394914435
"DCAF7",0.381895135430792,0.00073232253462633,0.360574280372002,1.48811914463236,0.17716325806632
"RTP4",0.00209172820333246,0.0752269918435365,0.831876832774334,0.060824017584798,0.021030326485095
"ACTL6A",0.0164864905423192,0.0015269622437696,0.792872997296983,1.02078630176999,0.0320767039536498
"MRPL47",0.0873878198681036,0.0106391980888331,1.26651123957476,0.49972509069425,0.0490461414279399
"MARCHF7",0.178121016022205,0.222609853726201,0.264341211042695,2.42225452411148,1.34340347695773
"GALNT5",0.16518625160979,1.71419640464127e-05,1.20005073764863e-07,0.0783177396537795,0.0931033645570179
"SKIL",0.145137667364385,0.0011276782048496,0.0166565892978579,0.688198392505703,0.0599515709942793
"EPRS1",0.0720497572485242,0.0112482559632495,0.466354042593854,1.45694848666489,0.0178794427962343
"KCTD3",0.908159081466154,0.00555582257703227,0.000755706513779002,0.714344965630363,0.0791436429162327
"HS6ST1",1.42932565084147,0.117620292895662,1.37671729595985,0.644190760808464,0.22970424356424
"ABI1",0.0550487969890607,0.316962710300417,0.922637758834689,1.84938093570806,0.241427765077076
"YME1L1",0.320861240608953,0.0600811545352594,0.981990088425168,2.97889543222283,0.461154768701607
"DNAJC1",0.814072358445865,0.000108817083491172,0.0635000704422677,0.183168119544258,0.0179036978374039
"CDK9",1.07845810625066,0.24599913424212,0.54508724604694,0.191942641590442,0.100307887030076
"TXN",0.57619397460724,0.032224720606195,2.11341648603629,0.609052432070534,0.0860239763137741
"ECPAS",0.78703656185337,0.22967162377444,0.285628242988265,2.17550034178022,0.636057405111304
"KLF4",0.000955161181614605,0.681692619553221,1.09933900519302e-07,0.00216657854898786,0.182237575869462
"NIBAN2",1.00004517800358,0.285301986774679,1.19406078215442,0.682190560292484,0.0518790861219268
"ST6GALNAC4",1.17421056603597,0.0210742351252072,0.94128361695921,0.0329592047103149,0.407117686299959
"ANGPTL2",0.00355682807587213,0.827542144333197,0.00126009176118825,0.0574580460871351,0.719135729367357
"SLC31A1",0.205263419627683,0.0787518610497569,0.867330254479387,2.23798881919387,0.271848554306693
"KIF12",1.26192692661052,0.000915710469749539,0.00305006575943615,3.65529722045439e-06,0.000560226188030674
"ATP6V1G1",1.9822290159379,0.00233285569746112,0.855480996690997,0.764670844805508,0.663098948486134
"DPM2",2.4280868804553,0.0812696092807906,2.28357658715584,0.193041361984386,0.26393212741259
"PSMB7",0.513477295072039,0.092899889236212,1.36743417594235,0.283898764111162,0.432283320393551
"ANP32B",0.17411102243285,0.367443122346955,2.38231859370182,0.810889153865225,0.247187536086487
"RPL35",0.704870598555727,0.347204796737993,1.16888218842285,0.000741388347614109,0.0407250595444077
"LMX1B",2.02808257413868,0.000316142189945395,0.00168795577409908,0.276577591331849,0.238876955415656
"ENPP2",2.25056946135257e-07,1.10462903140205,1.64858875354668e-09,0.00141640527499129,0.0376262524418859
"DERL1",0.131754589690953,0.00459533286787886,0.956898200353804,1.44399433862629,0.375871105385819
"MYC",0.00612389900492918,0.916202748218999,1.29849281318975,0.295298282764189,0.040773589022066
"IL33",8.32286242919454e-07,1.20470262124003,2.16206699224688e-11,0.000177431879891568,0.0304451187143497
"POLR1E",0.00812442090120636,0.771299268094412,1.41944872295656,0.55180957386084,0.0112406828536036
"TLN1",0.193968526851101,0.857100283509641,0.243712988419432,1.14036827068339,0.202389009091078
"CCL21",2.80029082731206e-05,0.498844461731325,8.80368676711598e-06,3.35398505086764e-05,0.00712457343816238
"ALDH1B1",0.00362048725321805,0.0827903412994303,0.874044447344502,0.805268756709277,0.173105127805911
"RPS6",0.702191274831764,0.770593332136706,1.12446065175099,0.0987095222839967,0.00661392972966218
"CNPY3",1.19801147999747,0.259874043807149,1.65291062154468,0.0632941687022028,0.0104016271698889
"FOXP4",0.0480079274675599,0.111240984460233,1.1812937292255,0.604608630437835,0.00963525042728548
"PPIL1",0.320703459861537,0.026262171629779,1.96796437866122,1.75288312877083,0.0100902035251612
"PIM1",1.40515046293473e-05,0.503495139583992,0.96554958884351,0.163896628725678,0.000431631711732424
"GMPR",0.135544281231801,0.0875953524804839,0.512807402223252,0.180383327461101,0.00275029890452036
"TFAP2A",1.20497108357874,0.0105081363073514,0.402859403508588,0.724309516143575,0.179437172539
"YIPF3",0.957573550527512,0.16649268855199,0.892327621720387,0.492799213113472,0.0524179236532
"TMEM63B",1.21044412807823,8.49254737947948e-05,0.959893651459261,0.971623887759839,0.121872284172895
"TUBB2A",0.669809476539936,0.665401840036185,1.05953638542737,0.246994286521047,0.0651731105380721
"TUBB2B",1.09232423874064e-06,0.127944822445141,0.329942521419902,0.00127852985254045,9.91881201397688e-06
"HMGA1",7.2636463921753e-05,0.04356855957934,3.01399630760034,0.0967374015837478,0.000581858221833067
"TCF19",1.97901582412697e-05,0.000340108012124957,0.714174786820046,0.461054171746555,0.000175701138585203
"FLOT1",2.46469815600503,0.191142094329787,1.3406974366607,0.067242070677326,0.355016552831817
"IER3",0.845354868850298,0.00933084546951919,0.190746317261283,0.0280205999989945,0.0321196404504744
"TPMT",0.300352931110698,0.0120545994375172,0.375865046866168,0.619742164766115,0.0888449656085792
"RNF144B",0.0745352328580919,0.0854648773145755,0.0998995426932059,0.334518065805526,0.152636296094786
"MTCH1",0.313419874889171,0.302568623739507,1.76899135245888,0.480256576359253,0.25122683408344
"FAM8A1",0.380826763488476,0.174154786349945,0.022416404618866,0.892527854630827,0.245207190299616
"FGFBP1",1.99605349278586e-14,0.057232923051066,0.17621976280463,0.000103945844937455,4.73215312693684e-10
"FGFBP2",7.354011285554e-11,0.187436474645063,0.149470769039287,0.0283133411269784,2.80707824747282e-08
"THAP12",0.0142856543203613,0.117819976111638,0.314574960851677,0.685280327605323,0.124538127193219
"NUMA1",1.80414858463793,0.165947992545606,0.214032781480894,0.105471593346119,0.730510119467545
"SYTL2",0.333849773998536,1.56749448800504e-06,0.000269991672638467,0.213493187435639,0.220064857386969
"RAB30",0.822653679619547,1.10711388250334e-06,7.8146188207644e-06,0.486417076228006,0.288494095467042
"LRRC32",0.899213662107288,0.730244117888944,0.0844321487779353,0.415271376239644,1.14064273453651
"PRCP",0.327937287016484,0.0628449530745526,0.146913801696776,0.274373626250903,0.259802824910466
"NARS2",0.12288387096949,0.0343172102974448,0.217456378498112,0.344049162411959,0.0436948304380798
"MRPL15",0.0181548125545681,0.033951332422758,1.50138226413341,0.63399672462704,0.0237179961923844
"PI15",0.145575446685379,0.0672481952643146,1.78260045154078e-05,0.143470724989397,0.0301128271461908
"SULF1",0.116063090204504,0.00013705999152538,0.0764040314968543,0.46702728721621,0.13158577150339
"SDCBP",0.00519882009209827,0.382073921394798,0.555503685480579,0.946344175420092,0.264466796815404
"DDX60",0.293657813813097,5.14361554539232e-05,0.124101346985543,0.945825335581513,0.134278446479671
"MMP7",2.84925392517103e-17,0.0701779031596673,0.506038315309101,0.000490341923348898,2.30334543447704e-11
"YAP1",0.0172354832224957,1.73104054021509,0.0177903146664495,2.34930684852756,0.605983679295086
"TRIM29",1.04886919265499e-10,0.672575522374481,0.521113648462578,0.00333055807883593,1.09711540666765e-07
"FDX1",0.0340782160772097,0.106465886765136,0.15182636264021,0.104644547351686,0.0530516132561114
"MMP13",0.00155162488902793,0.000191387558099213,0.144104196747269,0.0632149405793269,0.0595782475622845
"SQOR",1.23380857927344,0.0124466239305544,1.16494825449529,0.122259556985562,0.842673592053323
"THBS1",0.442294901662007,0.229832884550382,0.0310135799614564,1.63447815812951,0.0547625446697108
"ITGA11",0.128215153844964,0.000517466455642843,0.178466994172545,0.462588230971587,0.766759896364313
"RTF1",1.6134725950268,0.0804921145710597,0.296836059524342,1.77628176918899,1.07683018228224
"RPLP1",1.81950514142343,0.631204161834053,1.54829783964425,0.00264136755483433,0.115757098120431
"CYP19A1",0.0081692713397284,0.0358946892946864,0.00969513143755892,0.0171952219550316,0.0221703302744236
"FNBP1L",0.329104600505351,0.114977277983724,0.120377770407796,1.29805037762812,0.117012410319337
"IFI44L",0.00973676883361085,0.00127815655494331,0.379634718408813,0.339002873971485,0.0242479993212207
"IFI44",0.00244648175661475,0.000517872399540517,0.793440741758809,0.366777947239686,0.0226105659311188
"RPL7P9",0.408831825248891,0.194779149469503,0.969355978542056,4.37105010232366e-06,0.000163619578787833
"CLCA2",4.10100984289907e-05,0.00794819495331538,0.14229337863212,0.140418671396469,0.094908796190267
"HADHB",0.738298361933064,0.366216503132531,0.717613186679521,1.20005222922999,1.23604215571873
"CYP1B1",1.54033071711486e-07,0.0698424573914717,0.316044459585373,0.28377083363943,0.000412250495317665
"RAB1A",0.0357360834218266,0.0849875433482722,2.14318962142109,2.16034849224485,1.52435363287041
