"","LV1","LV2"
"HK2",0.449935877395168,0.458451244209881
"UBASH3A",0.377827676569645,0.545805430703959
"TRAPPC10",0.947935965624956,0.670722803158854
"GAB3",0.456245807394683,0.361816681347411
"PRMT2",0.981355591640901,0.804204478602457
"ZER1",0.163036505520303,0.710142241058405
"ZDHHC12",0.488538417601043,0.670788916558686
"DEDD2",0.36343066574296,1.09795498249051
"NACC1",0.29458795647059,1.07947674803815
"SCGB3A1",0.278379807296251,0.236231570136791
"PGAP3",0.602004525314883,1.01533576979833
"JOSD2",0.482805739489821,0.877198638041309
"ALOX15",0.286498605627551,0.218098548415559
"CZIB",0.797387745284745,0.873595839144061
"KLHL21",0.792069967938774,0.63301445040895
"ALPL",0.274442378463389,0.34990797826958
"COQ8A",0.456493123868146,1.18192702411408
"ARHGAP25",0.37613325892826,0.924870107390069
"S100A12",0.381172329328936,0.109209833339323
"NUAK2",0.424882921699176,0.764154274082589
"ICOS",0.842733452070034,0.224921615558355
"PPM1K",0.480655648149788,0.252437532591476
