"","LV1","LV2"
"PIP4K2A",0.166332056849872,0.713051043008166
"RILPL2",0.49188200068401,0.578448748586394
"UBC",0.543551937069913,0.786441234124287
"IPMK",0.829263912079667,0.0847166489076148
"TWF1",1.01939996954748,0.120189422560932
"NEK7",1.09619754543477,0.156569798089919
"VPS26B",0.47431951020463,0.903910440857759
"ACSL1",0.433566166722746,0.285869136688987
"PARP8",1.01363607307309,0.153642011378498
"PDE3B",0.777299751598208,0.335514630772222
"BCL2L11",0.338073718835965,0.476374338425323
"LPCAT1",0.449826282815221,0.807333331249826
"CMTM7",0.527483212213437,1.0007367556648
"RMND5A",0.628813204835091,0.762857606738289
"RPIA",0.327302003474926,0.284189405857594
"GRAP",0.66580782006111,0.671853994124744
"ATP5PF",0.629541612362981,0.142300170892758
"PIP4P2",0.876103172217544,0.269319822189021
"ZFYVE27",1.02871891537433,0.685919212049833
"ZCCHC10",1.07052831308946,0.0963247035765107
"UQCRB",0.573770438607775,0.0508504752231661
"RAB11FIP1",0.404839808990552,0.763343102907314
"NECAP2",0.614550633060032,1.02355771200591
"TMEM164",0.34558727452708,0.737271170516298
"WASF2",0.447548822036299,1.12006823868369
"ZC3H18",0.240571944541559,1.22674415666622
"ZFAND2B",0.679649695494313,0.733332347574541
"PAXBP1",0.925034671012716,0.160903347062894
"CSRP1",0.466181793853745,0.960458569402953
"C1QC",0.0443467180589115,0.0603771424855496
"ATP5MC1",0.498750317557919,0.782383018858134
"MORC3",0.941656695373048,0.267293773531051
"TNFRSF13C",0.566677293137366,0.474101412075403
"ITGB2",0.184165935764003,1.13674074268686
"MCM3AP",0.75920632461741,1.14226220962511
"ST6GALNAC6",0.779533085822474,0.643751209707301
"MPZL3",0.643576601047073,0.323639174666877
"JAML",0.601678655193962,0.55783985062352
"CHTOP",1.13614049452465,0.545225780333042
"SHC1",0.433502660808105,1.17580970636824
"RPL26",0.524542452724668,0.0406247980100345
"PDZK1IP1",0.117732707741192,0.378743759201103
"LAPTM5",0.346896966281027,1.0248205730231
"FAAP20",0.582348850600808,0.777937471477153
"IGSF8",0.493289590494035,0.933771515284669
"FCGR3B",0.71883046859038,0.627759332308266
"CTSS",0.954828802521622,0.275912486426113
"VPS72",0.48693310032466,1.16580966053418
"ERCC3",0.815071277395548,0.770542699226989
"RNF149",0.498905560391554,0.265871344598968
"S100A9",0.597573637498698,0.202152841095846
"PMVK",0.63822820179217,0.813779480469255
"YY1AP1",0.145451049022547,0.696560335557979
"IGFBP7",0.386255582711895,0.230701441006346
"CXCR1",0.340121093344402,0.63265544796845
"ARPC2",1.05361622049669,0.418372940523119
"CCT3",0.500242497780156,1.05231835204414
"TGFBR2",0.866432793182227,0.544277744912766
"FCRL1",0.707793694403304,0.321430886478991
"SUCLG1",0.942217427955332,0.776156899327717
"PYHIN1",0.528401222556512,0.457750072934099
"PPP4R2",1.14624603838772,0.0684834603554097
"POLR2H",1.00449872174922,0.467521348404874
"PRKCD",0.358513428951935,0.746629549824259
"GNL3",0.976693315327597,0.184214246679413
"ZDHHC19",0.177657718731392,0.0730272493607553
"APEH",0.365504512342851,1.31496559868853
"DUSP7",0.581184957920664,1.10380673534272
"PPM1M",0.847389653328158,0.835941511041091
"ABCE1",1.00216599222815,0.315439814024738
"RICTOR",0.747642338113557,0.0812399183677212
"TENT2",1.15517852029664,0.31788923044824
"CREBRF",0.864074545736819,0.164591993657044
"CAMLG",0.949431891674068,0.336592644506283
"CTSB",0.324801158898606,0.911619773499617
"PEX2",1.08189361015578,0.145912474382254
"GPR146",0.0921759399853269,0.316449490410428
"CARD19",0.572883750359981,0.444180396031091
"ENTR1",0.918742524280926,0.690883913796303
"TAF1D",1.03185832720632,0.12579150371046
"CLEC4E",0.781169283571932,0.299710373671072
"STX3",0.702811936175048,0.181000669035912
"YWHAB",0.30753911008553,1.2949720059212
"TTC16",0.313563627331265,0.325199047431727
"HDHD2",1.0647716961135,0.423204920285161
"MIS12",1.02005500647432,0.226051501843629
"VPS37C",0.53679861737201,0.914944073165022
"PXK",0.556024736744424,0.373268420844808
"PCMTD1",1.11213441196795,0.0999340202203898
"TMUB2",0.625534568802537,0.762134955205496
"NDUFS5",0.636876389565439,0.196696933207128
"ANKRD49",0.922832018267582,0.0711987563836882
"TNIP2",0.799987472615879,0.560953570885904
"HNRNPH1",0.660065946730002,0.398530318454348
"SLC50A1",0.824048585283571,0.630080882594836
"ADRB2",0.524369663866626,0.315654736184968
"HEXD",0.688062213917968,0.57030982173841
"CNBP",1.09056402199886,0.246114152522051
"LIMS1",0.67598881962802,0.544546848107889
"CSGALNACT2",1.00126213082654,0.12876100249706
"ADPRM",0.922125743883671,0.238355162238275
"PFKFB3",0.218731848343501,0.113923104082419
"HSPA4",0.531015159038936,0.976441851552871
"OSCAR",0.400544896867536,0.729472947249184
"CEACAM3",0.658993374288246,0.435190187532935
"FPR2",0.397942000337845,0.46785802364217
"FPR1",0.398135491940875,0.686192314075015
"LRG1",0.213592234540579,0.332288514762839
"NMUR1",0.510661116711947,0.443823632787322
"CLSTN1",0.201102633581227,1.13269869946884
"PIK3CD",0.363133612312637,0.897497400248704
"RGS19",0.479654132100776,0.581238333111741
"RASGRP4",0.361979085167809,0.715587052330316
"NINJ2",0.27023454567821,0.65605709277146
"TRAPPC12",0.452523309942343,1.01649129178606
"MOB3A",0.271278604422481,1.12110892876308
"AZU1",0.0898948085617965,0.175472042657067
"CLEC12A",0.590277758650189,0.181713760881964
"ZNF24",1.15351225633977,0.137276861214254
"RASGRP1",0.752779122812803,0.540734959561027
"CHCHD1",0.794326626373732,0.282247558163146
"CORO1B",0.5552767119712,1.11541733271409
"RNASEH2C",0.690561538047385,0.528793885475704
"ANKRD13D",0.891952129327248,0.757113315781732
"TNFRSF10C",0.41511731126207,0.557450069278107
"SULT1B1",0.412402911719665,0.186245001046267
"PLK3",0.713448534109543,0.738703450190624
"CCS",0.511830236723417,0.903839164911378
"CEP19",0.590104711081072,0.399952321753421
"TRMT10C",0.945539875895363,0.195084749476975
"PRPF8",0.158646396905295,1.03748322397916
"NDUFA11",0.460772272164743,0.753659345645746
"MRPS22",0.994947916861918,0.246603711980473
"PSMD2",0.214517680218703,1.34377513641091
"PLEKHF2",0.92913576878202,0.129294881282925
"ORAI3",0.586569299156984,0.964341270328333
"FAM91A1",1.15355040444616,0.169294477947339
"WSB2",0.586162682415024,0.364410411689624
"PNMA1",0.737406563781572,0.656749872790112
"ARL6IP6",1.15011641252373,0.139510637916439
"DMAP1",0.478572600126791,0.923692129879606
"EXOSC4",0.208269534024233,0.575664819344623
"H2AC6",0.660019175220014,0.403872414883245
"ZDHHC20",1.05836363082233,0.210250306633049
"SSR4",0.676476006286702,0.631172594132784
"MRPL14",0.757888868429545,0.39466207654605
"SGSH",0.953349749570933,0.821351514265315
"IST1",0.388728742306217,1.2324822612612
"RBM10",0.304379930739689,1.18843328875442
"ADGRG3",0.484882867249337,0.476111237533973
"EWSR1",0.578298773225029,0.94028422827396
"SMDT1",0.560730024921177,0.380220268976086
"MX2",0.1714319669672,0.161875254403619
"NOG",0.672755006118186,0.486216751638498
"ASCL2",0.172873724656955,0.342314266018405
"KREMEN1",0.372821772700254,0.180156816256761
"NDUFA12",0.630012389498789,0.61040836977748
"SUMO3",0.712712251682313,0.68322907503138
"UBE2L3",0.236035878003705,0.975082809812633
"BCL9L",0.37015974309032,0.772747992874338
"BLOC1S4",0.846303531273658,0.9158259844735
"MAGEH1",1.00815343287947,0.509362866251981
"TRPV2",0.3043361331739,0.878068339510759
"UBQLN2",0.59987235101104,0.630261822696595
"ARL4C",0.677801955630514,0.628262235895914
"LAMTOR4",0.385868497284075,0.540650303318331
"PEAK3",0.374850099749116,0.903160074463956
"NBR1",0.402717585161456,0.927443327308519
"HACD4",1.02807864435541,0.14417214157628
"NELFB",0.483045651088056,1.16129539990945
"RNFT1",1.08685301070605,0.0703282668589266
"LITAF",0.274706558246135,0.659380820465817
"FAM53B",0.400589988650452,0.911889107296587
"SLC35E2B",0.823745872433348,0.687921365407582
"NCR1",0.502699207521441,0.584161680907979
"TDRD7",0.198928241055808,0.0969119451480508
"AKR1C3",0.451874412928247,0.128682663460667
"SPATS2L",0.0639863801798548,0.0498816254613197
"S100A4",0.429997283935889,0.70746006469213
"SEMA4A",0.328974566890464,0.716165305148882
"CD55",0.575379959247073,0.276532401582365
"PRPF40A",1.14468597750301,0.23968377285843
"NACA",0.821364658298672,0.533124854643081
"PLXNB2",0.20986716266237,0.546481344407634
"HSH2D",0.287293350489108,0.246874204752078
"GM2A",0.33314581677869,0.422056212952369
"ARID5A",0.318551099437205,0.470171171820503
"ACSL5",0.334724863786871,0.732227966555772
"ENTPD4",1.00556421460404,0.307125204899957
"SERPINA1",0.328803290789986,0.731096141737791
"MAP3K5",0.509264831132336,0.664016264792317
"GZMM",0.435250164511052,0.637812228278629
"CFD",0.285828318270143,0.473745839691817
"DDRGK1",0.826602135648366,0.83284875488472
"CARD11",0.522122633355008,0.947598208851826
"STK39",0.419573270945776,0.632333124518185
"GK",0.412692942401001,0.0371878701596994
"SFT2D1",1.09955831411692,0.177418485159481
"CD247",0.622928918148529,0.914275912235882
"R3HDM4",0.251790082550411,0.751317626070848
"LTN1",0.826149696146371,0.141703434227419
"CAPZA2",1.03319416478685,0.0310687238350819
"MAP3K3",0.472673325229718,0.819693069641396
"RPL39",0.653652287051317,0.0604988478143511
"SMG5",0.549510708343351,0.747452807234897
"COX20",1.06377893592963,0.24011802880507
"FCGR3A",0.507633873785441,0.57991972293325
"H2BC18",0.542859748699203,0.0761906312440147
"GDI1",0.57065946104472,1.16907973828985
"PCMTD2",0.928933671080361,0.258915676063201
"ZDHHC18",0.484220750422834,0.568020959071503
"TMEM273",0.608951236636335,0.252727973115582
"RING1",0.631247968141495,1.16641457821742
"HSD17B8",0.686066155620695,0.865661852682555
"OXLD1",0.928215308986655,0.48649119921512
"BRD2",0.666564414714886,0.983398034519723
"AGPAT1",0.228818093778118,1.00676371840613
"EHMT2",0.405136069588334,1.18835177282278
"CSNK2B",0.146752872476498,0.932720989830855
"BAG6",0.0994409667919994,0.584352495112289
"PRRC2A",0.244752562794463,1.13927584121807
"MICB",0.358672645722037,0.273378525491623
"RACK1",0.69940253828363,0.747386633691579
"CD177",0.079298068278254,0.024108952867277
"SDHAF1",0.883358192679488,0.63111091658807
"ADGRG1",0.177099928643813,0.371818268392996
"CKLF",0.783055826029788,0.106556746337254
"CPTP",0.370833842741319,0.99286290859451
"HSBP1L1",0.731309970558467,0.488248382249878
"WDR46",0.438241546367852,1.16357194402364
"PET100",0.743831355472394,0.232277379260196
"SMIM26",0.685503040294482,0.213827026935722
"RPS28",0.452057372388294,0.537815993437728
"ZBED5",0.871160869951424,0.10999547690039
"RBM14",0.432521665915503,1.06588170383114
"ARFGAP3",0.896463204848843,0.79008407406478
"MRPL33",0.905531580441888,0.345348437823277
"STMP1",0.238641576717739,0.210524486925493
"APOBEC3C",0.212875254103748,0.786641321298665
"ZCCHC3",1.01807933875395,0.441018732091899
"INAFM1",0.219232214975267,0.591867099249953
"CORO7",0.327329883123958,0.953764019980914
"CFLAR",0.750181198489611,0.278232369977553
"RBM5",1.18040916277395,0.269124528949588
"SKAP2",0.606520829593639,0.637075089387331
"POLR2J",0.45028915338513,0.627696866239524
"MPO",0.0914816836639712,0.202588820695012
"REX1BD",0.589750848330312,0.587380385121228
"LUC7L",0.858452611114747,0.661740308901313
"MYLIP",0.700017663136885,0.530882440433993
"TRAF3IP3",1.00501481133672,0.774952194211365
"BAZ1B",0.369984654274525,0.981289705527941
"UQCRC1",0.231470944398861,1.05362953260493
"STARD3NL",0.998904561934904,0.106810456925192
"RNF216",0.638199877373541,0.628878689152562
"CCDC88C",0.67435672482439,0.598450017646051
"BID",0.590843097289712,0.477308162803749
"SLC38A5",0.113407100734543,0.502044320598529
"RALBP1",0.39315175040314,0.762426032701253
"SLC11A1",0.440102627297635,0.255181733555827
"PLEKHB1",0.449273096028016,0.823098741464478
"ERP44",0.373905558546755,0.18282015544257
"RNASET2",0.331070916038399,0.653290184918352
"PRKCH",0.487096389608011,0.808624952673949
"RNF19A",1.1902671464987,0.250886415613836
"TBC1D23",1.16445615625408,0.114315587082989
"MYOM2",0.19733987497498,0.16787083337687
"RPL26L1",0.923100825241499,0.136883832563531
"NSUN2",0.565896878607689,0.87761801838482
"AGA",0.879077785672241,0.454211788049461
"PI4K2B",0.355221985482802,0.0437874964161324
"INPP4A",1.04169952486269,0.451950493191133
"CAPG",0.345313811281944,0.742277914538527
"HSPA5",0.195400773218211,1.00685781758056
"OFD1",0.850475989119862,0.474869755506356
"TNFRSF17",0.296512715933607,0.135492972034801
"CLPTM1L",0.415920854940403,0.765492208724514
"TRAPPC3",0.85211713052975,0.962929398669637
"THRAP3",0.287316957613626,0.990138780833656
"PHPT1",0.471999190373805,0.779666261307265
"NOP58",0.919129719865624,0.172071869738877
"CUL1",0.256249496354844,0.522815890432629
"EIF2AK2",0.195588977580892,0.0776486119864079
"ATP2B4",0.514354112228248,0.622612836837011
"YIPF1",0.354281774973527,0.504580348477164
"MXD1",0.634864280180031,0.275396085061677
"CDK17",0.691835773938753,0.0728656959690936
"SLC2A3",0.32546686156572,0.400996520651084
"YBX3",0.15147699806521,0.389965247421202
"WNK1",0.327576164637555,1.01881614508347
"CCAR1",0.960303948814748,0.389496358844543
"OGFR",0.310600726258638,0.725452540150064
"GNA15",0.362078259743729,1.05438516758557
"HDAC7",0.579171432416494,0.862188410853279
"MRPS35",0.945915837255636,0.543562657643651
"VMP1",0.880557637889508,0.18925969602061
"CASP8",0.880929319757059,0.184698708596992
"CNN2",0.295138441616345,1.05196103399923
"MAP2K4",0.836372016012316,0.490501542336838
"PPP2R5A",0.689057751153446,0.432238117558915
"KLF6",0.881858155693209,0.364917970761169
"TRAM1",1.07166823034306,0.242068925807269
"PKM",0.167135050668467,1.29771452629617
"IARS2",0.145540019307241,0.48384475774664
"FAM3A",0.632799087936768,0.782787467840791
"RDH11",0.613345865113745,0.828713310876144
"PRKACA",0.263257127628319,1.23836583519226
"GSDMB",0.680760634265465,0.444773041111244
"ANKRD13A",0.412236512770284,0.610499715747996
"XRCC5",0.584029875888195,0.654664314510111
"PTPRC",0.837748924535794,0.293113916758455
"WBP11",0.300959541392833,1.16807958523803
"HADHA",0.280293695060678,0.980475327744388
"CPNE3",0.330552065758419,0.496601344550729
"CTTN",0.121504827218795,0.83808769204356
"DNAJA1",0.763530269944952,0.119693051441116
"EIF2AK1",0.0996396079362956,0.440169823599569
"MRPL28",0.192773028356959,1.01288403254326
"HBQ1",0.221343540355504,0.54455709157188
"TMED2",1.08544478182146,0.188166947348602
"PPP1R15A",0.524595138982458,0.638781036211102
"CASS4",0.542242926323857,0.777915864832856
"PTPN4",0.962246590877779,0.341807643569423
"KHSRP",0.372061333307755,1.33882559272047
"EDEM2",0.565449589133582,0.515640838717179
"ANKRD10",1.00239480715682,0.376653758748224
"RPL6",0.737883768642611,0.188812096526861
"ANAPC5",0.667874929888826,0.976608077782744
"SLC8B1",0.657291054242677,0.701165698154915
"TMEM230",0.937370911560218,0.421977663120949
"OAS1",0.103392536530613,0.0745516323625222
"GCN1",0.425946326806669,0.847065127936582
"RPLP0",0.980718839510465,0.374730580763793
"FUS",0.35385530183913,0.805019694489099
"IGBP1",0.896086139489375,0.285657981166832
"FXYD5",0.367542999488992,0.990482579368943
"CCNK",0.35417647247017,1.34099488431937
"NUDC",0.175361830908653,0.942308994622847
"STRN4",0.664113428078347,1.13101232397923
"LYZ",0.648881056663894,0.375900622059769
"FLT3LG",0.431690601782464,0.64200739141972
"GNPTG",0.804892239943706,0.729586542511676
"CERS4",0.662771857685524,0.83081835450742
"GLG1",0.223127540909041,0.923867220227272
"OSBPL8",0.831145941966039,0.103779103648816
"NLRC4",0.303593914653634,0.429854245553054
"CMTM6",1.03102737460753,0.19144312530274
"NLRP1",0.765169606560847,0.539387334177175
"OSGEP",0.842380747197018,0.753732442110517
"SCFD1",0.865267811620529,0.285989650374808
"SNAP23",0.65502781503426,0.468489330626713
"EZR",0.220462419001518,1.03315511249658
"DPYSL2",0.189702843736582,0.748013612216651
"NUP50",0.775983976039209,0.398800040270495
"MAP3K1",0.764493372047886,0.346517631436598
"CRAT",0.144737829532305,0.710478197228094
"NUBP2",0.701689360831615,1.02543052036416
"CRISP3",0.100170139409162,0.113499622774438
"MAST3",0.431867525574802,1.03706221238916
"MYO9B",0.455544968020288,1.08482151597296
"BCL7C",0.609638635388626,0.485276876422814
"CIRBP",0.913278100083005,0.596361057223199
"ATP5F1D",0.384032340922845,0.813810482085336
"CDC34",0.186582732390468,0.510000298578726
"POLR2E",0.436457454827656,1.2050358678871
"CABIN1",0.622404001907618,1.15427233463387
"PES1",0.402401543186009,1.3342885957287
"MAPK1",0.757662065126849,0.406183678355013
"CYTH4",0.355568516348247,0.417643442724936
"SLC25A1",0.450298879904319,1.18013628432599
"LGALS1",0.406357794277826,0.566930261988611
"RTCB",0.334203215285163,0.426602810785431
"MCM5",0.419564858021042,1.27742408962614
"CBX7",1.0559664039988,0.879672220951562
"MYH9",0.115520397414448,0.993553635303902
"IL2RB",0.372557609539512,0.726603639364829
"PHF5A",1.01720390181484,0.124134205810708
"ACO2",0.115411830656935,1.23016824639765
"BRD1",0.793291658997305,0.526568814607116
"SDR39U1",0.858663465792184,0.794009631187129
"RASSF2",0.585143950061151,0.63100130571969
"VAPA",0.667909282578011,0.411418899385105
"PGK1",0.664538644144525,0.65553537118463
"SMPD3",0.292839044072593,0.175857578078799
"PPP2CB",0.876671348127781,0.487415480764839
"HNRNPL",0.491495540389841,1.07370161350676
"NFKBIB",0.396824407501302,1.16218350218991
"SNRNP70",0.867925416893143,0.698554941475178
"PIH1D1",0.612499589842022,0.895751354707003
"PLEKHJ1",0.642060829390063,0.73789773465094
"KLC3",0.138762915950337,0.327307926041382
"TNNT1",0.316221671970692,0.259650585565687
"RPS16",0.750640900341917,0.465386239451795
"KDELR1",0.3357816666681,1.26458912739209
"CARD8",1.09557522111824,0.173462147805857
"PLPPR2",0.446474985119804,0.940471828812252
"PPP2R1A",0.223815448575517,1.36671753806669
"JAK3",0.725673269606434,0.17779397557937
"LFNG",0.651236730174208,0.878846127381872
"TAX1BP1",1.06316850503438,0.126408828021417
"AP1S1",0.634396672488876,0.616388062375196
"GIMAP2",1.05180424711016,0.161463287464524
"TMEM176B",0.354607168694383,0.44637159682595
"MRPL32",0.867459200575255,0.136543518732027
"TRIM14",0.399744609201303,0.387140025287077
"SEC61B",0.650853828907616,0.443215267779342
"PLGRKT",1.02853116267446,0.364473938925574
"BAG1",0.189992784592335,0.430772419870406
"DVL1",1.0322881631032,0.706726987533971
"SPOCK2",0.426417526286436,0.859570956941777
"NPM3",0.895281914698772,0.657608611128523
"RPL19",0.772590594064455,0.636908117340999
"RUNDC3A",0.0723486253529807,0.259923412602787
"C1QBP",0.960493365125637,0.551447331779304
"DRG2",0.578771879401035,1.0671584848428
"SYNGR2",0.509977875693185,0.745054031816071
"RAB5C",0.358677121267462,1.10174318670207
"ALOX12",0.0829828170595446,0.562628663354802
"LUC7L3",1.0901037370664,0.198018597402654
"PRKAR1A",0.596781699547223,0.434662284867265
"YWHAE",0.353078069665858,1.04775110933895
"NAT9",0.886072257192535,0.731439312760283
"IFT20",0.934888931386437,0.155510971280537
"OCIAD1",1.10361434607978,0.425705370700369
"CHIC2",0.782171014933543,0.398158752622778
"MFSD10",0.422314225434929,0.974123766690132
"BST1",0.558835854701082,0.229215147712082
"PPP6R3",1.05766806122183,0.33727322238447
"MS4A4A",0.1946747247938,0.068101125100875
"FOLR3",0.150359360566303,0.0952356272259486
"EIF4G2",0.955273146834508,0.791950277666729
"IL10RA",0.669095103560397,0.79839717334879
"DDX6",0.666524268914349,0.654167389204924
"SLC15A3",0.359069407288702,0.946559909254644
"MADD",0.306871926735474,1.1650166143871
"SLC22A18",0.338136936188039,0.651226812037703
"CD69",0.873932943634166,0.0703355532611501
"CORO1C",0.304084415043829,0.930282467208488
"METAP2",0.902816207809767,0.243105357507517
"MRPL51",0.730412247117565,0.42012388977645
"USP5",0.284674058574485,1.32351392744825
"LPCAT3",0.297149031431362,0.720856119000218
"CMAS",0.972488786098648,0.392816506050883
"CLEC4A",0.995963301284248,0.263106103310462
"FGFR1OP2",0.939823694941764,0.0946011319518074
"MAN1A1",0.779752523753892,0.324975992370882
"KCTD20",0.869224742889669,0.854004604566877
"MRPL18",0.803477175347352,0.56439603675951
"VNN2",0.692611708093361,0.224937004051517
"C6orf62",0.835614468234298,0.107776859943659
"SNX3",0.227054813474698,0.105227650684373
"HECA",1.15968829538678,0.375895231071934
"SLC39A7",0.312627289753574,0.816009999261407
"SENP6",1.20227177057336,0.294856710169235
"TENT5A",0.246561294593887,0.079809842422406
"LY86",0.579254241413531,0.546229618358252
"HSPA9",0.434680075957825,0.836356157060301
"MRPS27",0.819950561264657,0.94836582732882
"GZMK",0.604828917654933,0.217803995194679
"APBB3",0.93609127235263,0.469771134067789
"BTNL8",0.606546622058169,0.506001415986078
"PPWD1",0.960608838383135,0.209238983201586
"RARS1",1.00699840085218,0.436079424293015
"ATP6V0E1",0.866427048925528,0.510029719922763
"SELENOK",0.37207899176605,0.127954908305722
"TIMMDC1",0.955487680019231,0.255433152106784
"CRBN",1.14071732464781,0.136671995046672
"XRN1",0.319913695051112,0.0994066292535132
"GNAI2",0.359539162005231,1.33848882382996
"TFG",0.36765136195587,0.875563046777228
"TUSC2",0.87315954792737,0.805934579296698
"NPRL2",0.750261187776464,0.778015970151942
"RAP1A",1.16076031581728,0.270095187594828
"AKR1A1",0.742750910238738,0.83455508645684
"PRDX1",0.600604619706896,0.402693661646302
"RAB14",0.945844979656585,0.668980934759582
"AREL1",0.513709952906479,0.632911504675907
"CBX3",0.995153006747736,0.159695966251831
"GLIPR2",0.427512713753157,0.597152423071956
"FAM210B",0.119395427484487,0.300259514804624
"PI3",0.305223681649493,0.376418105634716
"TBCC",0.946897368661232,0.200735851273761
"SH3TC1",0.488412595696011,0.739334344122316
"SLC2A4RG",0.783743904980482,0.95956462465448
"APOBEC3A",0.481073677266173,0.108261789870869
"ELOF1",0.249125445407739,0.660958377178966
"SSBP4",0.372991235820353,0.629458228250398
"RFTN1",0.375398497083059,0.973840660604702
"STARD3",0.741219870802517,1.03519781492126
"SNRPA1",0.956270369407583,0.678800798404089
"COX16",0.693643841664624,0.0928974437429229
"CEPT1",1.05109590314009,0.140500936009592
"CD164",0.715131160248514,0.0977737913791212
"DOCK10",0.472784264390231,0.587109488798857
"ITM2C",0.257496734011188,0.367641706151581
"TMEM127",0.438813309756555,1.16003442908548
"WASHC4",1.0473861416325,0.120840445417864
"RAC1",0.27074025776056,0.70370750872656
"DDX56",0.670700535912173,1.11623045117855
"CALCOCO2",0.262085862908383,0.607835686077197
"ATP6V1G1",1.04650840280588,0.202513345314449
"ARPC5L",0.692292481405717,0.509493089880992
"CMTR1",0.208444386592957,0.133979763591505
"TUBB2A",0.0957197664419315,0.123401345782058
"PRCP",0.354855972729629,0.736772099534705
"RAB1A",0.906344888991738,0.363273832840366
"PPIG",1.02806828429794,0.131371807173498
"SENP7",1.01332322397437,0.132302084929624
"HNRNPD",0.492483718613864,0.760317629422863
"SEC31A",0.183019315860022,1.12918829415181
"NUP54",0.949845302119942,0.267010963958462
"PPA2",0.877526717453673,0.196391639401548
"LPAR6",0.915859964852894,0.0483506376919632
"DENR",1.03325238892584,0.250757039651402
"MFAP1",0.313020389737777,1.18411266679125
"HDC",0.386784726901543,0.349594794995995
"SRP14",0.816734210481285,0.161262579946084
"MAN2C1",0.483535336436814,0.468599507739343
"ABHD2",0.294431026642249,0.527365873435931
"UNC45A",0.392416648786712,1.4214394764791
"MCTP2",0.431732831416286,0.146412760622315
"IQGAP1",0.307437155183204,0.721924611430198
"GLYR1",0.548274705786128,1.21292292074349
"ITGAX",0.857520253331468,0.570747132561735
"IGSF6",0.729787482449154,0.484828367703277
"RANBP10",0.148401814304146,0.403321429503909
"PIK3R5",0.801461009963023,0.984252839153633
"EIF4A3",0.22133445742852,1.22581236780545
"MIEN1",0.51094216335027,0.689122853757408
"DUS3L",0.563729702671412,0.842785765140641
"FCGR2A",0.435243158489301,0.299596672521919
"HDGF",0.160379074420234,0.616471532901513
"ARL8A",0.45855462803252,0.927662809829793
"PDIA6",0.499431095841783,0.661330283729587
"RHOB",0.562857303905445,0.395585997380362
"HSPD1",0.846246820293028,0.565973308996769
"CTDSP1",0.38927857915442,1.28707134119085
"OSBPL11",0.969021993652868,0.476641725895899
"ROPN1L",0.355963256985901,0.397025573772407
"PIK3R1",0.842163857068006,0.433757187143716
"ZMAT2",0.616839498355272,0.238860436781399
"SLC12A9",0.655026708669982,0.332195292747516
"GPR174",0.822702637601964,0.212553481385508
"CETN2",0.283341162329667,0.487809757036166
"BIN3",0.619883546752589,0.70062228185601
"NDUFB9",0.505670934057059,0.717482918981571
"PLIN2",0.371421258906598,0.87990410232876
"RPL7A",0.837277017611435,0.72794107209202
"COMMD3",0.880982348181722,0.169284577661781
"RSU1",0.275124923269382,0.944670681833959
"CAMK2G",0.878847459115984,0.908280985153894
"CPSF7",0.832049481094003,0.841126177526691
"FAU",0.81249995820987,0.248193153783467
"PPP4C",0.294583705662019,0.978609886804379
"ALDOA",0.37829561966006,1.2850254368142
"CD226",0.851773256436475,0.263439179000534
"RGS18",0.896181712839475,0.0665133360322173
"PRSS23",0.166547620955522,0.244038895409221
"ADAM8",0.553841427028421,0.619737244631931
"ARL11",0.656828786359052,0.239157795133557
"ATP5F1A",0.541505670261128,0.976122601642066
"TGOLN2",0.663582617412446,0.77344584742744
"UHMK1",1.10322487522431,0.329680508071473
"ZFP36L2",0.877708633908438,0.670850734155833
"ANKRD22",0.0950006740555313,0.0263838457621004
"CARHSP1",0.711834502791555,1.08990481353985
"CAST",0.29121372417983,0.748430632646051
"SMARCA5",1.09468354447746,0.566660624386864
"RASSF3",0.706946647838615,0.462338456513647
"HNRNPU",0.340715629459775,0.906024967525005
"JAZF1",0.166988993797537,0.524401852061026
"CMIP",0.35233879375828,1.06247092444714
"BUB3",1.08854746993513,0.463723171445334
"C21orf91",1.10089618504253,0.220122794061537
"MRPL39",0.73411066075628,0.214978512935176
"MPPE1",0.660141780388002,0.629329976725326
"NIFK",0.87939621553749,0.241366385139118
"SLC7A7",0.54186793493351,0.725096782990872
"PDIA4",0.26389021312646,0.705240464971489
"DCK",0.846885952889595,0.212977399281047
"CCT8",0.573042160382262,0.852124026673728
"NPTN",0.940646307430671,0.439198939433156
"MS4A1",0.671468884571855,0.324846482734171
"PRR14",0.425617521958971,1.16050923707742
"GHRL",0.766702424930388,0.632706280050445
"DUSP2",0.413891248186296,0.36951732022533
"ABHD3",0.771725749250973,0.0790890202425634
"MITD1",0.974007821835047,0.146684986186508
"TSPAN33",0.225491178824048,0.818951640315486
"CD1D",0.593762301975234,0.55266043953303
"GDPD5",0.377442873050583,0.652338030480084
"ALAS2",0.103682095598403,0.177955978719401
"TMED4",1.14275497109921,0.668489956587832
"PPP1R15B",1.02547245920507,0.134527727835613
"PINK1",0.239184249571333,0.664811904438017
"B4GALT3",0.30245807239237,0.785137740555538
"UBE2Z",0.64973748159365,0.973101656629859
"SNF8",0.632209578220433,0.55620075300255
"ARHGAP27",0.773332357026179,0.437346401814171
"ADPGK",1.14672336359184,0.227740436035025
"PTMS",0.290554896725535,0.926088675018959
"PADI4",0.353975177472464,0.519526419902212
"CYB5R1",0.570301791301004,0.882201689426976
"ATP13A2",0.413254163260241,1.12511712697408
"NAE1",1.00343857320386,0.307596132480793
"EFCAB14",0.689292676639685,0.869393050390439
