"","Basal","none","LumA_Normal","Her2","LumB"
"MEF2D",0.166258306488405,0.247109129516538,0.240957747578988,0.25904819185344,0.0421343876939886
"SRM",0.264110566567565,0.0138399381540788,0.0174622626521951,0.000450974975017437,0.214360664744933
"FBXO2",0.078553953022273,0.0313319059904252,0.0163131779432452,0.0202526534104802,0.0288590137817236
"C1orf21",0.00747987999416647,0.291615920325173,0.2055170999212,0.060656175693611,0.000448601324779963
"IVNS1ABP",0.281267666414268,0.0100972582267907,0.0206242637075877,0.0078092881669559,0.125314580782866
"KIAA2013",0.23639267894382,0.0338620111636975,0.0354373563680103,0.0326241631720292,0.045746996031431
"PRG4",0.0370239317209897,0.0026163145466107,0.0400530810360448,0.011816471052606,0.011436977297204
"SMG7",0.221244259847256,0.53849693293652,0.0241401192754858,0.0771939308886112,0.223575014463803
"PLA2G4A",0.0506479735109636,4.66412678356988e-05,0.000143415286394084,5.509558722083e-05,0.00182846812762064
"GADD45A",0.000342828248459878,0.083606417328909,0.0190555212667149,0.0930836035802958,0.16421179964934
"WLS",0.0193016612594486,0.089606902942279,0.11456079463501,0.0197891383293956,0.0768590826615946
"RGS2",0.123165141910238,0.00107844597685567,0.00551008248632261,0.000442389550423858,0.0215713809779895
"BCAS2",0.0180563966262848,0.00228447454178382,0.00505308463757552,0.00139233993137903,0.0642996038295997
"SRSF11",0.0566662970156685,0.248421679464147,0.251572456494191,0.0735046502527365,0.132435591751514
"OLFML3",0.0454728022505589,0.0391635606441088,0.0132702043652944,0.0543986202313653,0.0202220626750104
"CD2",0.0865487873296861,0.0132466347262246,0.0176032766256824,0.0119447419396022,0.111303504586826
"TMEM9",0.106545370504303,0.163177900203719,0.140187953449959,0.257615917624602,0.191644316633261
"ADPRS",0.553484356186165,0.121276109918457,0.144456801979607,0.014096549813794,0.0108909417189757
"MAP7D1",0.191628744635102,0.167678820233349,0.0889204700571665,0.126183125976348,0.348011551388126
"HAO2",0.00207270380401626,0.00171579205632568,0.00447249180124315,0.00226936654605766,0.00166363524396445
"MRPS15",0.186000819913416,0.045881093994652,0.0456074001857261,0.0524823991896564,0.142507154413656
"GNPAT",0.119889750746713,0.22474056301202,0.15589960278852,0.00256930733102764,0.286664776245158
"NID1",0.11326356607666,0.0855729686727991,0.103752638382514,0.00561119555126123,0.0379827167422573
"LGALS8",0.0579935324573118,0.112541574512453,0.111406385506218,0.268636989521953,0.111462721006756
"SIPA1L2",0.0173813087871331,0.00942633957712564,0.00833941274315402,0.0104801381570794,0.0156368551359666
"PADI2",0.23680216363267,6.71346325145524e-06,5.05094788851507e-05,5.14023204072077e-05,0.0208783957572247
"SDHB",0.307205592741334,0.00246087307316647,0.141021888958367,0.266506139276368,0.413272347267059
"MFAP2",0.220918392583019,0.0172547410654852,0.0528819253247404,0.0346135007027757,0.00104875455029676
"UAP1",0.256903495104893,0.104634417762488,0.00794975821250803,0.0748444432694727,0.209965682372439
"ACTL8",0.049092506996564,1.24413293832048e-07,7.42145740112521e-06,1.06700056258098e-06,0.00261693040284371
"KLHL12",0.0745962980991007,0.236311781599014,0.0174880160661031,0.0674639477516865,0.120309371150611
"IGSF21",0.0158082102877137,0.0649353477536175,0.0590579405129156,0.0601370438359657,0.00554354058739855
"GBP3",0.0297990930113203,0.0023194305544014,0.152098577865248,0.161075878123386,0.138680937096994
"GBP1",0.221644482741371,0.000570290905146639,0.00168553931814599,0.00209122109485786,0.0342799965112679
"ECE1",0.0213419222561507,0.14196196716873,0.119648782979975,0.135896882732997,0.135586972376283
"GALE",0.0834169981685277,0.0803817732576502,0.0647843911707305,0.147799877739607,0.127288063255876
"ID3",0.128123685814249,0.037327360105213,0.0191643593388068,0.0373119805212902,0.0722491188513414
"CD46",0.0425448375766538,0.29053079044725,0.126332906319812,0.134078837638679,0.190986657016088
"PRPF3",0.202494733683544,0.0626615965583247,0.0301743315064136,0.0332046145546523,0.25487090605018
"APH1A",0.228636993892502,0.0958007972044276,0.110086861648862,0.005248256472262,0.214927459850366
"SLC2A1",0.155574297799916,0.0025571915148159,0.00011189604180631,0.00398689140428815,0.0570645204533684
"EBNA1BP2",0.240558684111206,0.01252545516572,0.0186329375285289,0.0734052047092196,0.221420865671006
"CDC20",0.208660963284017,0.000262633901561533,0.000471783612951865,0.00087341197121022,0.0416040912441581
"ATP6V0B",0.350741995073231,0.00197891269117333,0.111405294576816,0.150393603932492,0.159126779499711
"ERI3",0.403800182991746,0.0548741885624249,0.0896729507882207,0.0587319366492711,0.0496250701057386
"AKR1A1",0.363339197915378,0.1618607202201,0.203020223575775,0.222636233474522,0.00911132436853264
"PRDX1",0.231136777108434,0.0093589839771566,0.00326143458798592,0.088805384339356,0.259575676718544
"PIK3R3",0.00138891932420013,0.161414721603018,0.0647501072376335,0.160087083407173,0.0218002667217685
"TSPAN1",0.00530353498421741,0.063785611991019,0.0292998940207376,0.0870723384015155,0.00446619936042265
"SLC19A2",0.00200652642150793,0.105425638723643,0.186689654240266,0.00893048872856735,0.0438982378226536
"FAAH",0.0392193988640335,0.316199868717238,0.16963765849871,0.0398755529513185,0.0607351983491711
"CNN3",0.370640218921095,0.0900537631643033,0.127433368254052,0.0634193147508768,0.0460125823917353
"PRRC2C",0.0727983214163806,0.292842285519061,0.130936260666451,0.0219029297278305,0.28106781018526
"F3",0.0268467344879648,0.00284594094144378,0.083478325190169,0.0156356347447344,0.0205076107325543
"ABCD3",0.0196112936461835,0.190263883003519,0.114972247531774,0.0281811180713821,0.0250368709193596
"PRDX6",0.284964389193297,0.102633432007508,0.000526524891641439,0.194856295206374,0.279492927949293
"HSD11B1",0.0555423577351506,0.00605160768780952,0.0128282719224114,0.0113054232705385,0.0406697548961771
"IRF6",0.146852323870556,0.0184725978713166,0.0191867127926802,0.0272710485852289,0.197865210863037
"STMN1",0.193265066978089,0.00250620884406034,0.00575674220479455,0.00559936418920908,0.127233033245348
"NEK2",0.279591470276849,0.0276505832379116,0.0208365350722537,0.0655814264710572,0.145808061942834
"NENF",0.0953205783613343,0.0146112152747269,0.124955454530086,0.066862371668056,0.11350887148026
"CENPF",0.174369316653219,0.0042025001706512,0.00553770768516287,0.00184298905393257,0.17686480527011
"RPA2",0.358204738321601,0.0150518356487221,0.168261666034479,0.128513325523996,0.263130581345928
"ESYT2",0.161625441051222,0.022275124983592,0.0973181833539055,0.0823915530837123,0.158752497137645
"MUC5B",0.00363491254501419,0.00868073050226472,0.00222765289111021,0.0450481617110678,0.00103703742321142
"CTSD",0.0059429513119737,0.0943292041667247,0.0783736545765721,0.0765808296062025,0.0249711980242833
"APOA1",0.00550451930340967,0.0326451863337645,0.000212723983319192,0.0159819876283075,0.0055777698134419
"RPS25",0.298094231110191,0.0273729379261487,0.108320673439727,0.113746228555715,0.0352878217217507
"ATF6",0.0102896376158239,0.166670159822802,0.011103879185847,0.198417239971136,0.121251746475553
"MREG",0.0127057754405166,0.235224778806328,0.0621089034484961,0.124976749108765,0.162116754481944
"SPCS2",0.0345579236498886,0.0341854967156683,0.0201662312006722,0.0754596808370772,0.0304907342495317
"HMGN3",0.30857891577629,0.0138858766738688,0.0629504425103987,0.0332056295571348,0.0629891434084428
"TNFAIP3",0.165474599461297,0.0218062620039525,0.0388202281670252,0.00942781900066987,0.0871819966053763
"RAB32",0.235251666329114,0.0606159607908682,0.0575728105917318,0.0224076576611795,0.0762930835423252
"MYB",0.0221236852831437,0.0944129374991877,0.176266988259201,0.072718805058785,0.0206438750423399
"SGK1",0.10330417324254,0.0161009268163355,0.0323598769814858,0.0370409458828669,0.0792736593482431
"CCN2",0.048196039842382,0.0211543280116093,0.0526634688978406,0.00243526354116397,0.0187914096537045
"FBXL5",0.0712545445148835,0.0282622688610749,0.223124360076154,0.43649601374666,0.124612423436856
"VAMP8",0.391256089835704,0.0774779823821522,0.158237451358444,0.0343444286334999,0.0878112554330706
"MYL12B",0.288680406922631,0.161513789412748,0.0493715805161078,0.219689679264544,0.287444040340573
"FOXO3",0.0913822788920539,0.00399892646913672,0.0698986135961975,0.137274759765484,0.040571561003924
"GHRH",0.00119175616100097,0.0100197481375994,0.0127019610861802,0.00453900918390381,0.000407915290536755
"RPN2",0.0488428171735865,0.0251028332898158,0.0145872504840943,0.0351463613196698,0.0461626814128818
"TGIF2",0.199891576486431,0.00539403259626004,0.060329986507818,0.0645447708649243,0.149494636890115
"SPP1",0.121695348979334,0.0132605161057632,0.000786751343266894,0.0195307969565367,0.04032388991353
"CCNI",0.0447829626110206,0.275223228358634,0.25597357568328,0.0595917119093128,0.292076942308646
"RARRES1",0.0678764473616515,1.78750094366452e-05,2.20724685178435e-05,7.6219620052394e-06,0.003800103128907
"MFSD1",0.181536883495875,0.103675442262151,0.0750544571941085,0.260611685704203,0.219099103270089
"PPL",0.230106365141312,0.051006171999402,0.0267476729243012,0.0160346360890351,0.0522253735619058
"CCND2",0.0451288416561134,0.00353905262479984,0.0280074918928831,0.00381454286929133,0.0206141713900027
"ELL2",0.0185162071881781,0.0542913373185774,0.11663881078552,0.126119886841908,0.0652763124123735
"NDUFB3",0.219331653830883,0.00608405587301046,0.0904155408569289,0.184720414635863,0.286489790656365
"UBE2B",0.142092760206729,0.143656789046696,0.114691607151959,0.115966232543535,0.201094763783861
"KLF9",0.0174093520807039,0.143175948422081,0.0388420886815168,0.121902762730062,0.0843293482842718
"ECRG4",0.0297366430623458,0.00045626664137067,0.0136533421166949,0.000440975673975556,0.00737322190460564
"C1orf198",0.161908209287455,0.0104368541601084,0.00938195062086483,0.0395930758336697,0.204996452700025
"PTBP3",0.16670169188759,0.0616658634842041,0.0725496803217617,0.0536280709669008,0.384650320325168
"RAD23B",0.14673961162241,0.167534690993615,0.184164298648707,0.279390898168885,0.0592450585613777
"DYNC2I2",0.0527359824831539,0.0672610735472494,0.00624369617502477,0.0208300298848499,0.290209873346613
"SET",0.146403627694667,0.0410977637121863,0.0153150427337392,0.100693341465448,0.516975747986103
"PTPA",0.15076607408771,0.355288952216796,0.0850913366102523,0.383019713664225,0.00869202059923703
"RAB14",0.133568371718389,0.140900565095488,0.177853025880158,0.2958786577627,0.0168429378473672
"NEK6",0.0984111585411403,0.0499067202509708,0.0459567126275861,0.254085048018579,0.0667289325331405
"BSPRY",0.0655748684350182,0.232354454288909,0.139694568834419,0.0689763669166131,0.105722444566118
"PPP6C",0.0287317503067345,0.0432902634688941,0.0374170584767041,0.128669789468581,0.0376819241909242
"NDUFA8",0.142205235532247,0.171648340844959,0.0540599424664487,0.169555592358957,0.293694556655316
"HDHD3",0.059515464001904,0.204750532803147,0.252652877393826,0.0207148418341838,0.286274901219585
"HSDL2",0.0309783326397138,0.0327964103703929,0.0156271940945623,0.255221667911768,0.0936548168759245
"VPS4B",0.165820721888562,0.0758763491160742,0.116574771014745,0.00531940485094037,0.291743800111795
"IFI27L2",0.0554763884806497,0.00720386578265077,0.0637916722405041,0.0769526624970781,0.118469568159712
"NPC2",0.18665578405982,0.117373969638127,0.0453945301320705,0.132400313568457,0.131480038373205
"IRF2BPL",0.187245527016833,0.278162662967902,0.00325287363305564,0.0843169919453601,0.200858080658368
"LTBP2",0.00103885601445852,0.219949407382286,0.215280338655034,0.0176908637773709,0.103330041045676
"DLST",0.121252672205721,0.168755216309665,0.0360517320373192,0.455359005943988,0.422355784169499
"TGFB3",0.025510473835382,0.0833166525330252,0.028748521890994,0.111028710048949,0.026933083526423
"TMEM214",0.323308450564739,0.0520821229340252,0.167221672644704,0.175257436905507,0.222068171995567
"ATL2",0.341245953904202,0.00180027285779093,0.00419821454558674,0.000409273091724956,0.0477096340272432
"YPEL5",0.0702322016259225,0.131402733029856,0.288100037804879,0.128490722559461,0.522731953062398
"AFTPH",0.068648723383076,0.417795760949372,0.125767916949439,0.110786224421834,0.406420707011313
"EPCAM",0.147280365080298,0.0120135322216257,0.0125417300604419,0.016821358724949,0.387193599077716
"OGFRL1",0.202221413243251,0.00225038597679636,0.009603269717093,0.0015969770050238,0.0439995771759077
"IFIT3",0.0438157962407148,0.0280733785174671,0.0259417756778938,0.0419891129900535,0.0887728894376697
"IFIT2",0.0641349612685333,0.0104666109426014,0.00490325755959137,0.00711245733698904,0.0257099188164418
"GPAM",0.0450090857645751,0.074728030369729,0.0706091550818735,0.0420803445184084,0.0375946476810976
"PPP1R3C",0.00153086683472136,0.0959406501952851,0.0374417273879905,0.0401570719118755,0.00777039567377835
"TCTN3",0.00482839020359223,0.0981433697922759,0.0281618406976341,0.187661630510163,0.177527817345017
"AVPI1",0.0608812261883014,0.00641094610629744,0.0435147334172662,0.00495556006004782,0.0513807443520429
"KCNIP2",0.0258628534328715,0.116105331575344,0.0520250895009911,0.00769842799298447,0.023469707346127
"GOT1",0.237443292786862,0.0499529247152019,0.0248651508913294,0.239623273874603,0.127465661175031
"GNA13",0.106510793235093,0.0160634599904171,0.0179577317905765,0.161504408793634,0.255314911919242
"HOXB5",0.0156313875498464,0.00376431145447474,0.0251655762088905,0.0553995399792368,0.0134528244374576
"DUSP1",0.000337904909528945,0.0428120669271597,0.160741033354417,0.066437257645026,0.0342879430597122
"PANK3",0.0872561098578685,0.16822557814823,0.00453770580276854,0.297191610281517,0.0733510916282754
"MSX2",0.0077522571885858,0.110128759301384,0.0519015544942881,0.186238549829984,0.00272070393257287
"GRIA2",0.00557480512926183,0.000898760674813781,0.0377741148813375,0.0285119720277141,0.0041356827776595
"PCMT1",0.218933540839622,0.0923586797794686,0.0149800744688713,0.227900531206321,0.243939189099712
"CYSTM1",0.118570761977322,0.216905542367237,0.280346809268782,0.0556850834178882,0.177994894062546
"TCP1",0.217121417052988,0.0126308468655085,0.00888326543116549,0.102562022779944,0.201602216308819
"PDZD11",0.118225884773897,0.290343203520717,0.148815854098793,0.170004428057293,0.00818384611831692
"KIAA1217",0.116193738283652,0.145035541762999,0.184573719661364,0.224404752257984,0.14494318041362
"PLXDC2",0.0125636415044167,0.0911568259801868,0.207683852366573,0.100073579054044,0.0286715581998011
"UFM1",0.0144809631408353,0.0277780648648878,0.138458869460333,0.107733781946449,0.210754927141501
"ELF1",0.113285674426192,0.223540975294979,0.132567619038769,0.120808967757529,0.14161189637964
"HSPH1",0.0984731598773547,0.0149298849064909,0.0110821858011554,0.146056209397878,0.0257326016529114
"ALG5",0.0385617869874492,0.011194284074679,0.0550783679120819,0.100791701886496,0.0521900902495824
"ETF1",0.410401416843727,0.183101753467098,0.194305261391175,0.305160975395921,0.00405538989746778
"TGFBI",0.115818479979396,0.000939191197156229,0.00343672725686062,0.000462562313805738,0.0172932117085565
"SIL1",0.00151142025848524,0.172285876414186,0.0837745548708838,0.103590897723815,0.0168308668338857
"KDM3B",0.028001238187629,0.00674831436313359,0.109351606216864,0.418909403580949,0.302311914838569
"EGR1",0.0182608409043749,0.0736897988094129,0.0406086169058462,0.0199079015274181,0.023705701160577
"SERP1",0.18462205306168,0.157342067951678,0.100051982790348,0.148008171877877,0.132232204054242
"TMPO",0.12592111443589,0.0101515839964517,0.0154968121619936,0.0621353226782866,0.236782174462593
"ARL1",0.0683729374624015,0.0185958010341407,0.237643198798244,0.30884440019114,0.134944456740265
"DUSP4",0.00376226603706947,0.0278721159338614,0.0295308420973564,0.0345254896450011,0.00104425441050265
"CLU",0.025360787350022,0.0153299769560061,0.0103093504022495,0.0121446124043846,0.00692003614796166
"SORBS3",0.0680405507306679,0.116183379048523,0.161866522134776,0.0643038251203573,0.111724400986801
"EPHX2",0.0138755093553537,0.0423162402037751,0.283203810478811,0.162200960036601,0.0636831180813334
"ZNF706",0.108996045876917,0.0173887732033626,0.0078105409039596,0.128754258861216,0.162848912718592
"LYPLA1",9.65820506416691e-05,0.0455382814585741,0.107163101283757,0.0586469014344816,0.079941939430832
"CRISPLD1",0.0109376701027351,0.00455302553137487,0.00713644668633619,0.00099756869049907,0.0044188391537497
"RDH10",0.0662838910358494,0.000116175004388734,7.27906398430889e-05,0.000265111432293774,0.0227356492393332
"AKAP1",0.143609394332004,0.0533484504158537,0.0633739860923074,0.0906095641239555,0.194263811238282
"SCPEP1",0.191442809801615,0.00514469889705044,0.00895258639605936,0.0204874094908546,0.062307813569008
"SPOP",0.0227705616402743,0.132778244534264,0.0112008750410738,0.15652439142323,0.012417920076157
"SLC35B1",0.0417602794387495,0.00208203286180861,0.0153587158958382,0.0309747914975846,0.113037668256078
"ABCC11",0.00836806349012047,0.0485849001816654,0.00584126964940113,0.0681745278230219,0.0336290446270506
"PLBD1",0.171320731463032,0.0205450689439451,0.0242343342201677,0.00936870387121441,0.0614606996449784
"KCNJ8",0.0263685482297484,0.010162711154769,0.0440542482901938,0.00774454789273845,0.0179461585517277
"PDZRN3",0.00775928310652606,0.0142268232409987,0.0395668733370439,0.0149213425802589,0.0120152300509714
"CSTA",0.0380743477351912,0.000528427173857177,2.02944440286321e-06,0.00142326584519248,0.0754055836621583
"NAA50",0.00155464926259815,0.0660941322678873,0.020413443190821,0.0534014186768602,0.453313027763351
"DESI2",0.138930793556235,0.00280263986164003,0.0198337747369755,0.028333754553547,0.294567294866109
"CAT",0.117719729381092,0.0838822407840025,0.00233928624695516,0.0325478454342243,0.0487502751959103
"ADGRB2",0.00297109555015267,0.0243179083234045,0.0164371583136318,0.0558951661664378,0.0150130334340903
"FABP3",0.00378302532459778,0.00118102915285242,0.0049035997013684,0.00786372325301022,0.00851613451923616
"KHDRBS1",0.319668739560205,0.123494500477383,0.0228103992074799,0.203131662695665,0.338846556800515
"TNFSF10",0.0155139729204564,0.0440675474294186,0.0832337909812403,0.074264847280777,0.113079794560714
"CPXM2",0.100156243152374,0.0208331543029733,0.0142525128712178,0.0212817581544858,0.0679166329926817
"TMEM54",0.0393005568786644,0.0729153772669082,0.149593228498704,0.168136061172986,0.0116260033101897
"CXCR4",0.177388197170143,0.0188537684435703,0.0258195272248578,0.00586346853960888,0.0471195381915831
"RPL21",0.0421353017666476,0.0798913738482858,0.0657296019877052,0.0972225965150569,0.151144673660219
"MTIF3",0.0785284120593621,0.157213781521911,0.0224876705751138,0.0823145949485161,0.0959850991302053
"GTF3A",0.0934344011485941,0.0337497000270707,0.0314769043857292,0.116996004610454,0.0903499836123633
"UBL3",0.0126501016078013,0.0832514265341415,0.0740956313113923,0.225102587909488,0.094643544383744
"FMOD",0.015653647143779,0.0387060138659574,0.049121850128666,0.0345079096841987,0.00638872922869836
"KIAA1191",0.0209038766767659,0.352204407504417,0.118079893736796,0.163758590114967,0.138825649624994
"COPA",0.0447386599645111,0.0996986683322293,0.143948297473723,0.0328230717819917,0.440812773843121
"ANXA11",0.0733740271012795,0.23102329837563,0.0082246291447206,0.114650804509905,0.210680572114177
"LDB3",0.000741696119223504,0.00946906596256467,0.015572328894388,0.012447915022791,0.000811392434799157
"PRXL2A",0.0390158946682777,0.00572587135243014,0.0276570214471021,0.0172634396229948,0.0495230289027194
"RPL5",0.23637952672286,0.00758276459934976,0.0278499533271161,0.0185056293823076,0.335052847240028
"ZMIZ2",0.337012630749817,0.178707727252459,0.0171383246322988,0.091886459132973,0.0230902474241378
"CBX3",0.026294372186934,0.060871166582866,0.00719045071838531,0.0407750997373299,0.147985216562816
"HNRNPA2B1",0.346985529115676,0.325439639812032,0.144681214144007,0.25118672097859,0.154655276976035
"NXPH1",0.0043343339645011,0.00591152493538182,0.000841876212045961,0.0264105912303417,0.00796966980199796
"NPY",0.00207373427137418,0.00674574976792278,0.00596468087562402,0.000978403014213993,0.00323705989043184
"INHBA",0.0740824749436644,0.00603858788903068,0.0601619516021428,0.142821036454981,0.0576766066951038
"FKBP9",0.171183801551753,0.0512875822804954,0.0512631885959323,0.058652226155019,0.0681337127644803
"ARL4A",0.104102168345276,0.0239023982494175,0.0572720915917101,0.00694451109062436,0.0362101330597128
"RAMP3",0.00208911768851669,0.0171742612269537,0.021496210160208,0.0180640636837839,0.00410908413153553
"TWIST1",0.0188737052437481,0.0153707279796976,0.0291680272085759,0.0303287543638891,0.00609969114747181
"GLIPR2",0.205994229425503,0.00040481275748186,0.00490249442732182,0.00166019187589046,0.0220234510132508
"CLTA",0.127114413119057,0.328357416336795,0.317517858615041,0.103325475748899,0.0389523019281553
"ACO1",0.161880317810017,0.0643024024672691,0.158511083316942,0.0343713404933335,0.208766762797306
"DCAF10",0.0281197864323224,0.0984264129103703,0.0178398290579598,0.0110071479596836,0.068587657385421
"CNTFR",0.0314475416710523,0.0018232033925536,0.00411565845147529,0.00609333743036994,0.0608528579672008
"CALD1",0.1986191382415,0.0176685794096978,0.225499995868581,0.0574798358625824,0.0527847936444517
"PLAU",0.0691377094514958,0.020246224121874,0.00676238870296658,0.0553959101736302,0.0463456694982446
"SRGN",0.0942192152567727,0.0186776489220713,0.00481932516804111,0.0115734666910753,0.0757798993225586
"EGR2",0.0758589189645932,0.0105611770654998,0.0718113885277836,0.00718262644165459,0.0572601792258323
"P4HA1",0.0197642406931911,0.0312022356537032,0.0031100958988854,0.0111089123590531,0.149754399681348
"ZWINT",0.12298263951688,0.0147165587295,0.000699895633289058,0.0572175091350823,0.245998645397663
"VPS26A",0.0477106701386103,0.0473538636669425,0.0533616575450831,0.0411492103223862,0.0315775644957893
"ACADS",0.0287550084979761,0.0667839317329426,0.19110674316226,0.0775703646175824,0.00725595197970773
"CDKN2C",0.0920091858382999,0.00407423180372555,0.010224573391478,0.0137551088565714,0.0687129235117832
"RNF11",0.136687548491827,0.0841803839422931,0.00860187966251119,0.129320010028398,0.103951411074589
"BHLHE41",0.0634069497421308,0.0362405856298819,0.0628899003770357,0.0171576403181054,0.0453958541780982
"ITPR2",0.0374125097517841,0.0633848589318027,0.0612104917468371,0.0526731539229916,0.0183428661498788
"WWP1",0.0226967756330279,0.0966589930046948,0.096669585117963,0.0231841429027982,0.0529626427802511
"PRDX4",0.299980939030734,0.00797963743041972,0.015558604870783,0.0234057699465546,0.168849236146475
"DDX39A",0.181268851673473,0.000352089684163432,0.0075924065091838,0.00528531188639238,0.0923617285172094
"PKN1",0.125483285425627,0.0800572836615474,0.051799673180067,0.121313823004424,0.132655515025963
"TRIR",0.079693685856653,0.184993677862504,0.0931174839787003,0.0378378091212428,0.436658091460871
"GIPC1",0.187658151885304,0.0664595606727925,0.112122879800196,0.00924975007976263,0.217123271816254
"EBPL",0.144949938400261,0.164297901171829,0.0261335097896575,0.0552248055273997,0.261548639622059
"OPTN",0.37331726812034,0.0185628725040156,0.00225455800344531,0.013713798708011,0.0646997981674614
"ITIH5",0.0166279409197776,0.0160785112939402,0.130503389680451,0.0237449056906229,0.0054347159965234
"NR4A1",0.0222219286193387,0.0400876834900513,0.0570547700017855,0.0163362783286027,0.00870537250217328
"LRP1",0.0442569829221946,0.169497055217926,0.305357735356402,0.169544875331594,0.0562853205258893
"TUBA1B",0.0198412809262948,0.053158870879289,0.0388201661249456,0.0552753268371494,0.374840459218306
"COL10A1",0.0304197457223667,0.103345745366237,0.0316177419148282,0.0936619997509737,0.0437325459291916
"AMD1",0.220101788168325,0.00240419438056675,0.00492966879259651,0.000248192251749366,0.0122939829669563
"PLP1",0.00685215818028371,0.00400310259345217,0.00505834561270002,0.00459700672057077,0.0051489383611279
"MORF4L2",0.115694631403012,0.189748182263323,0.0231337249332419,0.0634370248616116,0.152531326866557
"RAB9A",0.0920019826920145,0.0416571823822125,0.0462939398089531,0.129576880236003,0.153118530395746
"TNFAIP6",0.036667005238735,0.0517632366343111,0.106404319058123,0.0669610686155037,0.0158792107603392
"LPGAT1",0.0361498184304311,0.0340109537692647,0.00174364181515414,0.0724711748698492,0.0700482916934274
"G0S2",0.0659343065470492,0.0448601899079926,0.0208066454796233,0.00503818772913237,0.00974249963876975
"RAP2C",0.00243694547095849,0.0751153689174367,0.00306515408653818,0.00593900080706707,0.00760430774363295
"C4BPA",0.00971415675715766,0.00106098080349018,0.00193717047421935,0.00158343991881695,0.00724000785145227
"RAB38",0.0307349634917066,0.0408747859718746,0.0349275930585716,0.043510773729917,0.0387541073796573
"MXD4",0.226840657431184,0.232159960734949,0.103838439256754,0.0973567631563258,0.0416288076309901
"CKS2",0.276321068873452,0.00615187107457626,0.0105579138374619,0.0202641609862081,0.00865320286901346
"ACSL3",0.0767252126789372,0.0851954981245514,0.0062371240731064,0.0406938951370561,0.0637134360051639
"CHPF",0.127854166679547,0.0733032296426603,0.0139838886842951,0.102572503880447,0.144931658569827
"DNPEP",0.0638716113784797,0.137235309045656,0.119334157570271,0.0486548451101192,0.348513782595433
"INHA",0.0235244391002924,0.000692851706381586,0.00042513797955011,0.000299131089187461,0.0115679586149321
"FAM210B",0.0928295859185257,0.028701541425912,0.00511181505273679,0.112099059543342,0.0508646009195495
"PI3",0.0245221779822654,1.56108833530924e-06,5.57884040903401e-06,6.09411095227306e-06,0.0012452371676625
"SLPI",0.0617204416899734,1.57251861283087e-05,6.10335138728585e-05,6.32249542206303e-05,0.006682348197533
"PREX1",0.000468609661327812,0.114654396489637,0.0933830985588359,0.0784924264833578,0.0189594247973089
"ARHGAP40",0.00425746355312748,0.0876128741209567,0.00133938669617971,0.00283953091886196,0.00337053584729033
"SDC4",0.0770166054666153,0.127906487119187,0.0145720415878314,0.171871419942488,0.0226896271847108
"NCOA3",0.0357279774531265,0.0303615598538326,0.0163307061330167,0.0876294072131079,0.0801709194987747
"PIGT",0.0321792967259342,0.0876992142875916,0.0101665634252841,0.182775453642878,0.00157689726436525
"NCOA5",0.236931864469582,0.0301921025578351,0.294242856167301,0.141025062839457,0.292042956230016
"PARD6B",0.00113053019277013,0.0158583025762201,0.049416875094418,0.0759637290402986,0.0053038856442749
"ATP5F1E",0.0274030143566367,0.0743310495839217,0.0619088630374457,0.194480391341617,0.0683568312565113
"SRSF6",0.048081416085297,0.161112330983274,0.0139602577385178,0.236751205012953,0.0266218953014817
"ARFGEF2",0.0562548826486205,0.107561255535592,0.00205493612171149,0.0103270402215106,0.0618385294273651
"ZNFX1",0.0778102395539158,0.0832906786994239,0.0475992186484198,0.0620653974890709,0.125905471107326
"CSE1L",0.0566479633797202,0.0222325536610865,0.00775511561199006,0.0706598251670043,0.085669964288336
"PTGIS",0.122349480751919,0.0232644735958407,0.0295255899198444,0.0213847374341671,0.065538836488249
"STAU1",0.000694010711803407,0.0340619754091271,0.0445470808781294,0.0589461004759895,0.148132405047178
"STX16",0.162274776951072,0.0200471972357103,0.0751985666143577,0.149602657162363,0.0022985935034381
"PMEPA1",0.127944355623702,0.102855755419947,0.00497088911233031,0.0423868477590619,0.0591825799895116
"RNF114",0.0541964325664498,0.0158128430223822,0.0219785422335582,0.0208484697598424,0.161405248788196
"CIMIP1",0.00104219387822732,0.00362796688697508,0.0117814186113129,0.0147231856664332,0.00717897134647983
"KCNK15",0.00688063840182997,0.10300458820613,0.0420080730132731,0.0836065094633698,0.00958931150897645
"CHST8",0.00233076775789249,0.0627893078281408,0.0457376451913626,0.00701328915652469,0.00290905803896005
"VAMP7",0.0423310702947243,0.109784705770845,0.0552319481472192,0.16682353498403,0.343167757247587
"USP22",0.0523119214081426,0.0195814122774998,0.0245357734617144,0.0468431072060775,0.0279596387764465
"LYPD3",0.00189206483204963,0.00807822411841801,0.0203306208967984,0.0363693310063593,0.0582761635615117
"NDP",0.0011255692924678,0.04027639863755,0.0245232015343942,0.000110490375845144,0.00751071391191367
"USP9X",0.0484146436815948,0.132552040108672,0.0838232012255339,0.101695742604615,0.209871585905097
"F13A1",0.0194987788332003,0.0948117568096001,0.0872091110614897,0.00663916413289968,0.0201435293051575
"WRNIP1",0.268253754386141,0.0195219719860706,0.00240433895382184,0.0170879675742957,0.312433313452167
"RRP36",0.0786823182771205,0.0115204965771355,0.00621228635319756,0.0112285073815728,0.287438058081158
"BTN1A1",0.00414489717943014,0.000109286400802523,0.0158098901211639,0.000379064153320691,0.000322470938733341
